t_ps,delta_k_exp,delta_k_fit,m_fit,eta_fit,chi2q_fit,residual,is_resolved
-1.600000000000000000e+01,4.074300899999999670e-02,3.809762767142679807e-02,8.516992138418442160e-01,9.316855902855213367e-01,3.632656890683728657e-01,-1.322690664286599205e+00,1.000000000000000000e+00
-1.100000000000000000e+01,4.121369099999999674e-02,3.809773845541122861e-02,8.516995225904350209e-01,9.316855347452596137e-01,3.632658315152136330e-01,-1.557976272294383957e+00,1.000000000000000000e+00
-6.000000000000000000e+00,4.092609299999999672e-02,3.809806884691488427e-02,8.517004431385107877e-01,9.316853690684930855e-01,3.632662564341833100e-01,-1.414012076542556118e+00,1.000000000000000000e+00
-1.000000000000000000e+00,4.084549800000000092e-02,3.809861418384913323e-02,8.517019621474811730e-01,9.316850955352924402e-01,3.632669579763524448e-01,-1.373441908075433870e+00,1.000000000000000000e+00
4.000000000000000000e+00,4.011164600000000080e-02,3.776623902446180070e-02,8.508121355615922976e-01,9.318578539720212550e-01,3.628235659251739520e-01,-1.172703487769100050e+00,1.000000000000000000e+00
9.000000000000000000e+00,3.731283500000000253e-02,3.724402263326156981e-02,8.494074323968204832e-01,9.321284248835630670e-01,3.621278773086764602e-01,-3.440618336921635878e-02,1.000000000000000000e+00
1.400000000000000000e+01,3.648607400000000028e-02,3.673520930007342922e-02,8.480353043499100352e-01,9.323917613557600736e-01,3.614493095247290344e-01,1.245676500367144668e-01,1.000000000000000000e+00
1.900000000000000000e+01,3.665752700000000225e-02,3.623958242419927922e-02,8.466954609082459893e-01,9.326480050656209553e-01,3.607876087771272888e-01,-2.089722879003615141e-01,1.000000000000000000e+00
2.400000000000000000e+01,3.462615599999999821e-02,3.575688230085025121e-02,8.453874759599545596e-01,9.328973173855381607e-01,3.601424651646434327e-01,5.653631504251265261e-01,1.000000000000000000e+00
2.900000000000000000e+01,3.494170299999999757e-02,3.528682776828975798e-02,8.441108481379097084e-01,9.331398686024146016e-01,3.595135402521974499e-01,1.725623841448802043e-01,1.000000000000000000e+00
3.400000000000000000e+01,3.313903499999999724e-02,3.482913079250973820e-02,8.428650419389207560e-01,9.333758306986124076e-01,3.589004857445518004e-01,8.450478962548704231e-01,1.000000000000000000e+00
3.900000000000000000e+01,3.381598000000000243e-02,3.438350441924456491e-02,8.416495105346718519e-01,9.336053734627541845e-01,3.583029537158062827e-01,2.837622096222812140e-01,1.000000000000000000e+00
4.400000000000000000e+01,3.320166499999999826e-02,3.394966656962189466e-02,8.404637070352265482e-01,9.338286626816741931e-01,3.577206015232501923e-01,3.740007848109481725e-01,1.000000000000000000e+00
4.900000000000000000e+01,3.289055800000000029e-02,3.352734166468757104e-02,8.393070896855820973e-01,9.340458594159366523e-01,3.571530939358418810e-01,3.183918323437853748e-01,1.000000000000000000e+00
5.400000000000000000e+01,3.244076700000000230e-02,3.311626121303690162e-02,8.381791241415309512e-01,9.342571197898804636e-01,3.566001039286402219e-01,3.377471065184496357e-01,1.000000000000000000e+00
5.900000000000000000e+01,3.164210900000000160e-02,3.271616392709802978e-02,8.370792843990118026e-01,9.344625950128437886e-01,3.560613128688117635e-01,5.370274635490140946e-01,1.000000000000000000e+00
6.400000000000000000e+01,3.111267100000000146e-02,3.232679563311552373e-02,8.360070531172344444e-01,9.346624314990191751e-01,3.555364104340670295e-01,6.070623165577611058e-01,1.000000000000000000e+00
6.900000000000000000e+01,3.191779599999999828e-02,3.194790909515254906e-02,8.349619216731029026e-01,9.348567710259493291e-01,3.550250944185998070e-01,1.505654757627539198e-02,1.000000000000000000e+00
7.400000000000000000e+01,3.183153300000000213e-02,3.157926380673675704e-02,8.339433900984065673e-01,9.350457509050890126e-01,3.545270704958060626e-01,-1.261345966316225475e-01,1.000000000000000000e+00
7.900000000000000000e+01,3.161939999999999890e-02,3.122062577368123204e-02,8.329509669671054661e-01,9.352295041529103958e-01,3.540420519682674350e-01,-1.993871131593834278e-01,1.000000000000000000e+00
8.400000000000000000e+01,3.131637000000000309e-02,3.087176729821433652e-02,8.319841692624234675e-01,9.354081596577240587e-01,3.535697595181888087e-01,-2.223013508928332882e-01,1.000000000000000000e+00
8.900000000000000000e+01,3.111153800000000108e-02,3.053246676860968400e-02,8.310425222367733289e-01,9.355818423403462480e-01,3.531099209637752478e-01,-2.895356156951585103e-01,1.000000000000000000e+00
9.400000000000000000e+01,3.182448400000000011e-02,3.020250845587008071e-02,8.301255592700179653e-01,9.357506733080451777e-01,3.526622710236240188e-01,-8.109877720649596444e-01,1.000000000000000000e+00
9.900000000000000000e+01,3.116922100000000043e-02,2.988168231798937757e-02,8.292328217286341063e-01,9.359147700017019789e-01,3.522265510898651697e-01,-6.437693410053114684e-01,1.000000000000000000e+00
1.040000000000000000e+02,3.067336999999999841e-02,2.956978381184144355e-02,8.283638588269467418e-01,9.360742463363437293e-01,3.518025090101634667e-01,-5.517930940792774575e-01,1.000000000000000000e+00
