t_ps,delta_k_exp,delta_k_fit,m_fit,eta_fit,chi2q_fit,residual,is_resolved
-1.600000000000000000e+01,4.104960400000000342e-02,3.590890680587469075e-02,8.458616441458013391e-01,9.328290091111109961e-01,3.603193580156121012e-01,-2.570348597062656282e+00,1.000000000000000000e+00
-1.100000000000000000e+01,4.152382899999999821e-02,3.590915305284284043e-02,8.458623361681049113e-01,9.328288859875488725e-01,3.603196767694329394e-01,-2.807337973578578616e+00,1.000000000000000000e+00
-6.000000000000000000e+00,4.123406699999999925e-02,3.590988778299231132e-02,8.458644004954631868e-01,9.328285185456531847e-01,3.603206280355346069e-01,-2.662089608503844129e+00,1.000000000000000000e+00
-1.000000000000000000e+00,4.115286499999999681e-02,3.591110090339599825e-02,8.458678080642594299e-01,9.328279117180888758e-01,3.603221990381239581e-01,-2.620882048301999223e+00,1.000000000000000000e+00
4.000000000000000000e+00,3.116874400000000170e-02,3.531483627363368738e-02,8.441979770717193965e-01,9.331272242265034045e-01,3.595463578001325544e-01,2.073046136816842910e+00,1.000000000000000000e+00
9.000000000000000000e+00,3.398992099999999933e-02,3.428522481350820827e-02,8.412667132921023416e-01,9.336372889463993019e-01,3.582197826597767198e-01,1.476519067541044727e-01,1.000000000000000000e+00
1.400000000000000000e+01,3.614769899999999841e-02,3.328659233652184191e-02,8.384096820304939301e-01,9.341310555992849984e-01,3.569302046128423056e-01,-1.430553331739078171e+00,1.000000000000000000e+00
1.900000000000000000e+01,3.446519399999999761e-02,3.231801776557124972e-02,8.356258339715351147e-01,9.346091420444871956e-01,3.556764704149932288e-01,-1.073588117214373971e+00,1.000000000000000000e+00
2.400000000000000000e+01,3.116980199999999993e-02,3.137853816145222408e-02,8.329138299750175056e-01,9.350721625839741868e-01,3.544574033089585297e-01,1.043680807261120752e-01,1.000000000000000000e+00
2.900000000000000000e+01,3.133069000000000132e-02,3.046722350400582480e-02,8.302722802740034602e-01,9.355206954839244693e-01,3.532718900808191065e-01,-4.317332479970882320e-01,1.000000000000000000e+00
3.400000000000000000e+01,2.897216400000000164e-02,2.958318089287453878e-02,8.276997760325617293e-01,9.359552841749699814e-01,3.521188805289361401e-01,3.055084464372685438e-01,1.000000000000000000e+00
3.900000000000000000e+01,2.634845699999999874e-02,2.872555584774480475e-02,8.251949099315378788e-01,9.363764393543702047e-01,3.509973843521222436e-01,1.188549423872403032e+00,1.000000000000000000e+00
4.400000000000000000e+01,2.710479500000000097e-02,2.789353168641672820e-02,8.227562885290798933e-01,9.367846415368208390e-01,3.499064666174807603e-01,3.943683432083636142e-01,1.000000000000000000e+00
4.900000000000000000e+01,2.665974200000000016e-02,2.708632786167095019e-02,8.203825392100734248e-01,9.371803436911774199e-01,3.488452427637312447e-01,2.132929308354750142e-01,1.000000000000000000e+00
5.400000000000000000e+01,2.632692500000000102e-02,2.630319785454682258e-02,8.180723138340685319e-01,9.375639737475823798e-01,3.478128737275873461e-01,-1.186357272658922213e-02,1.000000000000000000e+00
5.900000000000000000e+01,2.625237399999999846e-02,2.554342697007064289e-02,8.158242904580416122e-01,9.379359368753730219e-01,3.468085614827237650e-01,-3.544735149646777717e-01,1.000000000000000000e+00
6.400000000000000000e+01,2.551499000000000128e-02,2.480633021224373791e-02,8.136371739697585426e-01,9.382966175030185152e-01,3.458315450944204894e-01,-3.543298938781316854e-01,1.000000000000000000e+00
6.900000000000000000e+01,2.493275699999999984e-02,2.409125031563455477e-02,8.115096961198348113e-01,9.386463810882067493e-01,3.448810972929842178e-01,-4.207533421827225339e-01,1.000000000000000000e+00
7.400000000000000000e+01,2.512380499999999905e-02,2.339755595695452994e-02,8.094406152298125878e-01,9.389855756625746785e-01,3.439565215221588312e-01,-8.631245215227345557e-01,1.000000000000000000e+00
7.900000000000000000e+01,2.303099600000000149e-02,2.272464014339287131e-02,8.074287157314580243e-01,9.393145331805818898e-01,3.430571494018824774e-01,-1.531779283035650807e-01,1.000000000000000000e+00
8.400000000000000000e+01,2.155405300000000010e-02,2.207191876294364863e-02,8.054728076232774425e-01,9.396335707014594751e-01,3.421823385431008169e-01,2.589328814718242500e-01,1.000000000000000000e+00
8.900000000000000000e+01,2.391284700000000096e-02,2.143882927809839800e-02,8.035717258912334904e-01,9.399429914302679379e-01,3.413314706573643553e-01,-1.237008860950801425e+00,1.000000000000000000e+00
9.400000000000000000e+01,2.277660399999999891e-02,2.082482954417458343e-02,8.017243299187301053e-01,9.402430856404738746e-01,3.405039499114224655e-01,-9.758872279127077665e-01,1.000000000000000000e+00
9.900000000000000000e+01,2.212539300000000014e-02,2.022939673550414041e-02,7.999295029001401991e-01,9.405341314967001765e-01,3.396992014852963093e-01,-9.479981322479298367e-01,1.000000000000000000e+00
1.040000000000000000e+02,2.089129400000000122e-02,1.965202636479848608e-02,7.981861512652616009e-01,9.408163957930943955e-01,3.389166702994875768e-01,-6.196338176007575305e-01,1.000000000000000000e+00
