t_ps,delta_k_exp,delta_k_fit,m_fit,eta_fit,chi2q_fit,residual,is_resolved
-1.600000000000000000e+01,4.092496100000000275e-02,3.659247111342492365e-02,8.476886209849279208e-01,9.324720002137697472e-01,3.612422577956949654e-01,-2.166244943287539471e+00,1.000000000000000000e+00
-1.100000000000000000e+01,4.139774499999999968e-02,3.659267539869767716e-02,8.476891935811585732e-01,9.324718979851870371e-01,3.612425216774776682e-01,-2.402534800651161095e+00,1.000000000000000000e+00
-6.000000000000000000e+00,4.110886300000000243e-02,3.659328483741131066e-02,8.476909013897502287e-01,9.324715929433367023e-01,3.612433090781282941e-01,-2.257789081294345745e+00,1.000000000000000000e+00
-1.000000000000000000e+00,4.102790800000000182e-02,3.659429098530211921e-02,8.476937201433963898e-01,9.324710892159748798e-01,3.612446093388432256e-01,-2.216808507348941415e+00,1.000000000000000000e+00
4.000000000000000000e+00,3.618171299999999729e-02,3.607563889074102970e-02,8.462607763806517802e-01,9.327342263646252185e-01,3.605646446450123666e-01,-5.303705462948379856e-02,1.000000000000000000e+00
9.000000000000000000e+00,3.513934199999999702e-02,3.520406358947392178e-02,8.438188577624948783e-01,9.331715753807637848e-01,3.594312325068365621e-01,3.236079473696237829e-02,1.000000000000000000e+00
1.400000000000000000e+01,3.343314000000000008e-02,3.435717090218098901e-02,8.414371155575079975e-01,9.335959758220396809e-01,3.583274395422341718e-01,4.620154510904944667e-01,1.000000000000000000e+00
1.900000000000000000e+01,3.449193600000000082e-02,3.353435804136195575e-02,8.391146864618899137e-01,9.340078015432199399e-01,3.572526090267236221e-01,-4.787889793190225340e-01,1.000000000000000000e+00
2.400000000000000000e+01,3.245921999999999696e-02,3.273499658603473694e-02,8.368505765410271247e-01,9.344074321026440977e-01,3.562060510874887620e-01,1.378882930173699894e-01,1.000000000000000000e+00
2.900000000000000000e+01,3.315278499999999712e-02,3.195845517961309890e-02,8.346437311948669002e-01,9.347952425374500551e-01,3.551870697665527321e-01,-5.971649101934490833e-01,1.000000000000000000e+00
3.400000000000000000e+01,3.293628800000000106e-02,3.120410971993281546e-02,8.324930682100556423e-01,9.351715990096648445e-01,3.541949751276922687e-01,-8.660891400335928303e-01,1.000000000000000000e+00
3.900000000000000000e+01,3.273942900000000045e-02,3.047134956878105871e-02,8.303974990769795728e-01,9.355368562990095116e-01,3.532290906850205081e-01,-1.134039715609470811e+00,1.000000000000000000e+00
4.400000000000000000e+01,3.044851900000000028e-02,2.975958084189536668e-02,8.283559415425750805e-01,9.358913566365933967e-01,3.522887573751350976e-01,-3.444690790523167734e-01,1.000000000000000000e+00
4.900000000000000000e+01,3.182051699999999955e-02,2.906822786057863817e-02,8.263673265369503307e-01,9.362354293702342956e-01,3.513733353456592323e-01,-1.376144569710680665e+00,1.000000000000000000e+00
5.400000000000000000e+01,2.868011300000000013e-02,2.839673354631955249e-02,8.244306017775823170e-01,9.365693910959048685e-01,3.504822044872549225e-01,-1.416897268402238230e-01,1.000000000000000000e+00
5.900000000000000000e+01,2.768390000000000087e-02,2.774455924553509423e-02,8.225447335046118802e-01,9.368935460291302197e-01,3.496147642891560547e-01,3.032962276754667952e-02,1.000000000000000000e+00
6.400000000000000000e+01,2.814846199999999909e-02,2.711118426521616498e-02,8.207087071958708568e-01,9.372081864872858770e-01,3.487704333529617062e-01,-5.186388673919170023e-01,1.000000000000000000e+00
6.900000000000000000e+01,2.812339999999999979e-02,2.649610527391613179e-02,8.189215277361557854e-01,9.375135934129190662e-01,3.479486487486276869e-01,-8.136473630419339687e-01,1.000000000000000000e+00
7.400000000000000000e+01,2.693491699999999919e-02,2.589883565050857261e-02,8.171822193001807566e-01,9.378100369017575710e-01,3.471488653104370936e-01,-5.180406747457132477e-01,1.000000000000000000e+00
7.900000000000000000e+01,2.714988899999999997e-02,2.531890482349094529e-02,8.154898250890243450e-01,9.380977767173975801e-01,3.463705549233011549e-01,-9.154920882545273253e-01,1.000000000000000000e+00
8.400000000000000000e+01,2.622087999999999849e-02,2.475585762214022045e-02,8.138434069943039084e-01,9.383770627844694179e-01,3.456132058240713456e-01,-7.325111889298889789e-01,1.000000000000000000e+00
8.900000000000000000e+01,2.627215299999999948e-02,2.420925364967346782e-02,8.122420452296696958e-01,9.386481356570870460e-01,3.448763219292890758e-01,-1.031449675163265800e+00,1.000000000000000000e+00
9.400000000000000000e+01,2.612423800000000101e-02,2.367866668281021214e-02,8.106848379508537761e-01,9.389112269618868911e-01,3.441594221940235676e-01,-1.222785658594894409e+00,1.000000000000000000e+00
9.900000000000000000e+01,2.723246799999999926e-02,2.316368409895577796e-02,8.091709008749999876e-01,9.391665598162814987e-01,3.434620400027504905e-01,-2.034391950522110637e+00,1.000000000000000000e+00
1.040000000000000000e+02,2.733297900000000030e-02,2.266390633068621208e-02,8.076993669045929858e-01,9.394143492231371573e-01,3.427837225914757147e-01,-2.334536334656894141e+00,1.000000000000000000e+00
