t_ps,delta_k_exp,delta_k_fit,m_fit,eta_fit,chi2q_fit,residual,is_resolved
-1.600000000000000000e+01,4.092496100000000275e-02,4.111391093577115158e-02,8.393503108669633228e-01,9.340951218054844851e-01,3.570242336581609388e-01,9.447496788557441239e-02,1.000000000000000000e+00
-1.100000000000000000e+01,4.139774499999999968e-02,4.111419719634035880e-02,8.393520487216358239e-01,9.340950982248554801e-01,3.570242953529879637e-01,-1.417739018298204423e-01,1.000000000000000000e+00
-6.000000000000000000e+00,4.110886300000000243e-02,4.111503404532389216e-02,8.393570985973574095e-01,9.340950243255555785e-01,3.570244886982402166e-01,3.085522661944867240e-03,1.000000000000000000e+00
-1.000000000000000000e+00,4.102790800000000182e-02,4.111633482256465966e-02,8.393648931692421211e-01,9.340949005460975618e-01,3.570248125463777455e-01,4.421341128232891826e-02,1.000000000000000000e+00
4.000000000000000000e+00,3.618171299999999729e-02,3.996445183078709690e-02,8.323471311265020489e-01,9.341864799902580563e-01,3.567851182482407180e-01,1.891369415393549858e+00,1.000000000000000000e+00
9.000000000000000000e+00,3.513934199999999702e-02,3.780302949306175997e-02,8.192574090907810413e-01,9.343753921036824783e-01,3.562900877530691401e-01,1.331843746530881445e+00,1.000000000000000000e+00
1.400000000000000000e+01,3.343314000000000008e-02,3.595784478377081483e-02,8.082220637655939122e-01,9.345645974110141641e-01,3.557934980659274160e-01,1.262352391885407377e+00,1.000000000000000000e+00
1.900000000000000000e+01,3.449193600000000082e-02,3.441415755446609881e-02,7.991323270024832670e-01,9.347507453415895284e-01,3.553041571433450119e-01,-3.888922276695100377e-02,1.000000000000000000e+00
2.400000000000000000e+01,3.245921999999999696e-02,3.312090146202555097e-02,7.916582999181720481e-01,9.349337591506542422e-01,3.548223020054213639e-01,3.308407310127770007e-01,1.000000000000000000e+00
2.900000000000000000e+01,3.315278499999999712e-02,3.203482503719443097e-02,7.855204386801727390e-01,9.351136572352515275e-01,3.543479194973671031e-01,-5.589799814027830438e-01,1.000000000000000000e+00
3.400000000000000000e+01,3.293628800000000106e-02,3.111989583589730088e-02,7.804856090837876126e-01,9.352904895349607450e-01,3.538809124344706736e-01,-9.081960820513500510e-01,1.000000000000000000e+00
3.900000000000000000e+01,3.273942900000000045e-02,3.034632176338093734e-02,7.763608017275309692e-01,9.354643135330469317e-01,3.534211625046601024e-01,-1.196553618309531553e+00,1.000000000000000000e+00
4.400000000000000000e+01,3.044851900000000028e-02,2.968953346189968923e-02,7.729866299205730984e-01,9.356351874723328743e-01,3.529685481223681642e-01,-3.794927690501554984e-01,1.000000000000000000e+00
4.900000000000000000e+01,3.182051699999999955e-02,2.912928405927286274e-02,7.702315771794147059e-01,9.358031686437566776e-01,3.525229489782257253e-01,-1.345616470363568462e+00,1.000000000000000000e+00
5.400000000000000000e+01,2.868011300000000013e-02,2.864889164428976662e-02,7.679871503289277257e-01,9.359683129971945181e-01,3.520842471130818385e-01,-1.561067785511675854e-02,1.000000000000000000e+00
5.900000000000000000e+01,2.768390000000000087e-02,2.823461143068503598e-02,7.661638557115324488e-01,9.361306750835594048e-01,3.516523271181342114e-01,2.753557153425175708e-01,1.000000000000000000e+00
6.400000000000000000e+01,2.814846199999999909e-02,2.787511777741989716e-02,7.646878736704223467e-01,9.362903080774608311e-01,3.512270761205826264e-01,-1.366721112900509683e-01,1.000000000000000000e+00
6.900000000000000000e+01,2.812339999999999979e-02,2.756107742501442970e-02,7.634983138587194684e-01,9.364472638179173192e-01,3.508083837195682952e-01,-2.811612874927850170e-01,1.000000000000000000e+00
7.400000000000000000e+01,2.693491699999999919e-02,2.728479802327182790e-02,7.625449508596680026e-01,9.366015928517392730e-01,3.503961419130993127e-01,1.749405116359143419e-01,1.000000000000000000e+00
7.900000000000000000e+01,2.714988899999999997e-02,2.703993869639936126e-02,7.617863562980260461e-01,9.367533444759152950e-01,3.499902450257538211e-01,-5.497515180031935234e-02,1.000000000000000000e+00
8.400000000000000000e+01,2.622087999999999849e-02,2.682127169846139358e-02,7.611883580761290569e-01,9.369025667782318045e-01,3.495905896393105561e-01,3.001958492306975312e-01,1.000000000000000000e+00
8.900000000000000000e+01,2.627215299999999948e-02,2.662448613804185155e-02,7.607227694603226897e-01,9.370493066760604561e-01,3.491970745265694509e-01,1.761665690209260338e-01,1.000000000000000000e+00
9.400000000000000000e+01,2.612423800000000101e-02,2.644602634305642797e-02,7.603663407602677671e-01,9.371936099534000641e-01,3.488096005882209139e-01,1.608941715282134755e-01,1.000000000000000000e+00
9.900000000000000000e+01,2.723246799999999926e-02,2.628295874885784589e-02,7.600998946167465409e-01,9.373355212962949379e-01,3.484280707925281328e-01,-4.747546255710766716e-01,1.000000000000000000e+00
1.040000000000000000e+02,2.733297900000000030e-02,2.613286227338892584e-02,7.599076127404151837e-01,9.374750843267410927e-01,3.480523901175938684e-01,-6.000583633055371902e-01,1.000000000000000000e+00
