t_ps,delta_k_exp,delta_k_fit,m_fit,eta_fit,chi2q_fit,residual,is_resolved
-1.600000000000000000e+01,4.104960400000000342e-02,4.123894728278146293e-02,8.361715803074857289e-01,9.347096640330094797e-01,3.554122169584193469e-01,9.467164139072975493e-02,1.000000000000000000e+00
-1.100000000000000000e+01,4.152382899999999821e-02,4.123928849635135480e-02,8.361736622756603676e-01,9.347096361432197797e-01,3.554122903066376793e-01,-1.422702518243217085e-01,1.000000000000000000e+00
-6.000000000000000000e+00,4.123406699999999925e-02,4.124028766630690596e-02,8.361797224579877730e-01,9.347095485902680023e-01,3.554125205647338248e-01,3.110333153453354038e-03,1.000000000000000000e+00
-1.000000000000000000e+00,4.115286499999999681e-02,4.124184155456023237e-02,8.361890816788246639e-01,9.347094018546421301e-01,3.554129064687115980e-01,4.448827728011778282e-02,1.000000000000000000e+00
4.000000000000000000e+00,3.116874400000000170e-02,3.995338558353306313e-02,8.282962787336085597e-01,9.348106003888237980e-01,3.551466477396156840e-01,4.392320791766530341e+00,1.000000000000000000e+00
9.000000000000000000e+00,3.398992099999999933e-02,3.749628374305984113e-02,8.133243606762400324e-01,9.350219689445788962e-01,3.545897877703234613e-01,1.753181371529920929e+00,1.000000000000000000e+00
1.400000000000000000e+01,3.614769899999999841e-02,3.539038380704831455e-02,8.006432041844695480e-01,9.352343456905815033e-01,3.540292624073747563e-01,-3.786575964758419066e-01,1.000000000000000000e+00
1.900000000000000000e+01,3.446519399999999761e-02,3.362968906735982338e-02,7.901969832886120981e-01,9.354432461555742817e-01,3.534769203525482961e-01,-4.177524663200871125e-01,1.000000000000000000e+00
2.400000000000000000e+01,3.116980199999999993e-02,3.215571633784768818e-02,7.816071784783600318e-01,9.356485844787992834e-01,3.529330338220258989e-01,4.929571689238441135e-01,1.000000000000000000e+00
2.900000000000000000e+01,3.133069000000000132e-02,3.091904126237445330e-02,7.745536178608878330e-01,9.358503733376730693e-01,3.523976145261741855e-01,-2.058243688127739945e-01,1.000000000000000000e+00
3.400000000000000000e+01,2.897216400000000164e-02,2.987842837956561359e-02,7.687688331140279940e-01,9.360486658637822144e-01,3.518705658827311344e-01,4.531321897828059497e-01,1.000000000000000000e+00
3.900000000000000000e+01,2.634845699999999874e-02,2.899973829957572247e-02,7.640310528330629403e-01,9.362435275510219146e-01,3.513517569599146073e-01,1.325640649787861891e+00,1.000000000000000000e+00
4.400000000000000000e+01,2.710479500000000097e-02,2.825479923671598420e-02,7.601569896443515217e-01,9.364350263538612218e-01,3.508410486497315350e-01,5.750021183579916428e-01,1.000000000000000000e+00
4.900000000000000000e+01,2.665974200000000016e-02,2.762039182359273676e-02,7.569953487672180792e-01,9.366232296395334833e-01,3.503383017878713979e-01,4.803249117963682702e-01,1.000000000000000000e+00
5.400000000000000000e+01,2.632692500000000102e-02,2.707738590084107083e-02,7.544213000197556029e-01,9.368082033239758522e-01,3.498433795070364782e-01,3.752304504205348779e-01,1.000000000000000000e+00
5.900000000000000000e+01,2.625237399999999846e-02,2.661002161116857861e-02,7.523318653862940408e-01,9.369900116640966781e-01,3.493561478516099550e-01,1.788238055842900631e-01,1.000000000000000000e+00
6.400000000000000000e+01,2.551499000000000128e-02,2.620531511936992353e-02,7.506420986998160183e-01,9.371687172418391443e-01,3.488764758812004652e-01,3.451625596849611233e-01,1.000000000000000000e+00
6.900000000000000000e+01,2.493275699999999984e-02,2.585256865354852718e-02,7.492819297288725311e-01,9.373443810021659939e-01,3.484042356281942809e-01,4.599058267742636708e-01,1.000000000000000000e+00
7.400000000000000000e+01,2.512380499999999905e-02,2.554296692961362941e-02,7.481935595757143176e-01,9.375170623045412377e-01,3.479393020166922645e-01,2.095809648068151787e-01,1.000000000000000000e+00
7.900000000000000000e+01,2.303099600000000149e-02,2.526924483306321190e-02,7.473293118008935698e-01,9.376868189762336270e-01,3.474815527740027776e-01,1.119124416531605215e+00,1.000000000000000000e+00
8.400000000000000000e+01,2.155405300000000010e-02,2.502541380198431212e-02,7.466498597503262724e-01,9.378537073642113642e-01,3.470308683434430441e-01,1.735680400992156036e+00,1.000000000000000000e+00
8.900000000000000000e+01,2.391284700000000096e-02,2.480653654550311199e-02,7.461227642871365306e-01,9.380177823848413476e-01,3.465871318006836233e-01,4.468447727515554857e-01,1.000000000000000000e+00
9.400000000000000000e+01,2.277660399999999891e-02,2.460854155657951625e-02,7.457212675941213842e-01,9.381790975713085734e-01,3.461502287739892658e-01,9.159687782897586450e-01,1.000000000000000000e+00
9.900000000000000000e+01,2.212539300000000014e-02,2.442807038619616150e-02,7.454232982102640959e-01,9.383377051188608320e-01,3.457200473681989461e-01,1.151338693098080679e+00,1.000000000000000000e+00
1.040000000000000000e+02,2.089129400000000122e-02,2.426235188910761884e-02,7.452106503113621327e-01,9.384936559280181445e-01,3.452964780921790600e-01,1.685528944553808861e+00,1.000000000000000000e+00
