t_ps,delta_k_exp,delta_k_fit,m_fit,eta_fit,chi2q_fit,residual,is_resolved
-1.100000000000000000e+01,3.356599200000000283e-02,3.367360336509594293e-02,8.305128950059161852e-01,9.357978843725645035e-01,3.525369762221156056e-01,5.380568254797005179e-02,1.000000000000000000e+00
-6.000000000000000000e+00,3.380656199999999834e-02,3.367404328068835523e-02,8.305156036635934491e-01,9.357978489128476740e-01,3.525370703487606949e-01,-6.625935965582155363e-02,1.000000000000000000e+00
-1.000000000000000000e+00,3.365042800000000306e-02,3.367533535421573382e-02,8.305235122813053872e-01,9.357977372554099338e-01,3.525373667395483857e-01,1.245367710786537963e-02,1.000000000000000000e+00
4.000000000000000000e+00,3.069150400000000140e-02,3.215362992811689885e-02,8.211106081823938974e-01,9.359147159078651246e-01,3.522266948246541851e-01,7.310629640584487277e-01,1.000000000000000000e+00
9.000000000000000000e+00,2.772133099999999836e-02,2.918426187966412233e-02,8.028193063994352174e-01,9.361631040555606909e-01,3.515659861321306368e-01,7.314654398320619144e-01,1.000000000000000000e+00
1.400000000000000000e+01,2.340437500000000157e-02,2.662233348732778032e-02,7.872039641548094213e-01,9.364139914633152761e-01,3.508971880647409614e-01,1.608979243663889447e+00,1.000000000000000000e+00
1.900000000000000000e+01,2.630221799999999874e-02,2.448303878513494181e-02,7.743410821034665270e-01,9.366606569982567354e-01,3.502382241155211351e-01,-9.095896074325284797e-01,1.000000000000000000e+00
2.400000000000000000e+01,2.215985999999999997e-02,2.269450479999191722e-02,7.637638836318045854e-01,9.369030182705123666e-01,3.495893796378888863e-01,2.673223999959586372e-01,1.000000000000000000e+00
2.900000000000000000e+01,2.380476899999999993e-02,2.119633142929464031e-02,7.550794747799575157e-01,9.371410846916505832e-01,3.489506947735689923e-01,-1.304218785352679877e+00,1.000000000000000000e+00
3.400000000000000000e+01,1.860667800000000149e-02,1.993812249059295078e-02,7.479594582421908999e-01,9.373749142912231047e-01,3.483220780506486314e-01,6.657222452964746129e-01,1.000000000000000000e+00
3.900000000000000000e+01,1.784427499999999972e-02,1.887809042558831474e-02,7.421310233085350871e-01,9.376045850999494835e-01,3.477033822089620196e-01,5.169077127941574812e-01,1.000000000000000000e+00
4.400000000000000000e+01,1.966926499999999828e-02,1.798171320859905803e-02,7.373683635871098874e-01,9.378301814686956783e-01,3.470944406446080377e-01,-8.437758957004700688e-01,1.000000000000000000e+00
4.900000000000000000e+01,2.439329000000000150e-02,1.722052253493629517e-02,7.334849204240300180e-01,9.380517885302500636e-01,3.464950822669769503e-01,-3.586383732531853052e+00,1.000000000000000000e+00
5.400000000000000000e+01,1.819083100000000106e-02,1.657106090573255697e-02,7.303266929593910106e-01,9.382694901462570458e-01,3.459051370833959860e-01,-8.098850471337220025e-01,1.000000000000000000e+00
