t_ps,delta_k_exp,delta_k_fit,m_fit,eta_fit,chi2q_fit,residual,is_resolved
-1.600000000000000000e+01,3.498277600000000015e-02,3.563850363270205934e-02,8.454096237109849366e-01,9.329172194004059504e-01,3.600909076139175991e-01,3.278638163510295689e-01,1.000000000000000000e+00
-1.100000000000000000e+01,3.538691399999999848e-02,3.563910080843084305e-02,8.454105911429913300e-01,9.329171278796986044e-01,3.600911447240741636e-01,1.260934042154222834e-01,1.000000000000000000e+00
-6.000000000000000000e+00,3.513997700000000279e-02,3.563974491749831441e-02,8.454134711715968198e-01,9.329168537745308187e-01,3.600918548696023791e-01,2.498839587491558101e-01,1.000000000000000000e+00
-1.000000000000000000e+00,3.507077599999999795e-02,3.564080336738920107e-02,8.454182040177020685e-01,9.329164003268455296e-01,3.600930296481741899e-01,2.850136836946015606e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.159466800000000089e-02,3.481807884705789835e-02,8.423627661793162691e-01,9.333697683605488571e-01,3.589162513882246941e-01,6.611705423528948522e+00,1.000000000000000000e+00
9.000000000000000000e+00,3.000561599999999884e-02,3.374570207734106653e-02,8.386238058737952583e-01,9.340027981511541677e-01,3.572656897125923159e-01,1.870043038670533786e+00,1.000000000000000000e+00
1.400000000000000000e+01,2.822585600000000056e-02,3.270734050146681393e-02,8.349421994034933459e-01,9.346079939122264868e-01,3.556794873412910118e-01,2.240742250733406493e+00,1.000000000000000000e+00
1.900000000000000000e+01,2.722820800000000027e-02,3.170079999531411064e-02,8.313185478015215901e-01,9.351879279850647819e-01,3.541518591663769810e-01,2.236295997657055334e+00,1.000000000000000000e+00
2.400000000000000000e+01,2.408132500000000065e-02,3.072418156226619512e-02,8.277533837809097905e-01,9.357448070181971778e-01,3.526778361883220470e-01,3.321428281133097293e+00,1.000000000000000000e+00
2.900000000000000000e+01,2.747238499999999847e-02,2.977584547964513828e-02,8.242471737356201755e-01,9.362805185179289280e-01,3.512531717206238691e-01,1.151730239822569946e+00,1.000000000000000000e+00
3.400000000000000000e+01,2.845006900000000144e-02,2.885437276192152900e-02,8.208003211857624049e-01,9.367966787435914044e-01,3.498742383985656290e-01,2.021518809607637801e-01,1.000000000000000000e+00
3.900000000000000000e+01,2.634558799999999965e-02,2.795852928454786723e-02,8.174131704404971055e-01,9.372946768424686992e-01,3.485379301636654659e-01,8.064706422739337244e-01,1.000000000000000000e+00
4.400000000000000000e+01,2.052218700000000076e-02,2.708723434799838181e-02,8.140860099178608422e-01,9.377757132621962199e-01,3.472415752982052073e-01,3.282523673999190539e+00,1.000000000000000000e+00
4.900000000000000000e+01,2.331373399999999915e-02,2.623953409435081374e-02,8.108190750208191799e-01,9.382408320920255784e-01,3.459828622854946301e-01,1.462900047175407225e+00,1.000000000000000000e+00
5.400000000000000000e+01,2.147578899999999860e-02,2.541457947638153803e-02,8.076125506329236980e-01,9.386909477968637949e-01,3.447597779965428377e-01,1.969395238190769781e+00,1.000000000000000000e+00
5.900000000000000000e+01,1.530577200000000047e-02,2.461160819805378874e-02,8.044665733296459953e-01,9.391268671084318509e-01,3.435705567639661950e-01,3.805804099026893539e+00,0.000000000000000000e+00
6.400000000000000000e+01,2.054190100000000130e-02,2.382992999058301808e-02,8.013812333886395356e-01,9.395493068769152911e-01,3.424136386698229950e-01,1.644014495291508338e+00,1.000000000000000000e+00
6.900000000000000000e+01,1.741751100000000010e-02,2.306891463367199968e-02,7.983565766594099555e-01,9.399589086144315431e-01,3.412876354577861759e-01,2.825701816835999747e+00,1.000000000000000000e+00
7.400000000000000000e+01,1.789720499999999936e-02,2.232798221194567945e-02,7.953926063331087093e-01,9.403562503542376438e-01,3.401913026808863205e-01,2.215388605972839819e+00,1.000000000000000000e+00
7.900000000000000000e+01,1.729575800000000135e-02,2.160659518166060944e-02,7.924892846386702994e-01,9.407418563410668844e-01,3.391235169196666899e-01,2.155418590830303849e+00,1.000000000000000000e+00
8.400000000000000000e+01,1.895899499999999932e-02,2.090425190023185997e-02,7.896465344817046317e-01,9.411162049713167610e-01,3.380832571133720044e-01,9.726284501159303542e-01,1.000000000000000000e+00
8.900000000000000000e+01,2.356499999999999914e-02,2.022015126013719521e-02,7.868642410360505712e-01,9.414797353204771291e-01,3.370695892258516735e-01,-1.672424369931401866e+00,1.000000000000000000e+00
