t_ps,delta_k_exp,delta_k_fit,m_fit,eta_fit,chi2q_fit,residual,is_resolved
-1.600000000000000000e+01,4.074300899999999670e-02,3.776040580947155612e-02,8.522358859605476678e-01,9.315800763093508019e-01,3.635361899776473060e-01,-1.491301595264220348e+00,1.000000000000000000e+00
-1.100000000000000000e+01,4.121369099999999674e-02,3.776087627134851188e-02,8.522362516002243149e-01,9.315800412381335383e-01,3.635362798494221059e-01,-1.726407364325742488e+00,1.000000000000000000e+00
-6.000000000000000000e+00,4.092609299999999672e-02,3.776112196851656722e-02,8.522373391941509002e-01,9.315799362764268787e-01,3.635365488189713501e-01,-1.582485515741714810e+00,1.000000000000000000e+00
-1.000000000000000000e+00,4.084549800000000092e-02,3.776152500399848622e-02,8.522391254185520681e-01,9.315797627233639577e-01,3.635369935567505650e-01,-1.541986498000757377e+00,1.000000000000000000e+00
4.000000000000000000e+00,4.011164600000000080e-02,3.729346841897807074e-02,8.502792445072788752e-01,9.317986697235973725e-01,3.629755351278295961e-01,-1.409088790510965028e+00,1.000000000000000000e+00
9.000000000000000000e+00,3.731283500000000253e-02,3.672075077757844253e-02,8.478989565032462039e-01,9.320703296173922237e-01,3.622773808105133608e-01,-2.960421112107800012e-01,1.000000000000000000e+00
1.400000000000000000e+01,3.648607400000000028e-02,3.616360724563803808e-02,8.455831706606039555e-01,9.323354494695859085e-01,3.615945376555695367e-01,-1.612333771809811023e-01,1.000000000000000000e+00
1.900000000000000000e+01,3.665752700000000225e-02,3.562174863914982503e-02,8.433309963420640987e-01,9.325941493368111734e-01,3.609267967645924946e-01,-5.178891804250885800e-01,1.000000000000000000e+00
2.400000000000000000e+01,3.462615599999999821e-02,3.509485048307955934e-02,8.411413916444858696e-01,9.328465680204801602e-01,3.602738965459635345e-01,2.343472415397805653e-01,1.000000000000000000e+00
2.900000000000000000e+01,3.494170299999999757e-02,3.458257360835385874e-02,8.390132383021753348e-01,9.330928520299652806e-01,3.596355509270257600e-01,-1.795646958230694146e-01,1.000000000000000000e+00
3.400000000000000000e+01,3.313903499999999724e-02,3.408457635128081531e-02,8.369453881279091956e-01,9.333331490314168422e-01,3.590114662780271026e-01,4.727706756404090327e-01,1.000000000000000000e+00
3.900000000000000000e+01,3.381598000000000243e-02,3.360052066629290457e-02,8.349366871113054200e-01,9.335676046240606318e-01,3.584013498809588971e-01,-1.077296668535489277e-01,1.000000000000000000e+00
4.400000000000000000e+01,3.320166499999999826e-02,3.313007484710339678e-02,8.329859868392373023e-01,9.337963609456247926e-01,3.578049137235380095e-01,-3.579507644830073887e-02,1.000000000000000000e+00
4.900000000000000000e+01,3.289055800000000029e-02,3.267291460602260444e-02,8.310921496819276832e-01,9.340195561530302282e-01,3.572218760430224127e-01,-1.088216969886979246e-01,1.000000000000000000e+00
5.400000000000000000e+01,3.244076700000000230e-02,3.222872341068316882e-02,8.292540511061027297e-01,9.342373242938110112e-01,3.566519618568507188e-01,-1.060217946584167403e-01,1.000000000000000000e+00
5.900000000000000000e+01,3.164210900000000160e-02,3.179719249763834910e-02,8.274705807015780845e-01,9.344497953443750005e-01,3.560949030537444715e-01,7.754174881917375028e-02,1.000000000000000000e+00
6.400000000000000000e+01,3.111267100000000146e-02,3.137802075011802971e-02,8.257406426374294117e-01,9.346570953160439066e-01,3.555504383000751001e-01,1.326748750590141246e-01,1.000000000000000000e+00
6.900000000000000000e+01,3.191779599999999828e-02,3.097091452172440196e-02,8.240631558642755872e-01,9.348593463860500608e-01,3.550183128722337877e-01,-4.734407391377981611e-01,1.000000000000000000e+00
7.400000000000000000e+01,3.183153300000000213e-02,3.057558744130323136e-02,8.224370542012190421e-01,9.350566670352731258e-01,3.544982784625142491e-01,-6.279727793483853571e-01,1.000000000000000000e+00
7.900000000000000000e+01,3.161939999999999890e-02,3.019176021397051990e-02,8.208612863678195204e-01,9.352491721851339257e-01,3.539900929786337080e-01,-7.138198930147394705e-01,1.000000000000000000e+00
8.400000000000000000e+01,3.131637000000000309e-02,2.981916042453268412e-02,8.193348159874066505e-01,9.354369733306022727e-01,3.534935203452561070e-01,-7.486047877336594603e-01,1.000000000000000000e+00
8.900000000000000000e+01,3.111153800000000108e-02,2.945752234578573325e-02,8.178566215732805400e-01,9.356201786682162291e-01,3.530083303108514925e-01,-8.270078271071339415e-01,1.000000000000000000e+00
9.400000000000000000e+01,3.182448400000000011e-02,2.910658675258641359e-02,8.164256965029572655e-01,9.357988932188116005e-01,3.525342982611016085e-01,-1.358948623706793146e+00,1.000000000000000000e+00
9.900000000000000000e+01,3.116922100000000043e-02,2.876610074190569244e-02,8.150410489828517902e-01,9.359732189450057360e-01,3.520712050391572867e-01,-1.201560129047154035e+00,1.000000000000000000e+00
1.040000000000000000e+02,3.067336999999999841e-02,2.843546022407467122e-02,8.137017020045828053e-01,9.361432548636062778e-01,3.516188367726806319e-01,-1.118954887962663625e+00,1.000000000000000000e+00
