t_ps,delta_k_exp,delta_k_fit,m_fit,eta_fit,chi2q_fit,residual,is_resolved
-1.600000000000000000e+01,4.092496100000000275e-02,3.663920909354942412e-02,8.486350155689482699e-01,9.322867627327259266e-01,3.617200464908381097e-01,-2.142875953225289454e+00,1.000000000000000000e+00
-1.100000000000000000e+01,4.139774499999999968e-02,3.663974690904141240e-02,8.486356994586663482e-01,9.322866976105552705e-01,3.617202143347880705e-01,-2.378999045479293528e+00,1.000000000000000000e+00
-6.000000000000000000e+00,4.110886300000000243e-02,3.664020423530847670e-02,8.486377345859626997e-01,9.322865026362887608e-01,3.617207168551410668e-01,-2.234329382345762838e+00,1.000000000000000000e+00
-1.000000000000000000e+00,4.102790800000000182e-02,3.664095525397996489e-02,8.486410780421544953e-01,9.322861801669397597e-01,3.617215479754229968e-01,-2.193476373010018410e+00,1.000000000000000000e+00
4.000000000000000000e+00,3.618171299999999729e-02,3.596280752215288978e-02,8.459294998216678740e-01,9.326265525273103041e-01,3.608430594053655960e-01,-1.094527389235537551e-01,1.000000000000000000e+00
9.000000000000000000e+00,3.513934199999999702e-02,3.510655382360032550e-02,8.425691160358774745e-01,9.330684999772222987e-01,3.596987272013293935e-01,-1.639408819983576016e-02,1.000000000000000000e+00
1.400000000000000000e+01,3.343314000000000008e-02,3.427239758675142134e-02,8.392811707026869295e-01,9.334985318486450634e-01,3.585812195813163350e-01,4.196287933757106292e-01,1.000000000000000000e+00
1.900000000000000000e+01,3.449193600000000082e-02,3.345989460438442142e-02,8.360652347296722020e-01,9.339169760973194956e-01,3.574899743450699052e-01,-5.160206978077896967e-01,1.000000000000000000e+00
2.400000000000000000e+01,3.245921999999999696e-02,3.266858617251197638e-02,8.329207864432187636e-01,9.343241652155377386e-01,3.564244019343912329e-01,1.046830862559897102e-01,1.000000000000000000e+00
2.900000000000000000e+01,3.315278499999999712e-02,3.189800975794881976e-02,8.298472380740385956e-01,9.347204290755615208e-01,3.553839043468318692e-01,-6.273876210255886487e-01,1.000000000000000000e+00
3.400000000000000000e+01,3.293628800000000106e-02,3.114770579338085876e-02,8.268439557025792919e-01,9.351060903697063775e-01,3.543678875878605306e-01,-8.942911033095711781e-01,1.000000000000000000e+00
3.900000000000000000e+01,3.273942900000000045e-02,3.041722165315094428e-02,8.239102724428069013e-01,9.354814621620319848e-01,3.533757687663187652e-01,-1.161103673424528138e+00,1.000000000000000000e+00
4.400000000000000000e+01,3.044851900000000028e-02,2.970611372153066088e-02,8.210454966517151121e-01,9.358468468089359282e-01,3.524069796666520760e-01,-3.712026392346696735e-01,1.000000000000000000e+00
4.900000000000000000e+01,3.182051699999999955e-02,2.901394832910489385e-02,8.182489169966828957e-01,9.362025356615840677e-01,3.514609682750282627e-01,-1.403284335447552822e+00,1.000000000000000000e+00
5.400000000000000000e+01,2.868011300000000013e-02,2.834030206637426497e-02,8.155198056835853970e-01,9.365488091795091119e-01,3.505371992020866467e-01,-1.699054668128675838e-01,1.000000000000000000e+00
5.900000000000000000e+01,2.768390000000000087e-02,2.768476177167723817e-02,8.128574206470488006e-01,9.368859372452685852e-01,3.496351535415949674e-01,4.308858386186525946e-04,1.000000000000000000e+00
6.400000000000000000e+01,2.814846199999999909e-02,2.704692435651889770e-02,8.102610071620994781e-01,9.372141795679270748e-01,3.487543284560312706e-01,-5.507688217405506403e-01,1.000000000000000000e+00
6.900000000000000000e+01,2.812339999999999979e-02,2.642639655489836814e-02,8.077297991313637793e-01,9.375337861175578880e-01,3.478942366410763265e-01,-8.485017225508157956e-01,1.000000000000000000e+00
7.400000000000000000e+01,2.693491699999999919e-02,2.582279464155103066e-02,8.052630201858088643e-01,9.378449975619514989e-01,3.470544057464522991e-01,-5.560611792244842810e-01,1.000000000000000000e+00
7.900000000000000000e+01,2.714988899999999997e-02,2.523574414189007353e-02,8.028598846731080929e-01,9.381480456917751232e-01,3.462343777915518617e-01,-9.570724290549631474e-01,1.000000000000000000e+00
8.400000000000000000e+01,2.622087999999999849e-02,2.466487954489227086e-02,8.005195985732653785e-01,9.384431538280927354e-01,3.454337085942578156e-01,-7.780002275538637768e-01,1.000000000000000000e+00
8.900000000000000000e+01,2.627215299999999948e-02,2.410984402417137851e-02,7.982413603625467813e-01,9.387305372100259726e-01,3.446519672211027507e-01,-1.081154487914310458e+00,1.000000000000000000e+00
9.400000000000000000e+01,2.612423800000000101e-02,2.357028916944997610e-02,7.960243618369724494e-01,9.390104033622107549e-01,3.438887354618324621e-01,-1.276974415275012431e+00,1.000000000000000000e+00
9.900000000000000000e+01,2.723246799999999926e-02,2.304587472923258495e-02,7.938677889019111200e-01,9.392829524425360121e-01,3.431436073291074806e-01,-2.093296635383707027e+00,1.000000000000000000e+00
1.040000000000000000e+02,2.733297900000000030e-02,2.253593037105326713e-02,7.917708223313163485e-01,9.395483775710689045e-01,3.424161885828008733e-01,-2.398524314473366559e+00,1.000000000000000000e+00
