t_ps,delta_k_exp,delta_k_fit,m_fit,eta_fit,chi2q_fit,residual,is_resolved
-1.100000000000000000e+01,3.356599200000000283e-02,3.517425907988344647e-02,8.439095923113850706e-01,9.332096076928652062e-01,3.593324757237071343e-01,8.041335399417217644e-01,1.000000000000000000e+00
-6.000000000000000000e+00,3.380656199999999834e-02,3.517488354871213529e-02,8.439106911099969466e-01,9.332095040621447568e-01,3.593327448592540940e-01,6.841607743560684796e-01,1.000000000000000000e+00
-1.000000000000000000e+00,3.365042800000000306e-02,3.517560961028602662e-02,8.439139596361128204e-01,9.332091939359683508e-01,3.593335502752008637e-01,7.625908051430118073e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.069150400000000140e-02,3.413745394246625597e-02,8.407259468270232849e-01,9.338913293014616812e-01,3.575569675667764069e-01,1.722974971233127262e+00,1.000000000000000000e+00
9.000000000000000000e+00,2.772133099999999836e-02,3.250592559266743398e-02,8.367592800845382595e-01,9.351336402499011990e-01,3.542951804258255843e-01,2.392297296333717682e+00,1.000000000000000000e+00
1.400000000000000000e+01,2.340437500000000157e-02,3.102606017608555700e-02,8.328862353697735754e-01,9.362157425090503748e-01,3.514257865869086506e-01,3.810842588042777646e+00,1.000000000000000000e+00
1.900000000000000000e+01,2.630221799999999874e-02,2.967051208861717915e-02,8.291052120135491421e-01,9.371703548119323379e-01,3.488720769303224056e-01,1.684147044308590191e+00,1.000000000000000000e+00
2.400000000000000000e+01,2.215985999999999997e-02,2.841793265460698659e-02,8.254145098234856315e-01,9.380225580597875146e-01,3.465742064421017954e-01,3.129036327303493348e+00,1.000000000000000000e+00
2.900000000000000000e+01,2.380476899999999993e-02,2.725161314971863424e-02,8.218123909257993853e-01,9.387916670691826004e-01,3.444854218126872647e-01,1.723422074859317199e+00,1.000000000000000000e+00
3.400000000000000000e+01,1.860667800000000149e-02,2.615753576936573344e-02,8.182906364268287547e-01,9.394926517732250515e-01,3.425690547380392803e-01,3.775428884682865860e+00,1.000000000000000000e+00
3.900000000000000000e+01,1.784427499999999972e-02,2.512178951945713556e-02,8.148212737559807906e-01,9.401371949129952998e-01,3.407962070521393660e-01,3.638757259728568005e+00,1.000000000000000000e+00
4.400000000000000000e+01,1.966926499999999828e-02,2.413606925796056568e-02,8.114020533588099937e-01,9.407344783993691895e-01,3.391439829197428479e-01,2.233402128980283674e+00,1.000000000000000000e+00
4.900000000000000000e+01,2.439329000000000150e-02,2.319410183285136595e-02,8.080337957374518210e-01,9.412917693904084837e-01,3.375941422446099849e-01,-5.995940835743177599e-01,1.000000000000000000e+00
5.400000000000000000e+01,1.819083100000000106e-02,2.229052535158999870e-02,8.047172537547648830e-01,9.418148593079457287e-01,3.361320734276251887e-01,2.049847175794998755e+00,1.000000000000000000e+00
