dataset_name,path,fluence_ratio,n_points,rms,wrms,dt_local_ps,A_obs,B_obs,wall_time_sec,avg_wall_time_sec
deltak12k_1p0mW.csv,deltak12k_1p0mW.csv,1.0,22,0.01862660960418006,0.931330480209003,0.0,0.019999999999999993,0.009999999999999948,2.9173998000333086,2.9081716039963066
deltak12k_2p0mW.csv,deltak12k_2p0mW.csv,2.0,22,0.015849527002982818,0.7924763501491409,0.0,0.019999999999999993,0.009999999999999948,2.7837739000096917,2.8793452279921623
deltak12k_2p5mW.csv,deltak12k_2p5mW.csv,2.5,22,0.013518256322431015,0.6759128161215507,0.0,0.019999999999999993,0.009999999999999948,2.770127500058152,2.880214016013779
