t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,chi2q_fit,residual
-1.000000000000000000e+00,4.102790780000000609e-02,3.790004249692111027e-02,4.775087773799896240e+00,4.775087773799896240e+00,4.775087773799896240e+00,8.256275280536660155e-01,9.367314444138453711e-01,3.500488552278823717e-01,-1.563932651539447771e-01
4.000000000000000000e+00,3.618171260000000583e-02,3.766530980365843939e-02,2.888909226688774652e+02,7.128920186574636553e+00,2.427437772740871935e+01,8.196944851151047873e-01,9.368140041721768618e-01,3.498278456425282235e-01,7.417986018292167805e-02
9.000000000000000000e+00,3.513934160000000556e-02,3.674452803211418483e-02,1.573749054469176940e+02,9.182940405910132498e+00,2.831913791863826546e+01,7.963632082925260480e-01,9.371396891158070286e-01,3.489544427055321085e-01,8.025932160570896368e-02
1.400000000000000000e+01,3.343314040000000542e-02,3.552151459164797770e-02,4.895212802564569898e+01,1.001435030193255571e+01,2.905124002791923132e+01,7.653658383651391617e-01,9.376000353530902220e-01,3.477156506484629372e-01,1.044187095823986139e-01
1.900000000000000000e+01,3.449193550000000108e-02,3.433701633591130370e-02,1.728158508062020005e+01,1.015875686053389515e+01,2.832232235711894575e+01,7.355236173053941728e-01,9.381120045590969347e-01,3.463320183034090394e-01,-7.745958204434869043e-03
2.400000000000000000e+01,3.245922019999999963e-02,3.329617267749703652e-02,1.710479223278236560e+01,1.022619433047917958e+01,2.744725885191607162e+01,7.095040229778647456e-01,9.386316525714059056e-01,3.449211805486457894e-01,4.184762387485184421e-02
2.900000000000000000e+01,3.315278450000000432e-02,3.238348781610007193e-02,1.700768861288423039e+01,1.028668672684700702e+01,2.658291725335908851e+01,6.869003548220072863e-01,9.391563477266006155e-01,3.434899627715961024e-01,-3.846483419499661938e-02
3.400000000000000000e+01,3.293628800000000106e-02,3.158094565269023435e-02,1.686666977861770178e+01,1.034072272388400648e+01,2.572834343916449384e+01,6.672451031310693281e-01,9.396860512427235301e-01,3.420381924578855259e-01,-6.776711736548833576e-02
3.900000000000000000e+01,3.273942870000000338e-02,3.087328735670375607e-02,1.668688654194727761e+01,1.038860215594293734e+01,2.488225587094341407e+01,6.501404475812100348e-01,9.402204751417252426e-01,3.405663784407798600e-01,-9.330706716481236562e-02
4.400000000000000000e+01,3.044851920000000295e-02,3.024761063708361619e-02,1.647310888145117502e+01,1.043058569740638575e+01,2.404343164744381767e+01,6.352479611783999891e-01,9.407590227499281754e-01,3.390758928537976891e-01,-1.004542814581933785e-02
4.900000000000000000e+01,3.182051730000000356e-02,2.969302132601818467e-02,1.622958925329727364e+01,1.046689956805390054e+01,2.321072047515049164e+01,6.222796980495234331e-01,9.413007559011697944e-01,3.375690846921358679e-01,-1.063747986990909444e-01
5.400000000000000000e+01,2.868011300000000360e-02,2.920033519159697527e-02,1.596007791039650137e+01,1.049774007694036193e+01,2.238307019919505692e+01,6.109906208529037874e-01,9.418443882521175814e-01,3.360493242338012387e-01,2.601110957984858335e-02
5.900000000000000000e+01,2.768390020000000354e-02,2.876182146881428592e-02,1.566786834395970374e+01,1.052327804162961655e+01,2.155956005052087932e+01,6.011721604961485221e-01,9.423883063599629573e-01,3.345209709958414934e-01,5.389606344071411898e-02
6.400000000000000000e+01,2.814846210000000043e-02,2.837098119818122488e-02,1.535586533359679073e+01,1.054366307695473637e+01,2.073945565950880265e+01,5.926467333554883421e-01,9.429306175249645428e-01,3.329892648930128929e-01,1.112595490906122253e-02
6.900000000000000000e+01,2.812339970000000272e-02,2.802235485508224044e-02,1.502667158683608761e+01,1.055902783014899349e+01,1.992228478996057106e+01,5.852630680966659504e-01,9.434692207935158059e-01,3.314601475521243290e-01,-5.052242245888113881e-03
7.400000000000000000e+01,2.693491679999999999e-02,2.771135492642153031e-02,1.468269402994029349e+01,1.056949230899163084e+01,1.910795062685798840e+01,5.788922162720618880e-01,9.440018953034666760e-01,3.299400273738589129e-01,3.882190632107651584e-02
7.900000000000000000e+01,2.714988869999999943e-02,2.743412003375196584e-02,1.432627160622295470e+01,1.057516852441520250e+01,1.829689117705909851e+01,5.734241388379913706e-01,9.445263986203813467e-01,3.284355070774359064e-01,1.421156668759832042e-02
8.400000000000000000e+01,2.622088040000000383e-02,2.718738791245571551e-02,1.395983047206341787e+01,1.057616574867691916e+01,1.749029914001041419e+01,5.687647752292694925e-01,9.450405670335031427e-01,3.269530955060599986e-01,4.832537562278558380e-02
8.900000000000000000e+01,2.627215250000000321e-02,2.696838504586600987e-02,1.358607238073417633e+01,1.057259676376089530e+01,1.669041582504735999e+01,5.648335131878545745e-01,9.455424099858255049e-01,3.254989261398525402e-01,3.481162729330033317e-02
9.400000000000000000e+01,2.612423770000000395e-02,2.677473105198462100e-02,1.320819861342058665e+01,1.056458552218912850e+01,1.590090276551791426e+01,5.615609867893488483e-01,9.460301917989318854e-01,3.240785031514372139e-01,3.252466759923085260e-02
9.900000000000000000e+01,2.723246790000000486e-02,2.660435608277143815e-02,1.283016055879918405e+01,1.055227660309719795e+01,1.512726983426576943e+01,5.588871379563205011e-01,9.465024954090289766e-01,3.226964923647002714e-01,-3.140559086142833550e-02
1.040000000000000000e+02,2.733297930000000084e-02,2.645542960672826738e-02,1.245690233392305579e+01,1.053584660476447077e+01,1.437728494044121064e+01,5.567594847617485243e-01,9.469582646851160135e-01,3.213565697858902226e-01,-4.387748466358667304e-02
