t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,chi2q_fit,residual
-1.000000000000000000e+00,4.115286499999999681e-02,3.642928480380377976e-02,4.897829234600067139e+00,4.897829234600067139e+00,4.897829234600067139e+00,8.206570849183367766e-01,9.376756094969236344e-01,3.475118003098208730e-01,-2.361790098098108526e-01
4.000000000000000000e+00,3.116874400000000170e-02,3.625229734397700243e-02,3.343963578776803729e+02,7.532019635835268900e+00,2.515328844927727658e+01,8.139713640331683875e-01,9.377661842208674381e-01,3.472673087577265449e-01,2.541776671988500436e-01
9.000000000000000000e+00,3.398992099999999933e-02,3.553411725640547719e-02,2.018263949450538917e+02,9.967623499349517857e+00,2.969903226921074335e+01,7.867454618645828290e-01,9.381330256474738061e-01,3.462750730120726095e-01,7.720981282027389314e-02
1.400000000000000000e+01,3.614769899999999841e-02,3.447920299110642656e-02,8.752137550215037720e+01,1.114231400425099849e+01,3.095312063541571845e+01,7.484549026446589703e-01,9.390051247371559162e-01,3.439031487459197067e-01,-8.342480044467859290e-02
1.900000000000000000e+01,3.446519399999999761e-02,3.314502064272157461e-02,2.230748311730923561e+01,1.145759008850028948e+01,3.052329096185771107e+01,7.092649299441103894e-01,9.418274833758195630e-01,3.360966997129997691e-01,-6.600866786392114993e-02
2.400000000000000000e+01,3.116980199999999993e-02,3.181826015033045740e-02,1.910519328207826817e+01,1.153663179206757938e+01,2.963246689150487612e+01,6.745331781278258720e-01,9.455867208562712678e-01,3.253701789351386986e-01,3.242290751652287389e-02
2.900000000000000000e+01,3.133069000000000132e-02,3.059328874769804557e-02,1.907643187326617706e+01,1.160406419075899187e+01,2.874497398066140974e+01,6.443705978969527237e-01,9.495857168839439977e-01,3.135075219033927052e-01,-3.687006261509778726e-02
3.400000000000000000e+01,2.897216400000000164e-02,2.946726415599282972e-02,1.899503796993458238e+01,1.166445517346829241e+01,2.786966157704463498e+01,6.181525831029905937e-01,9.536734956752414005e-01,3.008435866801307257e-01,2.475500779964140419e-02
3.900000000000000000e+01,2.634845699999999874e-02,2.843899603012443184e-02,1.885928358890846823e+01,1.171808755287254655e+01,2.700559270297354786e+01,5.953421566670754617e-01,9.577040733516795079e-01,2.877549441549197007e-01,1.045269515062216548e-01
4.400000000000000000e+01,2.710479500000000097e-02,2.750803461209383460e-02,1.867578544515656347e+01,1.176520478692961724e+01,2.615188256983687154e+01,5.754837119867037831e-01,9.615501015168027577e-01,2.746295728304332107e-01,2.016198060469168163e-02
4.900000000000000000e+01,2.665974200000000016e-02,2.667309008866383321e-02,1.845073560605693785e+01,1.180602679789866016e+01,2.530773929329923888e+01,5.581906010750595781e-01,9.651167291537857684e-01,2.618199746151888552e-01,6.674044331916526018e-04
5.400000000000000000e+01,2.632692500000000102e-02,2.593124529137167539e-02,1.818978930659928750e+01,1.184075478537223880e+01,2.447248012180817511e+01,5.431345644994458599e-01,9.683459450158299342e-01,2.496119603933256992e-01,-1.978398543141628163e-02
5.900000000000000000e+01,2.625237399999999846e-02,2.527785537964140350e-02,1.789804408568013017e+01,1.186957505933724555e+01,2.364555382464698141e+01,5.300367457299574037e-01,9.712132555857883043e-01,2.382116961327765126e-01,-4.872593101792974807e-02
6.400000000000000000e+01,2.551499000000000128e-02,2.470688457615541345e-02,1.758006820582976104e+01,1.189266209944639030e+01,2.282657506025468663e+01,5.186600551890327981e-01,9.737201777958599536e-01,2.277477010931149848e-01,-4.040527119222939167e-02
6.900000000000000000e+01,2.493275699999999984e-02,2.421142428660498502e-02,1.723996140075763961e+01,1.191018111551497860e+01,2.201536737688056178e+01,5.088026835519992019e-01,9.758857328601699965e-01,2.182820111689667275e-01,-3.606663566975074064e-02
7.400000000000000000e+01,2.512380499999999905e-02,2.378420850543779691e-02,1.688144042800572819e+01,1.192229042479343271e+01,2.121202638937108631e+01,5.002925918916654169e-01,9.777389493043020519e-01,2.098250390523479780e-01,-6.697982472811010723e-02
7.900000000000000000e+01,2.303099600000000149e-02,2.341802951010897929e-02,1.650794067816860533e+01,1.192914394926991406e+01,2.041699914937135318e+01,4.929828296248244257e-01,9.793132029652453774e-01,2.023503162783593379e-01,1.935167550544888981e-02
8.400000000000000000e+01,2.155405300000000010e-02,2.310602438666001582e-02,1.612273256585744363e+01,1.193089411289372492e+01,1.963118802957594511e+01,4.867475511009287104e-01,9.806424341729647054e-01,1.958070895022000768e-01,7.759856933300078585e-02
8.900000000000000000e+01,2.391284700000000096e-02,2.284184222506344120e-02,1.572904865145850373e+01,1.192769537349056286e+01,1.885607972060201121e+01,4.814786188355539842e-01,9.817589066732715919e-01,1.901300848569274504e-01,-5.355023874682798835e-02
9.400000000000000000e+01,2.277660399999999891e-02,2.261971828486662381e-02,1.533021930486632023e+01,1.191970857836978581e+01,1.809389472186400027e+01,4.770826964639387491e-01,9.826920763316624452e-01,1.852465468368196533e-01,-7.844285756668754883e-03
9.900000000000000000e+01,2.212539300000000014e-02,2.243448400201096538e-02,1.492981105522953733e+01,1.190710625094949826e+01,1.734775039890991977e+01,4.734787480587765995e-01,9.834681815961865414e-01,1.810810199548539834e-01,1.545455010054826162e-02
1.040000000000000000e+02,2.089129400000000122e-02,2.228153772916109665e-02,1.453175427684885790e+01,1.189007878119454276e+01,1.662181311565309016e+01,4.705958732300818959e-01,9.841102590942333306e-01,1.775584352980191238e-01,6.951218645805476437e-02
