t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,chi2q_fit,residual
-1.000000000000000000e+00,4.084549800000000092e-02,3.922989687392619551e-02,4.471849739551544189e+00,4.471849739551544189e+00,4.471849739551544189e+00,8.377808090603992008e-01,9.343988441503965348e-01,3.562285783740589129e-01,-8.078005630369027024e-02
4.000000000000000000e+00,4.011164600000000080e-02,3.899308470013949229e-02,1.764593109641926389e+02,6.096863292653672772e+00,2.165413455472783610e+01,8.337191791587612588e-01,9.344591337590405500e-01,3.560703965991887099e-01,-5.592806499302542533e-02
9.000000000000000000e+00,3.731283500000000253e-02,3.816314399009017311e-02,5.240147424242287144e+01,7.173774098944137201e+00,2.404980635502669273e+01,8.195049985996567532e-01,9.346782516162854826e-01,3.554948184650850718e-01,4.251544950450852900e-02
1.400000000000000000e+01,3.648607400000000028e-02,3.723822457052051310e-02,1.300711535202553826e+01,7.344236376519292619e+00,2.335474859466687292e+01,8.037551224678248785e-01,9.349463144460297137e-01,3.547892178516502959e-01,3.760752852602564089e-02
1.900000000000000000e+01,3.665752700000000225e-02,3.640851800340398625e-02,1.279126800423015631e+01,7.417344733887149211e+00,2.237068319857600329e+01,7.897652765835370126e-01,9.352188840007827908e-01,3.540701046520736694e-01,-1.245044982980079984e-02
2.400000000000000000e+01,3.462615599999999821e-02,3.566836093477587788e-02,1.256547719030695909e+01,7.483129973766946108e+00,2.137703456070434527e+01,7.774242056512835619e-01,9.354936005097745921e-01,3.533436335994442623e-01,5.211024673879398328e-02
2.900000000000000000e+01,3.494170299999999757e-02,3.500673893283635235e-02,1.230895380116277238e+01,7.541753442367630456e+00,2.036983913364852583e+01,7.665288687446489835e-01,9.357697146351551254e-01,3.526117428158630496e-01,3.251796641817739086e-03
3.400000000000000000e+01,3.313903499999999724e-02,3.441432962721457239e-02,1.202260877329987565e+01,7.593313946518135182e+00,1.934457170058025000e+01,7.569071381569060231e-01,9.360465094655658902e-01,3.518763022957503983e-01,6.376473136072875747e-02
3.900000000000000000e+01,3.381598000000000243e-02,3.388325593219567583e-02,1.170678259423462642e+01,7.637867620190641027e+00,1.829620272392623548e+01,7.484133037187424842e-01,9.363232956139193597e-01,3.511391264024688041e-01,3.363796609783670233e-03
4.400000000000000000e+01,3.320166499999999826e-02,3.340687676008466389e-02,1.136130761288390723e+01,7.675427550526506160e+00,1.721928656260856627e+01,7.409242614284036188e-01,9.365994065606038088e-01,3.504019857682383887e-01,1.026058800423328143e-02
4.900000000000000000e+01,3.289055800000000029e-02,3.297961007871667849e-02,1.098566483550105133e+01,7.705964203260897705e+00,1.610829742324946423e+01,7.343362906336888818e-01,9.368741940872283847e-01,3.496666190150359288e-01,4.452603935833909787e-03
5.400000000000000000e+01,3.244076700000000230e-02,3.259678258632452835e-02,1.057935937395316550e+01,7.729408817764282347e+00,1.495853471718746341e+01,7.285623147522750642e-01,9.371470239659008827e-01,3.489347438588699668e-01,7.800779316226302829e-03
5.900000000000000000e+01,3.164210900000000160e-02,3.225449974304980122e-02,1.014279318716169342e+01,7.745664694636569259e+00,1.376831589228294916e+01,7.235295313925880212e-01,9.374172723713839472e-01,3.482080663336140081e-01,3.061953715248998120e-02
6.400000000000000000e+01,3.111267100000000146e-02,3.194952773016919434e-02,9.679239319488841531e+00,7.754637317150788078e+00,1.254397814050013338e+01,7.191772588609107730e-01,9.376843241581608313e-01,3.474882850227518638e-01,4.184283650845964375e-02
6.900000000000000000e+01,3.191779599999999828e-02,3.167917350424895306e-02,9.199036348830404108e+00,7.756306194828208156e+00,1.131042756838600205e+01,7.154547483592516022e-01,9.379475755937876080e-01,3.467770832072616383e-01,-1.193112478755226080e-02
7.400000000000000000e+01,3.183153300000000213e-02,3.144113860490087287e-02,8.726991626104547706e+00,7.750877393973969021e+00,1.012920835058424807e+01,7.123185205353930183e-01,9.382064468785004108e-01,3.460760942850857336e-01,-1.951971975495646328e-02
7.900000000000000000e+01,3.161939999999999890e-02,3.123331150609092235e-02,8.308754035070723631e+00,7.739039374541096805e+00,9.111809511943658180e+00,7.097285867106674084e-01,9.384604129414996221e-01,3.453868169772408292e-01,-1.930442469545382705e-02
8.400000000000000000e+01,3.131637000000000309e-02,3.105348792004706746e-02,7.996820148640849446e+00,7.722177085768649363e+00,8.379292744850619812e+00,7.076433591622608432e-01,9.387090567326543677e-01,3.447104680860306192e-01,-1.314410399764678189e-02
8.900000000000000000e+01,3.111153800000000108e-02,3.089912961001382505e-02,7.807392799130377092e+00,7.702138048090866995e+00,7.956112559693229613e+00,7.060152548771325698e-01,9.389521228105586204e-01,3.440478325313873209e-01,-1.062041949930880164e-02
9.400000000000000000e+01,3.182448400000000011e-02,3.076737047867762406e-02,7.707197482591792159e+00,7.680535488444858672e+00,7.750017968678084124e+00,7.047907937767218245e-01,9.391895234561635775e-01,3.433992414525465220e-01,-5.285567606611880215e-02
9.900000000000000000e+01,3.116922100000000043e-02,3.065526937988696451e-02,7.653284155393721200e+00,7.658337954490748167e+00,7.653962413011944577e+00,7.039151979702166217e-01,9.394212893199898051e-01,3.427647023431204532e-01,-2.569758100565179559e-02
1.040000000000000000e+02,3.067336999999999841e-02,3.056006811105272183e-02,7.619121696342790351e+00,7.635994110096333110e+00,7.604201896599524169e+00,7.033371004954148686e-01,9.396475110688981003e-01,3.421440558332485837e-01,-5.665094447363829000e-03
