dataset,dataset_name,path,fluence_ratio,n_points,rms,wrms,dt_i_ps,dt_local_ps,A_obs,B_obs,B_eff_obs,sigma_irf_ps,B0_obs,B1_obs,wall_time_sec,avg_wall_time_sec
deltak12k_1p0mW.csv,deltak12k_1p0mW.csv,deltak12k_1p0mW.csv,1.0,22,0.000705506757469674,0.035275337873483706,0.5146593205424301,0.0,0.15,-0.005536323116172037,-0.005536323116172037,0.2,0.0232,0.0,2.245650500059128,18.632915732038136
deltak12k_2p0mW.csv,deltak12k_2p0mW.csv,deltak12k_2p0mW.csv,2.0,22,0.0012668398168544258,0.0633419908427213,0.5146593205424301,0.0,0.10395531901768315,0.007855918758186071,0.007855918758186071,0.2,0.0232,0.0,2.3277528998441994,155.1436004398225
deltak12k_2p5mW.csv,deltak12k_2p5mW.csv,deltak12k_2p5mW.csv,2.5,22,0.0017919140612569246,0.08959570306284624,0.5146593205424301,0.0,0.07016696090908581,0.01641850808136575,0.01641850808136575,0.2,0.0232,0.0,2.1984353000298142,10.509033024709595
