t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,residual
-1.500000000000000000e+00,2.636845659374894013e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,-5.671601453806074389e-02
-1.438356164383561397e+00,2.615491604676665749e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,1.568245324442218980e-01
-1.376712328767123017e+00,2.618782151619331033e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,1.239190630175690533e-01
-1.315068493150684636e+00,2.557930036441892208e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,7.324402147919573114e-01
-1.253424657534246256e+00,2.685165279402714766e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,-5.399122148162682766e-01
-1.191780821917807875e+00,2.665499034082204899e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,-3.432497616111696015e-01
-1.130136986301369939e+00,2.621411372815053431e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,9.762685106034507676e-02
-1.068493150684931559e+00,2.654388255522917572e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,-2.321419760182963365e-01
-1.006849315068493178e+00,2.639610378015017633e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,-8.436320093929694508e-02
-9.452054794520549086e-01,2.614559372828366146e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,1.661468509272179261e-01
-8.835616438356164171e-01,2.660501081454869077e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,-2.932702353378113802e-01
-8.219178082191781476e-01,2.621857361521313101e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,9.316696399774837545e-02
-7.602739726027397671e-01,2.621309340799349297e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,9.864717121738642014e-02
-6.986301369863013866e-01,2.607409655260320980e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,2.376440266076695895e-01
-6.369863013698631171e-01,2.644822800058313494e-01,2.631174057921087939e-01,4.000000000001420197e+00,4.000000000000000000e+00,4.000000000000000888e+00,8.563488385776752976e-01,2.631174057921087939e-01,-1.364874213722555574e-01
-5.753424657534247366e-01,2.628198116369566129e-01,2.631174057921087939e-01,4.000000002383395703e+00,4.000000000000000888e+00,4.000000000002833289e+00,8.563488385776752976e-01,2.631174057921087939e-01,2.975941551521810169e-02
-5.136986301369863561e-01,2.647532719340028318e-01,2.631174057921087939e-01,4.000001058709462320e+00,4.000000000000516032e+00,4.000000001567251218e+00,8.563488385776734102e-01,2.631174057921087939e-01,-1.635866141894037895e-01
-4.520547945205479756e-01,2.612958486924968904e-01,2.631174057921087939e-01,4.000106846182582387e+00,4.000000000067128525e+00,4.000000203589801906e+00,8.563488385773604383e-01,2.631174057921087939e-01,1.821557099611903485e-01
-3.904109589041095951e-01,2.634978893334444239e-01,2.631174057921079612e-01,4.002854730293703867e+00,4.000000002533604437e+00,4.000007676456782235e+00,8.563488385621612631e-01,2.631174057921079612e-01,-3.804835413364626717e-02
-3.287671232876711591e-01,2.604405836618159387e-01,2.631174057920945830e-01,4.021363799714840148e+00,4.000000029597740259e+00,4.000089527138414702e+00,8.563488383309147967e-01,2.631174057920945830e-01,2.676822130278644352e-01
-2.671232876712327786e-01,2.656418007079869859e-01,2.631174057920124820e-01,4.054608324875745851e+00,4.000000131971090944e+00,4.000398033077924964e+00,8.563488370394025662e-01,2.631174057920124820e-01,-2.524394915974503828e-01
-2.054794520547946757e-01,2.636815109415452940e-01,2.631174057917711195e-01,4.070190883623671319e+00,4.000000304842018295e+00,4.000915379660733961e+00,8.563488337381798265e-01,2.631174057917711195e-01,-5.641051497741744747e-02
-1.438356164383562952e-01,2.641091163225948169e-01,2.631174057913216457e-01,4.070964193146873633e+00,4.000000496096078884e+00,4.001481429177599303e+00,8.563488286203231326e-01,2.631174057913216457e-01,-9.917105312731711031e-02
-8.219178082191791468e-02,2.643488998170875348e-01,2.631174057906578989e-01,4.069558665634438910e+00,4.000000685868726258e+00,4.002035677600230379e+00,8.563488224388484671e-01,2.631174057906578989e-01,-1.231494026429635902e-01
-2.054794520547953418e-02,2.600850706656591682e-01,2.631174057897828766e-01,4.068112815709926444e+00,4.000000872345849778e+00,4.002572831398691022e+00,8.563488157351449859e-01,2.631174057897828766e-01,3.032335124123708425e-01
4.109589041095884632e-02,2.654668031450080345e-01,2.631174057887004092e-01,4.066704716700789923e+00,4.000001055564861296e+00,4.003093237946524496e+00,8.563488088083820449e-01,2.631174057887004092e-01,-2.349397356307625362e-01
1.027397260273972268e-01,2.692872516981132391e-01,2.631174057874140493e-01,4.065334048919745591e+00,4.000001235609434325e+00,4.003597378038900700e+00,8.563488018187367379e-01,2.631174057874140493e-01,-6.169845910699189862e-01
1.643835616438355796e-01,2.582016739022828800e-01,2.631174057859273496e-01,4.063999805649182839e+00,4.000001412561354108e+00,4.004085719446068836e+00,8.563487948511829817e-01,2.631174057859273496e-01,4.915731883644469669e-01
2.260273972602737658e-01,2.579286092761234883e-01,2.631174057842438074e-01,4.062701005013034106e+00,4.000001586500229855e+00,4.004558716322101475e+00,8.563487879501606725e-01,2.631174057842438074e-01,5.188796508120319118e-01
2.876712328767121463e-01,2.586021835403982672e-01,2.631174057823667534e-01,4.061436690835008356e+00,4.000001757503556021e+00,4.005016809611240625e+00,8.563487811382537451e-01,2.631174057823667534e-01,4.515222241968486205e-01
3.493150684931505268e-01,2.656408857258777956e-01,2.631174057802994071e-01,4.060205932007794338e+00,4.000001925646763823e+00,4.005460427448975125e+00,8.563487744262869850e-01,2.631174057802994071e-01,-2.523479945578388506e-01
4.109589041095889073e-01,2.635024866971452107e-01,2.631174057780449882e-01,4.059007821874868860e+00,4.000002091003270976e+00,4.005889985549873522e+00,8.563487678187741148e-01,2.631174057780449882e-01,-3.850809191002224630e-02
4.726027397260272322e-01,2.663511976370354639e-01,2.631174057756066609e-01,4.057841477636765504e+00,4.000002253644539429e+00,4.006305887577061853e+00,8.563487613168556667e-01,2.631174057756066609e-01,-3.233791861428803038e-01
