t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,residual
-1.500000000000000000e+00,2.692401631562643671e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,-6.122757364155573256e-01
-1.438356164383561397e+00,2.554504106981662637e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,7.666995093942530204e-01
-1.376712328767123017e+00,2.643717023322861293e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,-1.254296540177335384e-01
-1.315068493150684636e+00,2.614140969737250297e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,1.703308818383764134e-01
-1.253424657534246256e+00,2.617594579157774826e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,1.357947876331311310e-01
-1.191780821917807875e+00,2.624706143028395222e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,6.467914892692716577e-02
-1.130136986301369939e+00,2.570574474046670166e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,6.059958387441777283e-01
-1.068493150684931559e+00,2.624216086591762420e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,6.957971329325518539e-02
-1.006849315068493178e+00,2.605217665632839630e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,2.595639228824830891e-01
-9.452054794520549086e-01,2.730864043420434539e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,-9.968998549934660058e-01
-8.835616438356164171e-01,2.637947656317925493e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,-6.773598396837554603e-02
-8.219178082191781476e-01,2.620595134090840106e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,1.057892383024783278e-01
-7.602739726027397671e-01,2.622735435376547519e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,8.438622544540419490e-02
-6.986301369863013866e-01,2.611132667537819363e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,2.004139038326857580e-01
-6.369863013698631171e-01,2.599519541384934240e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,3.165451653615369842e-01
-5.753424657534247366e-01,2.619450028604048408e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,1.172402931703953044e-01
-5.136986301369863561e-01,2.645632419576291472e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,-1.445836165520353322e-01
-4.520547945205479756e-01,2.624017449723887174e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,7.156608197200764465e-02
-3.904109589041095951e-01,2.659906819009880685e-01,2.631174057921087939e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,-2.873276108879274648e-01
