t_ps,Te_1p0mW,Tl_1p0mW,Ts_1p0mW,Te_2p0mW,Tl_2p0mW,Ts_2p0mW,Te_2p5mW,Tl_2p5mW,Ts_2p5mW,Te_3p0mW,Tl_3p0mW,Ts_3p0mW,Te_3p5mW,Tl_3p5mW,Ts_3p5mW,Te_4p0mW,Tl_4p0mW,Ts_4p0mW
0.5,173.93973575187562,8.003250477226034,4.496634132029015,246.7593656973353,8.763879178102899,4.80923829914489,276.1116115525647,9.02483400372197,4.9355522021878295,302.65110492719333,9.244128898845238,5.0487679003975074,327.05852205189166,9.433915262736264,5.151748706873743,349.77647838988037,9.60161930529822,5.246473394283454
0.75,267.1467759641893,12.24908242626359,4.627186126124664,380.9766963965708,13.417877442182311,4.98891952928696,426.86032839707605,13.814984873626123,5.134032644067101,468.3453564102995,14.147421635811464,5.263799617866994,506.4965926132794,14.434261411888253,5.381651544267346,542.0075624531621,14.687112387187502,5.489933543474053
1.0,260.00075249454954,14.281726417815998,4.76464143498518,373.76084356513223,15.667170564610254,5.179147612009141,419.62394355432576,16.136991336273923,5.344458874148238,461.09185692701953,16.53010436644857,5.492014581319614,499.2280423765351,16.869209108469608,5.625855788914416,534.7257727549857,17.168103492565997,5.748721061860496
1.25,252.87224111318423,15.645879426471277,4.897872309392036,366.5505870585553,17.191187873470792,5.364850893521005,412.3889794041525,17.714670599331907,5.550256354752639,453.8365042160643,18.152632153100768,5.715517944411577,491.9549886614697,18.530440936770532,5.865282396091798,527.436826871883,18.863496367860506,6.002678618927505
1.5,245.77415108575101,16.687461770424502,5.026895090870806,359.36555920620214,18.36615736907984,5.546081376710327,405.17810198152404,18.934384737573133,5.751495217054603,446.60444988861684,19.409772517476537,5.934397391084379,484.70465648979956,19.819914724105626,6.1000357976291575,520.1701631823978,20.181542670566067,6.251926459850425
1.75,238.70546659232576,17.533527527631446,5.151751715866597,352.20500591660635,19.33022079822932,5.722913491761492,397.9906853502711,19.937967615285338,5.948265402008562,439.3951821308556,20.446417879906097,6.148757380836503,477.47663593405434,20.885138098133623,6.330233864270758,512.9254635114407,21.272036133532623,6.496594731908842
2.0,231.6659253159247,18.246245058497934,5.27249206131926,345.06873583811944,20.15091008239199,5.895425040654247,390.8266186133604,20.79473287325654,6.140657354368402,432.20866877534183,21.33335752070009,6.358699774709264,470.2709690451241,21.79816128947045,6.555988620146107,505.70283925466487,22.208129362396903,6.73680439455199
2.25,224.65567552634235,18.861075597339983,5.389168279443192,337.9568502665427,20.86671370303646,6.063691442865351,383.6860566907155,21.54417192054303,6.328756444677173,425.0451241209279,22.110913657646122,6.564318548978096,463.08792954123084,22.600017472605142,6.777401322299229,498.50262171368576,23.031478025092383,6.972662721008301
2.5,217.67512722703387,19.40031877468699,5.501832492313023,330.86962354118674,21.50181623670286,6.227783693711181,376.569309695849,22.211095591168878,6.512641215852392,417.904905294702,22.80441521112659,6.765698388933542,455.92792481022735,23.3164784090304,6.994561448870348,491.32526878960203,23.76824073404468,7.204262723761364
2.75,210.72487875260094,19.878982135468956,5.610535792600195,323.8074417036099,22.072488710398684,6.387767756759382,369.476785969518,22.81219171879619,6.6923830818510694,410.78845876187427,23.430895619725423,6.96291473636086,448.7914452642618,23.96487401417473,7.20754713380776,484.17131672284614,24.436008056478503,7.431683993954375
3.0,203.80567845803054,20.30768697617121,5.715327839739701,316.7707679122374,22.590243915955856,6.543704587939702,362.40895972561117,23.35926725967778,6.868046647291122,403.69628983238874,24.00240613935742,7.156034438095647,441.67903540306503,24.55746446593859,7.4164261594132395,477.0413524812292,25.04722296027465,7.65499405362912
3.25,196.9184050326827,20.694246634967985,5.816256754602202,309.76012166195585,23.063552012231813,6.69565045137325,355.3663513800527,23.8610086685706,7.039690297065693,396.62894400571736,24.527812497861213,7.345116629632785,434.59127604765825,25.103269103804685,7.621257148101699,469.93599677064907,25.61103944162507,7.874249868738609
3.5,190.06405888575057,21.044588731468185,5.913369171496418,302.77606577986427,23.49884122856961,6.84365736546172,348.3495149930222,24.324008332827113,7.20736688929292,389.5869949444555,25.013843111209983,7.530213689022464,427.52877282336453,25.609132962031527,7.822090788460132,462.85589298596614,26.134404797222466,8.089499354455107
3.75,183.24376087414907,21.363323973351488,6.006710373189585,295.81919811700755,23.901114937723506,6.987773596701358,341.3590299787374,24.753398328277886,7.371124468314534,382.5710364137118,25.46573586682029,7.711372179485723,420.4921483759028,26.080384805553326,8.018971015738318,455.8016997067864,26.62272750614187,8.300782804309717
4.0,176.45875649361344,21.6541130471684,6.096324475313222,288.89014625060116,24.274350616501494,7.128044157534322,334.39549551968867,25.153258931958447,7.531006955074082,375.5816767216754,25.88765594667618,7.888633741013822,413.4820369361781,26.521262120314,8.21193611350198,448.7740854209334,27.08030836708913,8.508134217372506
4.25,169.7104246077547,21.91991594730543,6.182254632587684,281.9895642190652,24.621767910489808,7.264511284893803,327.4595267820353,25.52689168580721,7.687054793821292,368.6195348093783,26.28297446103172,8.062035913371458,406.49908042773217,26.93519491949078,8.401019724505938,441.7737247094158,27.510627922664163,8.711582518942468
4.5,163.00029037391116,22.16315898897449,6.264543251788657,275.1181307096915,24.94601062004404,7.397214887547163,320.5517523791682,25.877010982215065,7.839305545645046,361.68523747697924,26.6544614271856,8.231612884913124,399.5439256305419,27.325001405776106,8.58625177044267,434.8012954282026,27.91654614212725,8.911152681187414
4.75,156.33004244229872,22.385859864739622,6.343232217592942,268.2765483434558,25.24928096263803,7.52619295671179,313.6728127312414,26.205877031106624,7.987794425765836,354.7794174107398,27.004425615472872,8.397396167642885,392.61722208565084,27.693030120569425,8.767659285773792,427.857476585257,28.300445609834597,9.106866753706177
5.0,149.70155472779953,22.589712160507833,6.418363109939173,261.4655438066658,25.533433171645193,7.651481936504035,306.8233591193985,26.515393139997304,8.132554785736161,347.90271180103394,27.33481044450808,8.559415202553174,385.7196205351168,28.041258530788042,8.945267173139625,420.9429467224237,28.66433080110759,9.29874481324802
5.25,143.11691342911604,22.77615508006885,6.48997743148121,254.68586873187994,25.800044908779977,7.773117058308802,300.0040532553988,26.807180655851894,8.2736185423991,341.0557614199749,27.64727142926344,8.717697900858479,378.85177177774176,28.371369319323325,9.119098888138502,414.05838268023456,29.009906808837666,9.486805837488433
5.5,136.57845016938367,22.946419082834236,6.558116828982668,247.93830118920187,26.05047020476537,7.8911326391728736,293.21556730807475,27.082630392855076,8.411016556830981,334.2392100359292,27.943229238502074,8.872271125741646,372.0143258182938,28.68480734985582,9.289177058166624,407.20445863564635,29.33863520372717,9.67106850033543
5.75,130.08878247477912,23.10156640062145,6.622823327781247,241.22364780605986,26.28588191032783,8.005562343457548,286.45858428176575,27.342947731099915,8.544778969639237,327.4537041363361,28.22391494057623,9.023161120577829,365.20793128247163,28.982821798827946,9.455524040113604,400.38184538222833,29.651778090133277,9.851551880058386
6.0,123.65086326689291,23.242521178232888,6.684139566381727,234.54274643978633,26.50730065455187,8.116439415833739,279.73379875320467,27.589183423807608,8.674935495679573,320.69989287027875,28.49040018587281,9.170393889043675,358.43323501012725,29.266500763104997,9.618162415676366,393.5912097712864,29.950432127059656,10.028276063134895
6.25,117.26804143533558,23.370091330647014,6.742109054022378,227.89646945831936,26.715623871060092,8.223796886884188,273.04191788911965,27.822259077384963,8.801515677913185,313.97842822011785,28.743627394948746,9.313995529010715,351.6908818397362,29.536798048070963,9.777115421792887,386.8332143240763,30.235556464581233,10.20126262361329
6.5,110.94413624848463,23.484988328696407,6.796776441393886,221.2857276425784,26.91164264818929,8.327667748887151,266.38366278747276,28.042990151396523,8.924549111157138,307.289965353134,28.98442599310363,9.45399252021649,344.9815145149262,29.794552260703547,9.932407308809308,380.1085169507349,30.507992154341675,10.37053495628428
6.75,104.68352921346211,23.58784332005571,6.848187823219472,214.7114747324173,27.096058656895565,8.428085115842896,259.7597701030194,28.252098814508106,9.044065633957128,300.6351631452019,29.21353286130482,9.590411972334973,338.30577373663994,30.040507564460754,10.084063624734746,373.41777079575786,30.768483807090643,10.536118436426856
7.0,98.49127803079297,23.679219712854003,6.896391081167316,208.17471272424442,27.26949883243518,8.5250823555606,253.17099396894986,28.45022981262182,9.160095489094553,294.0146848912136,29.43160497266376,9.723281829790047,331.66429832862076,30.27532381780168,10.232111416932456,366.7616241760335,31.017690276291138,10.698040350249606
7.25,92.37325871737563,23.759623860885725,6.941436274248078,201.67649797904187,27.432524616965416,8.618693212727862,246.6181082556807,28.637961860563887,9.272669464207647,287.4291991620633,29.639228755627677,9.852631031700888,325.05772550238896,30.49959038542871,10.376579343485288,360.1407205979604,31.256200076924465,10.85632945635198
7.5,86.33634380654834,23.829514249638738,6.98337609836945,195.21794822905397,27.585640420464298,8.708951908169668,240.10190915739838,28.815814609553797,9.38181900106757,280.8793808373925,29.83693204037982,9.978489635390535,318.48669124516954,30.713836771077194,10.517497696692164,353.555698864142,31.48454240997808,11.011014820795227
7.75,80.38862692605893,23.8893101728551,7.022266434338497,188.80025063541834,27.729302450303866,8.795893233447552,233.62321813721758,28.98425734068845,9.48757629037172,274.3659123204572,30.025191280935882,10.100888892682725,311.9518308006789,30.91853844709086,10.654898317324525,347.00719321803774,31.703193896504686,11.162123160691527
8.0,74.53970702524671,23.939399451732804,7.058167007244639,182.424671044742,27.863924782223922,8.879552627436304,227.18288528792183,29.143716106649354,9.589974338741243,267.88948492114207,30.204436472990974,10.2198612932963,305.4537792441526,31.114125496462844,10.788814369718093,340.495833496761,31.912588895235825,11.309673463730219
8.25,68.80104903648518,23.980145659181943,7.091142190868767,176.09256461853525,27.989884179379345,8.959966249493716,220.7817931368178,29.294578652068882,9.689047024833247,261.45080042852794,30.375058304873807,10.335440565232128,298.9931721689858,31.300989615648238,10.919279897721227,334.02224522956845,32.11312661562125,11.453667484133257
8.5,63.18644158676979,24.011895307637094,7.1212619996547994,169.80538805020686,28.10752415902003,9.037171043567849,214.42086093726465,29.43719806212971,9.78482913167727,255.05057289793504,30.537413333114987,10.447661647294034,292.57064646759795,31.47948848727805,11.046329005214771,327.5870495521445,32.30517527520867,11.594075652012712
8.75,57.712575409837925,24.034985310025142,7.148603319169144,163.56471364283226,28.21715958893887,9.111204796150151,208.10104951275582,29.57189751139553,9.877356370337298,248.68953065724068,30.691827725018786,10.5565606239183,286.1868411911844,31.649949758682723,11.16999443700617,321.1908628007827,32.48907752255058,11.730820645082266
9.0,52.39976573767105,24.049751046921312,7.173251436659797,157.37224556749246,28.31908007172237,9.18210619560309,201.82336673365924,29.698973973430896,9.966665387481731,242.368418545496,30.838600087616584,10.662174635122062,279.8423984886316,31.812676349425452,11.290305290189785,314.834295699821,32.665155372431705,11.863765042322383
9.25,47.272832291797265,24.056535397850478,7.195301943628475,151.22983867526253,28.413552781140332,9.249914887172007,195.5888737016525,29.818701060020263,10.052793763352486,236.08800041279594,30.978005506688913,10.764541746548401,273.53796460344796,31.967949892087972,11.407283698571288,308.5179521530502,32.83371307842653,11.992712869262455
9.5,42.36211852634637,24.055699098090184,7.214863081006893,145.13952031795404,28.50082497531815,9.314671530449232,189.39869173758163,29.931331482483223,10.13578000421034,229.84906191350765,31.110298534391838,10.863700784668646,267.274190893956,32.116033398198724,11.520940627413708,302.2424278519225,32.99503854998109,12.117433523495121
9.75,37.70455183856188,24.047632710685505,7.232058570997299,139.10351572810097,28.581126188562255,9.376417862681278,183.2540102832316,30.037098967399004,10.215663525078462,223.6524136154119,31.23571552155753,10.959691117799315,261.05173484457794,32.25717307065784,11.63127144555836,296.0083091183333,33.14940510955626,12.237708090908248
10.0,33.3444732666241,24.03277025013341,7.247030895327363,133.12427761760136,28.65467014563819,9.435196766564857,177.15609585142724,30.136220550302184,10.292484632360855,217.49889445718964,31.354476615492874,11.052552375506366,254.87126105526818,32.39160093833868,11.738252549170953,289.8161724828656,33.297072921563554,12.353385521293365
10.25,29.333634649146607,24.01160385947495,7.259944777491824,127.20452079335676,28.721656805954908,9.491052346686516,171.10630218546788,30.22889854488357,10.366284505160579,211.38937558990602,31.466787249501976,11.142324102014799,248.7334422280693,32.51953677811865,11.841840710013372,283.66658535089584,33.43828922512816,12.464428384024036
10.5,25.729238788190447,23.984697627245602,7.270990221124044,121.3472627531563,28.78227407506113,9.544030019961063,165.10608180520148,30.31532208740047,10.437105175585662,205.32476464683072,31.572840077058927,11.229045343830714,242.63896020300348,32.641189384943424,11.941976691370273,277.5601078228372,33.573288316958276,12.57093184865606
10.75,22.588356704741887,23.9526963900496,7.280383787684586,115.55587141222678,28.836699341266876,9.594176620767277,159.15699915278924,30.39566852545097,10.504989514049605,199.30601049571268,31.67281653860938,11.312754203395027,236.58850714777955,32.756757557410765,12.038593747142556,271.4972954495992,33.70229123595996,12.67311238123908
11.0,19.957237796704536,23.91632258098197,7.288366003907977,109.8341213391865,28.88510092702444,9.641540524947105,153.26074558861563,30.47010467310832,10.56998121977428,193.33410852777362,31.76688803474642,11.393487406414886,230.5827870422245,32.86643070580098,12.131630098727737,265.47870255280844,33.82550609129127,12.771274782509954
11.25,17.856363517489,23.876352985166555,7.295192548526548,104.18626014791383,28.927639481791616,9.686171797079115,147.41915652959457,30.538787950393374,10.632124816980681,187.41010654970827,31.85521694627567,11.471279951436532,224.62251760399633,32.970389251853696,12.221042924329243,259.504885746994,33.943128837262705,12.865770741700642
11.5,16.267073151384057,23.833571795534294,7.301118421041633,98.61708697983379,28.964469342815473,9.728122367044831,141.63423107496442,30.601867408267733,10.691465659390307,181.53511135870107,31.937957521164503,11.546164926915546,218.70843277875085,33.068805321351455,12.30682058375329,253.57640738380982,34.0553438496913,12.9569596349054
11.75,15.129183579999122,23.788708675035615,7.306378142407306,93.13204531492886,28.995739890553317,9.767446240576938,135.90815452241256,30.65948463255376,10.748049946312667,175.71029609498157,32.01525664530446,11.618173571995547,212.84128586017408,33.161843044271734,12.38899023267043,247.69383874597727,34.162324608138846,13.045177255496023
12.0,14.354182516251221,23.74238318231607,7.311168742372559,87.73733264428161,29.02159692639888,9.804199750279484,130.24332424480804,30.71177471179397,10.801924750106974,169.93690848210218,32.087254456464734,11.68733563079051,207.02185324159328,33.24965876304338,12.467619437910486,241.85776290491873,34.264234428197284,13.130714001883808
12.25,13.847023069717288,23.69507611121973,7.315641676373515,82.44002972759164,29.04218410207299,9.838441854888554,124.6423794788612,30.758867089045808,10.853138057250147,164.21628008463418,32.15408493236598,11.753680010568479,201.25093875621988,33.33240124878789,12.542812160846337,236.0687772140699,34.36122716466973,13.213801859051049
12.5,13.524215562982159,23.647132417943247,7.319904694447319,77.24825213262552,29.05764443203167,9.870234495194415,119.10823566099171,30.800886336887046,10.901738824861118,158.54983673558704,32.215876520010106,11.817235704581993,195.52937854375946,33.41021195417961,12.61470077210696,230.32749544938457,34.45344775444224,13.294608851534377
12.75,13.321883242670577,23.598784794932037,7.324029943144818,72.1713262928507,29.06812192238793,9.899643016001631,113.64412403797206,30.8379529034675,10.94777705535147,152.93911030384785,32.27275260117595,11.878032888826754,189.85804638678417,33.483225314400634,12.683436226017081,224.63454964205138,34.54103297990152,13.37323970588389
13.0,13.195515974267476,23.550183385933646,7.328063672453968,67.21999097943252,29.073763351507786,9.926736664181044,108.25363738325073,30.8701838420578,10.99130389092053,147.3857519955346,32.32483190653309,11.936104069565838,184.23785948286795,33.55156908683767,12.749178270359867,218.99059167912662,34.62411211633412,13.449741625689134
13.25,13.115936902621872,23.501422184490988,7.332034678260446,62.40662221169093,29.074720237367966,9.951589171773048,102.94078274267044,30.897693536719423,11.032371729674916,141.89154740705112,32.37222889935264,11.99148514714612,178.66978464846875,33.61536467877447,12.81208695248162,213.39629477045713,34.70280742593153,13.52411407263867
13.5,13.064745857985736,23.452558861229893,7.335960559334695,57.7454741505153,29.07115102317474,9.974279431467963,97.71004220407491,30.920594437004414,11.07103436594095,136.4584335707345,32.41505413903979,12.04421627564012,173.15484498007146,33.67472760631646,12.87231603383969,207.8523548994413,34.777234609107616,13.596321246345799
13.75,13.030612768643426,23.403628320412597,7.339851950627709,53.25291867099747,29.063223502055845,9.994892266310814,92.56644272458142,30.93899781495396,11.107347157232311,131.0885182623865,32.453414633774976,12.094342431856749,167.69412702399504,33.72976794982654,12.930008427411435,202.35949238251942,34.84750322811202,13.666305719172476
14.0,13.00666137578422,23.354651470935067,7.343715237727759,48.947649731765075,29.051117478457222,10.01351928459744,87.51563599396168,30.953014558188173,11.141367220442374,125.78410186690567,32.48741419067206,12.141913653427094,162.288788526272,33.78059076337037,12.985293471565047,196.91845365581116,34.913717115788224,13.73400161022677
14.25,12.988754462393935,23.3056407185977,7.34755424282567,44.85079243428112,29.035027620277884,10.030259791398972,82.56398909837849,30.962756013325308,11.173153660324658,120.54770212339338,32.51715377093228,12.186984954374907,156.94006685079572,33.827296477302276,13.03828571688031,191.53001338872386,34.975974778443195,13.799345896105333
14.5,12.974415537902296,23.256603339273425,7.3513712522404,40.98581825238436,29.015166379988624,10.04522169519339,77.7186862908185,30.968334894247317,11.20276783308497,115.38208209978461,32.54273185648848,12.229615966093158,151.64928816779724,33.869981290098984,13.08908487432586,186.19497699957154,35.03436979681505,13.862286927550697
14.75,12.96216665133275,23.207543527103734,7.355167635704595,37.37811849132481,28.991766742567965,10.05852229713691,72.98784127177679,30.969866269578215,11.230273647867294,110.29028176562193,32.564244833835176,12.269870377280977,146.41787752833628,33.908737547426185,13.13777659995698,180.91418362286788,35.088991224623854,13.922789814564288
15.0,12.951127309494169,23.15846362989172,7.358944217167109,34.05403875950766,28.965084385335388,10.070288779402123,68.3806177868755,30.96746864259466,11.255737908582569,105.27565353401606,32.58178740008112,12.307815257002584,141.24736995051063,33.94365410832257,13.184433840828728,175.6885095564465,35.13992397223348,13.980838879597094
15.25,12.940773491234555,23.109364885783148,7.362701495963743,31.039159606315323,28.935398619927792,10.080658123789085,63.907353718471995,30.96126513407563,11.279230697198402,100.34190213011028,32.595452995749284,12.343520341370297,136.1394226519798,33.97481669967125,13.229118519871616,170.51887220257456,35.187249170468625,14.036437741516517
15.5,12.930793520875921,23.06024783514472,7.3664397784491085,28.355683408565802,28.9030112862561,10.089776118500419,59.579679616978105,30.95138477307198,11.300825797004833,95.49312908340522,32.60533426859758,12.377057351999115,131.0958285729888,34.00230826091944,13.27188338447993,165.4062345113194,35.23104456982857,14.089607744727784
15.75,12.92100210051597,23.011112608390775,7.370159256241605,26.019032025560822,28.868242709795073,10.097795104673404,55.41061613151671,30.937963890527474,11.320601149695175,90.73388201195033,32.61152357260165,12.408499397155405,126.11853133795753,34.026209281551395,13.31277388444565,160.35160993278183,35.27138489294289,14.140385425110328
16.0,12.911289115221935,22.961959101354044,7.373860052707224,24.034201230108806,28.831424107121443,10.10487025320003,51.41462537554911,30.92114759410115,11.338639332494663,86.069208647445,32.61411350616134,12.437920488243812,121.20964180386548,34.046598134070216,13.351829979023503,155.3560678874287,35.308342157114616,14.188819578786411
16.25,12.901589168526048,22.91278707081136,7.377542250566893,22.392914616695936,28.79288658460223,10.111154503549036,47.60757830002944,30.90109127618366,11.355028029626137,81.50471517060409,32.61319749348065,12.465395187796249,116.37145634098837,34.06355140530722,13.389087801554926,150.42073976895347,35.3419859752715,14.234968336850615
16.5,12.891863460784258,22.863596191654395,7.381205908291433,21.072804464224806,28.752948027703116,10.116792785934374,44.006583984761185,30.877962067796876,11.369860454946332,77.0466278155605,32.608870412669084,12.490998391864432,111.60647697538582,34.077144228909056,13.424581134886257,145.54682549822215,35.372383836114,14.278896494445666
16.75,12.882089011652004,22.814386091157708,7.384851069838092,20.039349316696647,28.711900233089256,10.121916567369663,40.62960980675125,30.851940096950358,11.38323565913581,72.70185578332435,32.601229273250674,12.51480523997412,106.91743349312083,34.08745062178719,13.458342671919345,140.7356006512494,35.39960136517168,14.320673220325409
17.0,12.87225225042078,22.765156369554436,7.388477770433404,19.250199492382286,28.6699989059438,10.126639824548537,37.49480992329923,30.823219341602822,11.395258626088546,68.47805211890007,32.59037394408347,12.536891139191438,102.30730756135695,34.09454382720905,13.490405053419575,135.98842418691947,35.423702569072674,14.360370186772384
17.25,12.862345203812053,22.715906612427034,7.39208604000854,18.660505249963798,28.62745831067885,10.131057139910837,34.6194858191193,30.79200779359617,11.406040033763418,64.3836671985361,32.57640792968799,12.557331884655637,97.77935884220771,34.09849666711941,13.520801689591215,131.30674679913213,35.4447500656516,14.3980601060409
17.5,12.852363228472663,22.666636398205668,7.39567590524186,18.227636400387038,28.584450853371937,10.135243950436283,32.018645231421395,30.75852659341249,11.415695535531151,60.42798669350773,32.55943918823748,12.576203855983747,93.33715295602383,34.09938190612354,13.549567382372725,126.69211991552055,35.462805302586496,14.43381563061431
17.75,12.842303662088268,22.617345302739032,7.399247390772968,17.914282421038745,28.541110533987837,10.139258418768678,29.703223075045443,30.723007794710437,11.424344426105518,56.62114212957697,32.53958097712573,12.593584266622797,88.98459098110187,34.09727262935387,13.576738772711886,122.14620535842205,35.47792876719777,14.467708562407523
18.0,12.832165020259714,22.56803288857573,7.402800519924413,17.689780219130533,28.497538606831945,10.143144172557575,27.678182054973185,30.685690523615374,11.432107613333566,52.97407741355674,32.51695270125385,12.609551440382118,84.72593992152173,34.09224263613141,13.602354640882561,117.67078567029009,35.490180189906724,14.49980931442075
18.25,12.821946514338439,22.518698676361577,7.406335315126138,17.5300931203006,28.45380991300445,10.146933245457783,25.94088164530393,30.64681554908401,11.439104937543219,49.498449213199784,32.49168072442501,12.624185085445877,80.56586321593014,34.0843668508206,13.626456088861637,113.26777508769757,35.499618743645826,14.530186572308605
18.5,12.811647765485885,22.469342179697428,7.409851798165064,17.417024135409388,28.409978846371292,10.150648785906963,24.48019997746023,30.60661865973175,11.445452051354865,46.20643358569036,32.463899084782575,12.637566530745955,76.50944987117214,34.07372175152326,13.649086632527064,108.93923112138131,35.50630324129699,14.558907109919467
18.75,12.801268637913589,22.41996291440694,7.413349990335449,17.33714054698536,28.366084458112955,10.154307330179291,23.276806074166583,30.565323642612356,11.451257242955538,43.11040749568423,32.43375003154153,12.649778882786858,72.562240128692,34.06038581609171,13.670292228427549,104.6873666593649,35.510292333008884,14.586035720428777
19.0,12.790809139887422,22.370560399069852,7.416829912529235,17.280703317009223,28.32215453266938,10.157920597058453,22.30467680261858,30.523135900936676,11.456618674214203,40.22247487936627,32.4013842748709,12.660907053917681,68.7302446805855,34.04443998321879,13.690121255748643,100.5145624580477,35.51164470499567,14.611635231833143
19.25,12.780269364825173,22.321134155431274,7.42029158529059,17.240740066332826,28.27820870651894,10.161496847709408,21.533549581601438,30.480237675511837,11.461622450040068,37.553817058338986,32.36696081835817,12.671037607752968,65.01995331840294,34.02596812397527,13.708624469338108,96.42337981536191,35.5104192811646,14.635766581983102
19.5,12.769649456261618,22.271683708740458,7.423735028849188,17.212302626811876,28.234260786927045,10.16504188753783,20.931711301185278,30.43678546901336,11.466341744151396,35.113871633961764,32.33064623307686,12.680258367677977,61.43832748429426,34.005057515798676,13.725854934468542,92.41657312274016,35.50667542862842,14.658488933818473
19.75,12.758949587025082,22.222208588051146,7.427160263140881,17.191900285955157,28.19032044176688,10.168559790260149,20.468497822745135,30.392909727650096,11.47083695927714,32.90938552225406,32.29261324663326,12.68865774510122,57.992769551469664,33.981799306440045,13.741867948721755,88.49710186965298,35.50047316781679,14.679859815934696
20.0,12.748169946876944,22.172708326502857,7.430567307820899,17.177080335210523,28.14639441431374,10.172053414386253,20.11609205684579,30.34871636556134,11.475156700155546,30.943443403359208,32.253038572360985,12.696323769978047,54.69105991461336,33.956288949679795,13.756720951121558,84.66814151563968,35.49187338749738,14.69993527718457
20.25,12.737310735192379,22.12318246159483,7.433956182272616,17.166123916824464,28.102487388482853,10.175524768354297,19.8505054685144,30.304289495499752,11.479339245837444,29.2146286732791,32.21210000074889,12.703342849086559,51.54125136470174,33.92862658751189,13.770473413421307,80.93309243988331,35.48093806449421,14.718770046822444
20.5,12.726372156567974,22.073630532617365,7.437326905613666,17.15782845088758,28.058602601286633,10.178975267134286,19.651857787045333,30.25969471912866,11.483414220334643,27.71650445972731,32.16997290954858,12.709798332910081,48.551509264448434,33.898917345300255,13.783186703528928,77.29558592957888,35.46773048724611,14.736417693781737
20.75,12.71535441541339,22.024052044306956,7.440679496697594,17.151353403996378,28.014742274582886,10.18240591184913,19.504173424272018,30.214982470467444,11.487404235351494,26.437579778271456,32.126826491311114,12.715769026570804,45.72988648136829,33.867271497870405,13.794923906677361,73.7594858664189,35.45231548153794,14.752930780202531
21.0,12.70425770950971,21.97444647655141,7.444013974109109,17.146111619458438,27.970907918621027,10.185817415186772,19.39491320784474,30.170191091606664,11.491326368673187,25.36183842710769,32.08282010106026,12.721327814989337,43.08402489859067,33.833804456662854,13.805749586593137,70.32888441243375,35.434759635686326,14.768361005385241
21.25,12.693082230738705,21.92481331201946,7.447330356162324,17.141693050586582,27.927100545109905,10.189210288829145,19.314408223597056,30.12534948330844,11.495193417410247,24.46977588960278,32.03810014617015,12.726540569939907,40.62078181085443,33.798636523230535,13.815729467437121,67.0080895999797,35.415131521187675,14.78275933697958
21.5,12.681828166872313,21.875152037034884,7.450628660901214,17.137811370668533,27.883320816637944,10.192584904348466,19.255300547918985,30.080479288719342,11.499014916799814,23.739762942018714,31.99279785677506,12.731465462456022,38.34579052089156,33.76189235549197,13.824930018729143,63.801602310919,35.3935019032865,14.796176126537283
21.75,12.67049570268997,21.825462141825838,7.453908906100759,17.134266656495054,27.839569151373396,10.195941535604852,19.212044921455306,30.035596636118054,11.502797944036102,23.149486947521364,31.947028109517632,12.736152730660496,36.2629800199926,33.723700103401704,13.83341793090193,60.71407972706284,35.36994393404279,14.8086612066214
22.0,12.659085020690275,21.77574312078648,7.457171109268505,17.130919328400285,27.79584579053007,10.199280388262807,19.18049148945314,29.990713498423084,11.5065477389798,22.677236505016666,31.900889286652767,12.740644874524214,34.374096999134814,33.684190193252086,13.841259479461597,57.750282026779146,35.34453331837439,14.820263966499713
22.25,12.64759630156272,21.725994472750727,7.46041528764641,17.127671957794107,27.75215084326166,10.202601620341778,19.1575502520477,29.945838736599086,11.51026817611505,22.302874266736193,31.85446401999366,12.744977189463789,32.6782902969973,33.64349377556338,13.848519790801197,54.91499898906847,35.317348441260904,14.83103340319076
22.5,12.636029724518425,21.676215701278057,7.4636414582129,17.124456569661422,27.70848433360558,10.205905356529207,19.140928499571796,29.900978891173366,11.513962119448486,22.008443468993914,31.80782054980146,12.749178522298289,31.171826975901265,33.60174089753564,13.85526204088588,52.21295339576457,35.28847044193721,14.841018144336584
22.75,12.624385467538707,21.626406314951698,7.466849637685062,17.12122577920603,27.66484622735811,10.209191698154445,19.128929217294633,29.856138777669276,11.517631687269041,21.778437021892643,31.76101443119247,12.75327213437233,29.84800383645278,33.559058509954276,13.861546635909828,49.64867888229028,35.25798321885345,14.85026643916557
23.0,12.612663707550565,21.576565826419795,7.470039842520958,17.117946602604633,27.621236449845217,10.212460730142155,19.120298334696795,29.811321930392115,11.521278448563459,21.599805138204605,31.7140903609801,12.757276577895363,28.69729472050337,33.515568458393794,13.867430436767831,47.226371367528195,35.22597334777108,14.858826113841738
23.25,12.600864618327169,21.52669371854866,7.473212088919803,17.114596133443,27.5776548984047,10.215712525862461,19.11411005211484,29.766530925066956,11.524903568164943,21.461790061618093,31.66708395732371,12.761206520524336,27.7077354025955,33.4713856267601,13.872966092371396,44.94971557560775,35.19252989510416,14.866744487950395
23.5,12.588988364616373,21.476789439712775,7.476366392815566,17.11115852096428,27.53410145116062,10.218947150516167,19.109681314552788,29.72176763116999,11.528507913728296,21.35566655749271,31.620023387860364,12.765073480862883,26.86550400452197,33.42661638709747,13.878201538025873,42.821691503707726,35.15774411023919,14.874068249914457
