t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,chi2q_fit,residual
-1.600000000000000000e+01,3.498277600000000015e-02,3.317884886715254805e-02,4.996518433094024658e+00,4.996518433094024658e+00,4.996518433094024658e+00,8.166387029323708413e-01,9.384347571776463504e-01,3.454565190019316390e-01,-9.019635664237260486e-02
-1.100000000000000000e+01,3.538691399999999848e-02,3.318210719046622154e-02,4.980736104627192518e+00,4.980602620136706626e+00,4.981194636800052145e+00,8.166900759960616929e-01,9.384340275520490771e-01,3.454585010278947710e-01,-1.102403404766888473e-01
-6.000000000000000000e+00,3.513997700000000279e-02,3.319118600375146194e-02,4.965071484327175710e+00,4.964942010504218572e+00,4.965519076039868196e+00,8.168323895305363846e-01,9.384318658667581969e-01,3.454643731643462501e-01,-9.743954981242704261e-02
-1.000000000000000000e+00,3.507077599999999795e-02,3.320473338365801524e-02,2.317383093744766143e+02,5.041340854105190061e+00,1.162859826532316987e+01,8.170432236717221075e-01,9.384284040322000697e-01,3.454737768710931523e-01,-9.330213081709913536e-02
4.000000000000000000e+00,2.159466800000000089e-02,3.188623744589046821e-02,2.273189320552438630e+01,9.270749424301621744e+00,3.055071001212526483e+01,7.960503676313286370e-01,9.386981573588022432e-01,3.447401476056847769e-01,5.145784722945233591e-01
9.000000000000000000e+00,3.000561599999999884e-02,3.012735710120850730e-02,1.803586275212258982e+01,9.404651161827901618e+00,2.953257249697341180e+01,7.681122891482903281e-01,9.390907395764763743e-01,3.436692928408160985e-01,6.087055060425422548e-03
1.400000000000000000e+01,2.822585600000000056e-02,2.856646157845060818e-02,1.791885981825308249e+01,9.514060164360367722e+00,2.851445318335863988e+01,7.434701990008277805e-01,9.394879759106393724e-01,3.425818779785789192e-01,1.703027892253038134e-02
1.900000000000000000e+01,2.722820800000000027e-02,2.718154962165360289e-02,1.774450764319627538e+01,9.606495776698407596e+00,2.750737740127027564e+01,7.217603804507639609e-01,9.398883105877524624e-01,3.414820106835798064e-01,-2.332918917319869168e-03
2.400000000000000000e+01,2.408132500000000065e-02,2.595331341094789246e-02,1.751820495303306302e+01,9.683346187156445239e+00,2.650807454515168970e+01,7.026640196216141776e-01,9.402903448052660762e-01,3.403734235600567870e-01,9.359942054739459061e-02
2.900000000000000000e+01,2.747238499999999847e-02,2.486492165950324879e-02,1.724471201232352158e+01,9.745829637047956240e+00,2.551320006262795914e+01,6.859031544164121419e-01,9.406927543578700313e-01,3.392596968379887334e-01,-1.303731670248374774e-01
3.400000000000000000e+01,2.845006900000000144e-02,2.390169625480879217e-02,1.692812319246101893e+01,9.795007698688607434e+00,2.451931042208408940e+01,6.712350776698092769e-01,9.410942493838798661e-01,3.381443682461557354e-01,-2.274186372595604633e-01
3.900000000000000000e+01,2.634558799999999965e-02,2.305083281401976852e-02,1.657186868470878949e+01,9.831797868611326763e+00,2.352284394581545257e+01,6.584476076377967502e-01,9.414935531332982999e-01,3.370309917625340379e-01,-1.647377592990115491e-01
4.400000000000000000e+01,2.052218700000000076e-02,2.230115778226975792e-02,1.617873899742253485e+01,9.856985267887262481e+00,2.252011260414256455e+01,6.473550812175243863e-01,9.418894003865507791e-01,3.359231421612149382e-01,8.894853911348785114e-02
4.900000000000000000e+01,2.331373399999999915e-02,2.164291675947884602e-02,1.575093406048689637e+01,9.871233427456957088e+00,2.150731860649734628e+01,6.377949499295019198e-01,9.422805523023864982e-01,3.348243729968136684e-01,-8.354086202605764955e-02
5.400000000000000000e+01,2.147578899999999860e-02,2.106759018978331816e-02,1.529014725643369133e+01,9.875094369839340303e+00,2.048062530059610964e+01,6.296248779541859797e-01,9.426658217709746879e-01,3.337381435569704013e-01,-2.040994051083402233e-02
5.900000000000000000e+01,1.530577200000000047e-02,2.056773332488005812e-02,1.479770748808757297e+01,9.869018558127880425e+00,1.943633273811524376e+01,6.227202553103126093e-01,9.430441022814096685e-01,3.326677338610555257e-01,2.630980662440028928e-01
6.400000000000000000e+01,2.054190100000000130e-02,2.013683748784779459e-02,1.427482647996427545e+01,9.853365884205674163e+00,1.837125187368508961e+01,6.169720468629895649e-01,9.434143938549794939e-01,3.316161658713904781e-01,-2.025317560761033531e-02
6.900000000000000000e+01,1.741751100000000010e-02,1.976920912362463423e-02,1.372304061384503981e+01,9.828419919940218463e+00,1.728344841662302045e+01,6.122848973553685070e-01,9.437758213559189757e-01,3.305861446339825593e-01,1.175849061812316992e-01
7.400000000000000000e+01,1.789720499999999936e-02,1.945986184286769421e-02,1.314500072630029237e+01,9.794409500769939214e+00,1.617364803588962374e+01,6.085754003108313492e-01,9.441276429329509279e-01,3.295800264728891427e-01,7.813284214338474254e-02
7.900000000000000000e+01,1.729575800000000135e-02,1.920441440534383093e-02,1.254586020487415432e+01,9.751544785076825761e+00,1.504777532894373415e+01,6.057704082299870674e-01,9.444692489820251113e-01,3.285998139490182712e-01,9.543282026719147881e-02
8.400000000000000000e+01,1.895899499999999932e-02,1.899898402160268840e-02,1.193555176418878006e+01,9.700079249302131501e+00,1.392116539535791198e+01,6.038052059082595902e-01,9.448001545287421088e-01,3.276471699900138090e-01,1.999451080134453940e-03
8.900000000000000000e+01,2.356499999999999914e-02,1.884005973079022622e-02,1.133194669761893003e+01,9.640412113216102696e+00,1.282440189951195642e+01,6.026212915289977934e-01,9.451199900822887523e-01,3.267234370945162891e-01,-2.362470134604886529e-01
