dataset,fluence_ratio,t_ps,y_exp,sigma,y_fit_raw,y_fit,residual_raw,residual,offset_mask,offset_pre0,offset_npts,offset_apply_to,u_m_chi2q,u_raw_m_chi2q,m,eta,phi,chi2q,Te,Ts,Tl,A_obs,B_obs,readout_source,dt_i_ps,sigma_irf_ps,y_column
deltak12k_1p0mW.csv,1.0,34.0,0.033139035,,0.034430043524235655,0.034430043524235655,0.001291008524235658,0.001291008524235658,0,0.0017004664620211708,4,pre0_only,0.2664424442693846,0.2664424442693846,0.7571706221806456,0.9360405289870315,0.1797959213928896,0.3518922109022567,12.014970325162341,7.586013854480278,19.340587014351982,0.15,-0.005536323116172037,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_1p0mW.csv,1.0,39.0,0.03381598,,0.03389975937206432,0.03389975937206432,8.377937206431596e-05,8.377937206431596e-05,0,0.0017004664620211708,4,pre0_only,0.2629072165882424,0.2629072165882424,0.7486892985575295,0.9363167284437304,0.17940306185954355,0.3511566374660029,11.698985616285574,7.630639371530862,18.291488863948505,0.15,-0.005536323116172037,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_1p0mW.csv,1.0,44.0,0.033201665,,0.0334240415014361,0.0334240415014361,0.00022237650143610427,0.00022237650143610427,0,0.0017004664620211708,4,pre0_only,0.25973576411738764,0.25973576411738764,0.7412104919027789,0.9365922713381335,0.17901031436719325,0.350421057115117,11.353320210977024,7.668264829180212,17.2137012352041,0.15,-0.005536323116172037,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_1p0mW.csv,1.0,49.0,0.032890558,,0.032997329049897814,0.032997329049897814,0.00010677104989781361,0.00010677104989781361,0,0.0017004664620211708,4,pre0_only,0.2568910144404657,0.2568910144404657,0.7346308538890113,0.9368665083324235,0.17861860783730635,0.3496872110401138,10.97743575938438,7.698859766776901,16.10166130807168,0.15,-0.005536323116172037,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_1p0mW.csv,1.0,54.0,0.032440767,,0.03261496708797065,0.03261496708797065,0.00017420008797065095,0.00017420008797065095,0,0.0017004664620211708,4,pre0_only,0.2543419346942846,0.2543419346942846,0.7288636309615895,0.9371388039920133,0.17822885907570468,0.34895681975341725,10.570815892096284,7.7223542848104785,14.950625791851705,0.15,-0.005536323116172037,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_1p0mW.csv,1.0,59.0,0.031642109,,0.03227307717331375,0.03227307717331375,0.0006309681733137479,0.0006309681733137479,0,0.0017004664620211708,4,pre0_only,0.25206266859657195,0.25206266859657195,0.7238363035535305,0.9374085331808915,0.17784197775247396,0.34823159236296986,10.133842559025068,7.738650324453976,13.758874898353632,0.15,-0.005536323116172037,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_1p0mW.csv,1.0,64.0,0.031112671,,0.03196843973454831,0.03196843973454831,0.0008557687345483109,0.0008557687345483109,0,0.0017004664620211708,4,pre0_only,0.2500317523381357,0.2500317523381357,0.7194884400001492,0.9376750793262817,0.17745886871096964,0.3475132308422965,9.669783606610368,7.7476519081377235,12.532751838568373,0.15,-0.005536323116172037,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_1p0mW.csv,1.0,69.0,0.031917796,,0.03169837437297164,0.03169837437297164,-0.0002194216270283572,-0.0002194216270283572,0,0.0017004664620211708,4,pre0_only,0.2482313165942912,0.2482313165942912,0.7157695130512142,0.937937837165918,0.17708042779937494,0.34680342214649473,9.189025749313151,7.74933748260393,11.29731611143576,0.15,-0.005536323116172037,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_1p0mW.csv,1.0,74.0,0.031831533,,0.03146059352144045,0.03146059352144045,-0.0003709394785595538,-0.0003709394785595538,0,0.0017004664620211708,4,pre0_only,0.2466461109174166,0.2466461109174166,0.71263623372824,0.9381962253644797,0.17670752335117904,0.3461038033767362,8.716557811513319,7.743913841353371,10.114617821176653,0.15,-0.005536323116172037,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_1p0mW.csv,1.0,79.0,0.0316194,,0.03125299387807348,0.03125299387807348,-0.00036640612192651717,-0.00036640612192651717,0,0.0017004664620211708,4,pre0_only,0.24526211329497014,0.24526211329497014,0.7100487561992365,0.9384497175885584,0.17634095068492434,0.3454158762389983,8.298387578818122,7.732074459604849,9.097083801142025,0.15,-0.005536323116172037,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_1p0mW.csv,1.0,84.0,0.03131637,,0.031073375133251053,0.031073375133251053,-0.00024299486674895024,-0.00024299486674895024,0,0.0017004664620211708,4,pre0_only,0.24406465499615396,0.24406465499615396,0.7079655600544214,0.9386978962621711,0.17598135314655983,0.34474085854881514,7.987237111374951,7.715214360766324,8.366290240164705,0.15,-0.005536323116172037,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_1p0mW.csv,1.0,89.0,0.031111538,,0.03091919853625868,0.03091919853625868,-0.00019233946374131936,-0.00019233946374131936,0,0.0017004664620211708,4,pre0_only,0.24303681101620478,0.24303681101620478,0.7063390502272184,0.9389405063731947,0.17562914217294254,0.3440795336715754,7.798912220604462,7.695189879470305,7.9456254142638185,0.15,-0.005536323116172037,json_best_local_params,0.5146593205424301,0.2,delta_k
deltak12k_1p0mW.csv,1.0,94.0,0.031824484,,0.030787595898494845,0.030787595898494845,-0.0010368881015051547,-0.0010368881015051547,0,0.0017004664620211708,4,pre0_only,0.24215946009777922,0.24215946009777922,0.7051157082801169,0.9391774610807009,0.17528448669117927,0.34343222999306383,7.699573271655662,7.673614791109432,7.741458249021331,0.15,-0.005536323116172037,json_best_local_params,0.5146593205424301,0.2,delta_k
