t_ps,m_1p0mW,chi2q_1p0mW,eta_1p0mW,phi_1p0mW,m_chi2q_1p0mW,m2_chi2q2_1p0mW,m2_chi2q_1p0mW,m2_1p0mW,m_2p0mW,chi2q_2p0mW,eta_2p0mW,phi_2p0mW,m_chi2q_2p0mW,m2_chi2q2_2p0mW,m2_chi2q_2p0mW,m2_2p0mW,m_2p5mW,chi2q_2p5mW,eta_2p5mW,phi_2p5mW,m_chi2q_2p5mW,m2_chi2q2_2p5mW,m2_chi2q_2p5mW,m2_2p5mW,m_3p0mW,chi2q_3p0mW,eta_3p0mW,phi_3p0mW,m_chi2q_3p0mW,m2_chi2q2_3p0mW,m2_chi2q_3p0mW,m2_3p0mW,m_3p5mW,chi2q_3p5mW,eta_3p5mW,phi_3p5mW,m_chi2q_3p5mW,m2_chi2q2_3p5mW,m2_chi2q_3p5mW,m2_3p5mW,m_4p0mW,chi2q_4p0mW,eta_4p0mW,phi_4p0mW,m_chi2q_4p0mW,m2_chi2q2_4p0mW,m2_chi2q_4p0mW,m2_4p0mW
22.5,0.7809793017763871,0.3535628589019302,0.9354107679544286,0.18068862298689584,0.2761252746792927,0.07624516731671485,0.21564812422184712,0.6099286698031331,0.71695307261654,0.34534808826191615,0.9384746655791193,0.1763048341649086,0.24759837300162882,0.06130495431305372,0.17751641429837392,0.5140217083342976,0.6844750960933553,0.3287665276090605,0.9444112294566815,0.16749860110402814,0.22503250057749044,0.05063962631615824,0.1540291424569058,0.468506157172008,0.6507396909658706,0.15853838249882063,0.9873528149930285,0.07960506840136478,0.10316721803351152,0.010643474876774105,0.06713500358093588,0.42346214539835675,0.6156307475063751,0.0490374468787038,0.9987969407260008,0.024528560665961464,0.030188960077740586,0.0009113733105754148,0.01858525205909955,0.3790012172752582,0.5726134767918284,0.014101392407485501,0.9999005704229647,0.007050929895617578,0.008074647334056164,6.519992956938032e-05,0.004623651883821768,0.32788619380362577
22.75,0.7803798342750186,0.353526468112847,0.9354245219918367,0.18066917136051583,0.27588492659773617,0.07611249272383827,0.215295033297317,0.6089926857431054,0.715694052100234,0.34527734645520475,0.9385006947386094,0.17626714490794046,0.24711294318294183,0.06106480668853584,0.17685726363301454,0.5122179762116524,0.6827944348701104,0.32821643083149893,0.9446025484468227,0.16720739266052898,0.224104352404678,0.0502227607667201,0.15301720465208415,0.4662082402895934,0.6485525849902544,0.15604734328615721,0.9877495768935223,0.07834384877949357,0.10120490786909887,0.01024243337679279,0.06563670461220461,0.4206204554975411,0.6128111634803395,0.04727150937111074,0.9988820773253352,0.02364456627464996,0.028968508657182146,0.000839174493821237,0.017752225494498074,0.37553752208612734,0.5687031530785839,0.013131053081858244,0.9999137840058819,0.006565715231902289,0.007467671290895039,5.5766114508857984e-05,0.004246888209286428,0.32342327632152323
23.0,0.7797840928020107,0.3534900625864801,0.9354382799803558,0.18064971214291636,0.27564592776852437,0.07598067749537055,0.2149443097195473,0.6080632313870548,0.7144438754907038,0.34520655410850204,0.9385267364335093,0.17622942977096726,0.24663070836206952,0.06082670630717619,0.17620379909721448,0.5104300512261762,0.6811256208364617,0.32766334693524113,0.9447945443720533,0.16691466230619434,0.22317990060661905,0.049809268034780356,0.1520135483589032,0.46393211135985535,0.6463807361252563,0.153654359834743,0.9881246569657977,0.07713274827500495,0.09931921821883619,0.009864307107600803,0.06419802938367629,0.41780805603382815,0.6100088743271109,0.04557479924441318,0.998960929002647,0.022795295479397373,0.027801031984768552,0.000772897379418124,0.01695887622616067,0.372110826757829,0.564800648090954,0.012223996095518682,0.9999252841685007,0.006112150273314234,0.006904120917010243,4.766688563669835e-05,0.0038994519684256964,0.31899977208396163
23.25,0.7791920531862255,0.35345364256238565,0.9354520418275761,0.18063024546244594,0.27540826945433555,0.0758497148838319,0.21459593494058893,0.6071402557485657,0.7132024773044537,0.3451357111513578,0.9385527906772461,0.17619168871839735,0.2461516441993828,0.06059063194205954,0.17555596243556426,0.5086577736332099,0.6794685673243426,0.32710731190890213,0.9449871991173914,0.16662042991020007,0.2222591365840586,0.04939912379509122,0.15101809710951566,0.4616775339817947,0.6442240735009058,0.15135334653758356,0.9884797238648216,0.07596862444727163,0.0975054694444363,0.009507316571579901,0.06281537071411286,0.41502465687810053,0.6072240972076153,0.04394392550424583,0.9990339991267951,0.021979040465430835,0.026683810492074373,0.0007120257423769384,0.016203052736108954,0.3687211042296034,0.5609070564306948,0.011376554948433957,0.9999352849047308,0.005688400183199654,0.006381189948448146,4.071958515817565e-05,0.0035792544705091868,0.3146167259537467
23.5,0.7786036914551172,0.353417208279682,0.935465807441296,0.1806107714472115,0.2751719429903224,0.07571959820906923,0.21424989059714208,0.6062237083475354,0.7119697925756764,0.3450648175153827,0.9385788574824577,0.1761539217157415,0.24567572655159065,0.06035656261665194,0.17491369607381457,0.5069009855402516,0.6778231878234926,0.3265483609163831,0.9451804949229663,0.16632471489084572,0.22134205097487922,0.04899230352976603,0.15003077459118264,0.45944427395120174,0.6420825176470009,0.14913865525139433,0.9888162931049457,0.07484856435457617,0.09575932324230338,0.009169847987823944,0.06148538735559112,0.4122699594679112,0.6044569993750805,0.04237569125637909,0.9991017469660155,0.02119419192401958,0.02561428318327574,0.0006560915029930423,0.015482732754106438,0.365368264093526,0.5570234295307639,0.010585215825704436,0.9999439750335632,0.0052927067544608205,0.005896213221557201,3.476533035406595e-05,0.003284328909916426,0.31027510104621386
23.75,0.7780189838331658,0.35338075997705354,0.935479576729519,0.18059129022508058,0.27493693978353906,0.07559032085753738,0.21390615850858935,0.6053135392047919,0.7107457568552688,0.34499387313452556,0.9386049368608919,0.1761161287297605,0.24520293147142894,0.06012447760218227,0.17427694311179134,0.5051595308877688,0.676189396125984,0.32598652869151684,0.9453744142463635,0.16602753642456478,0.22042863398112256,0.0485887826787837,0.1490515049005708,0.45723209943322296,0.6399559825548713,0.14700505195601402,0.9891357412910574,0.07376987163061745,0.09407676246504085,0.008850437235903718,0.06020498695889646,0.4095436596077707,0.6017077029275595,0.04086708405643422,0.9991645917669042,0.02043923404674007,0.024590039272944526,0.0006046700314449541,0.014796016045821925,0.36205215976236016,0.5531507689592977,0.00984661824231532,0.9999515208794825,0.004923388681932554,0.005446664452385368,2.9666153656878403e-05,0.0030128266301002386,0.30597577320026237
24.0,0.7774379067403205,0.35334429789275495,0.9354933496004534,0.18057180192368358,0.27470325131237167,0.07546187628158803,0.21356472067505042,0.6044096988367713,0.7095303062088912,0.34492287794528903,0.938631028823328,0.1760783097285798,0.24473323520697293,0.059894356414871536,0.1736456473158961,0.503433255428883,0.6745671064309604,0.32542184982759786,0.9455689396626691,0.1657289135991023,0.2195188756076132,0.04818853674803076,0.1480802127256056,0.45504078107863866,0.6378443773170073,0.14494769078738265,0.9894393194811925,0.07273005238497365,0.0924540695738162,0.008547754980760047,0.058971308437734064,0.40684544967492076,0.5989762898263447,0.0394152672593463,0.9992229164239951,0.01971274004309091,0.023608810545517042,0.0005573759353741167,0.014141117747766878,0.35877259577413323,0.5492900199055556,0.009157554909031088,0.9999580687149278,0.004578841453596547,0.005030153518267905,2.5302444417342983e-05,0.002763013126177378,0.3017195259678457
24.25,0.7768604367904594,0.35330782226461455,0.93550712596251,0.1805523066704155,0.27447086912597446,0.0753342579987678,0.2132255592754615,0.6035121382502633,0.7083233772143657,0.3448518318869034,0.9386571333795141,0.1760404646817819,0.24426661420069207,0.05966617881306974,0.17301975311135273,0.5017220067083645,0.6729562334201403,0.324854358988889,0.9457640537924445,0.165428865525261,0.21861276583527683,0.047791541386149584,0.14711682347406704,0.4528700920990224,0.6357476074183717,0.14296208701912008,0.989728165546044,0.07172680070612146,0.09088780477394263,0.00826059305662631,0.057781704428542094,0.40417502033818403,0.596262806956625,0.038017571862620364,0.9992770708015223,0.01901336792511285,0.022668464112481225,0.0005138592652188492,0.013516362041103576,0.3555293349597935,0.5454420651184132,0.008514970835461216,0.9999637469786948,0.004257536867379876,0.004644423276917026,2.1570667575168683e-05,0.00253326382344565,0.2975070464006393
24.5,0.7762865507898588,0.353271333330038,0.9355209057243014,0.18053280459243806,0.2742397848437097,0.07520745959112418,0.21288865666567636,0.6026208089372159,0.7071249069586197,0.34478073490146793,0.9386832505381161,0.1760025935604815,0.24380304508832504,0.05943992479433985,0.17239920557431002,0.5000256340412366,0.6713566923118535,0.32428409106423756,0.945959739250377,0.1651274114179149,0.2177102947462424,0.047397772438495744,0.14616126336307597,0.45071980831191266,0.6336655757457609,0.14104409010085572,0.9900033154730451,0.07075798431027551,0.08937478455929572,0.007987852115020525,0.05663372431491946,0.4015320618852066,0.5935672710332719,0.036671488499295274,0.9993273747532617,0.018339856384205794,0.02176699535325471,0.0004738020867086122,0.01292017603042531,0.3523221052418857,0.5416077195703369,0.007915961705060067,0.9999686682843038,0.003958022189825035,0.004287345967283699,1.8381335443183798e-05,0.0023220596723496044,0.2933389218981807
24.75,0.7757162257356773,0.3532348313260125,0.9355346887946397,0.18051329581668188,0.27400999015459304,0.07508147470452017,0.21255399537659103,0.6017356628696043,0.7059348330343274,0.3447095869340725,0.9387093803066746,0.17596469633739004,0.2433425046976364,0.0592155745925192,0.17178395042388098,0.49834398849120365,0.6697683988993078,0.32371108127772297,0.9461559786092394,0.1648245706542192,0.21681145261334422,0.04700720598430841,0.14521345947987271,0.44858970816414234,0.6315981833721694,0.139189857494649,0.9902657136196422,0.06982163069515494,0.08791206113745144,0.007728530493434999,0.05552509811091743,0.39891626523902457,0.590889673198439,0.0353746593832057,0.9993741208744211,0.017691020659139592,0.020902520922448507,0.00043691538091339757,0.012351083756889134,0.34915060589255803,0.5377877260998355,0.007357771568098584,0.9999729312324167,0.0036789189787101253,0.003956919240769758,1.5657209877973917e-05,0.0021279826008542557,0.2892156383436317
25.0,0.7751494388144498,0.3531983164891107,0.9355484750825357,0.18049378046984849,0.2737814768167426,0.07495629704795656,0.2122215581122893,0.6008566524943564,0.7047530935363446,0.3446383879329025,0.9387355226915673,0.1759267729868714,0.2428849700470919,0.05899310867477672,0.17117393401417041,0.49667692284904774,0.6681912695772854,0.3231353652673965,0.9463527543751887,0.16452036281489305,0.2159162299633415,0.04661981836158257,0.14427333982154628,0.44647957273930444,0.629545330163483,0.13739582978192771,0.9905162219562764,0.06891591402340072,0.0864969030231494,0.007481714232596112,0.054453721371827364,0.39632732273064886,0.5882299832073455,0.03412487013231215,0.9994175770109573,0.0170657483562073,0.020073271784882822,0.0004029362401497728,0.011807700324938107,0.346014513144114,0.5339827522392713,0.006837789909415552,0.9999766220413129,0.003418921597218584,0.003651261875063634,1.3331713280293203e-05,0.0019497108651928014,0.285137579689027
25.25,0.7745861674005938,0.35316178905549356,0.9355622644971969,0.18047425867841208,0.27355423665683176,0.07483192039290192,0.21189132774821032,0.5999837307283408,0.7035796270580094,0.34456713784933374,0.9387616776979758,0.1758888234849921,0.24243041834447993,0.05877250773867955,0.17056910332632638,0.4950242916110875,0.6666252213603462,0.3225569791403043,0.9465500489714642,0.16421480771292507,0.2150246176207299,0.046235586182941116,0.14334083331934286,0.44438918575373054,0.6275069152460245,0.13565870730937646,0.9907556283620845,0.06803914285888467,0.08512677694997015,0.007246568153889969,0.05341764120871215,0.3937649286815814,0.58558815314613,0.032920041487667896,0.999457988546017,0.016462995228651193,0.01927758629625742,0.0003716253334096519,0.011288726156340528,0.3429134851050954,0.5301933883665504,0.0063535481547725625,0.9999798160092257,0.0031767954508850654,0.003368609224328909,1.1347528106233814e-05,0.001786014338729761,0.2811050290676037
25.5,0.774026389054928,0.353125249260915,0.9355760569480264,0.18045473056862182,0.2733282615695474,0.07470833857263094,0.21156328732933766,0.5991168509534108,0.7024143726873608,0.34449583663801886,0.9387878453298548,0.17585084780956725,0.24197882698550155,0.058553752709279296,0.1699694059606445,0.49338595095777865,0.6650701718947928,0.32197595950985075,0.9467478447283157,0.16390792541291963,0.21413660673720727,0.045854486344925366,0.1424158698516821,0.4423183335441692,0.6254828373657672,0.13397542849819266,0.9909846540480461,0.06718974880795243,0.083799331154344,0.007022327901915409,0.05241504341977262,0.39122877983913074,0.5829641206662637,0.031758220998930546,0.9994955804799655,0.015881780949382772,0.018513903378566416,0.00034276461831089295,0.01079294140318614,0.33984716598419007,0.526420147236422,0.005902715682332606,0.999982578822038,0.0029513749799957942,0.0031073084585882677,9.655365856814196e-06,0.0016357497762790154,0.27711817141641626
25.75,0.7734700815232018,0.35308869734072496,0.9355898523446211,0.18043519626650362,0.2731035435170517,0.07458554548157015,0.21123742006840926,0.5982559670115085,0.7012572700033083,0.3444244842569686,0.9388140255899041,0.17581284594020344,0.24153017355233922,0.058336824736223106,0.16937479012873866,0.49176175873249284,0.6635260394660595,0.3213923435199959,0.9469461238775546,0.16359973624346946,0.21325218881053815,0.04547649603248541,0.1414983802489247,0.4402668050495147,0.6234729951635655,0.13234314984878334,0.9912039601858451,0.06636627607244447,0.08251238002560152,0.006808292857489284,0.051444240712636126,0.3887185756982273,0.580357811750001,0.030637574773380985,0.9995305593187261,0.015321184924226227,0.01778075585280642,0.0003161552786971098,0.010319200557995758,0.3368151896592496,0.5226634648565489,0.005483095410189934,0.9999849677193766,0.002741561442415717,0.0028658136452289116,8.212887849180222e-06,0.0014978560894485194,0.27317709749585295
26.0,0.7729172227346394,0.3530521335298734,0.9356036505967709,0.1804156558978622,0.2728800745284488,0.07446353507465178,0.21091370934415005,0.5974010331998281,0.7001082590717768,0.34435308066762876,0.9388402184795417,0.17577481785833962,0.24108443581221667,0.058121705190894817,0.16878520464579252,0.4901515744205141,0.6619927430027489,0.3208061688596138,0.9471448685505386,0.16329026080432119,0.2123713556955788,0.04510159271997805,0.14058829629212866,0.43823439178830353,0.621477287385507,0.13075922760662823,0.9914141538205504,0.06556737188913908,0.08126389007359142,0.0066038198298927495,0.05050366196532962,0.38623401873604807,0.5777691430410248,0.029556379391553353,0.9995631147842854,0.01478034219613731,0.017076763992453187,0.0002916158684539457,0.009866427297833507,0.33381718265036014,0.5189237025884446,0.005092619033093853,0.9999870325316143,0.002546320523000069,0.0026426807245254467,6.98376141177834e-06,0.001371349666329858,0.26928180910810046
26.25,0.7723677908004977,0.3530155580629141,0.9356174516144562,0.18039610958828317,0.2726578466992578,0.07434230136667597,0.21059213869952653,0.5965520042660414,0.698967280441844,0.34428162583495453,0.9388664239988777,0.17573676354728632,0.24064159171595467,0.057908375663588224,0.1682005989228974,0.48855525912826736,0.6604702020782013,0.32021747376947146,0.9473440607787109,0.16297951996963989,0.21149409960949395,0.04472975416963055,0.1396855507074297,0.43622088783322005,0.6194956130432421,0.12922120101357615,0.9916157931419854,0.06479177781048691,0.08005196714008937,0.006408317442997948,0.04959184245876713,0.3837748145798223,0.5751980237856559,0.02851301408112206,0.99959342136091,0.014258439485251217,0.01640062935163399,0.0002689806431296783,0.009433609591900892,0.3308527665669239,0.5152011502849236,0.004729341980437196,0.9999888165996819,0.0023646798052787987,0.002436562428412022,5.936836467549091e-06,0.0012553197658589006,0.26543222525490845
26.5,0.7718217640126379,0.35297897117400834,0.9356312553078475,0.180376557463135,0.2724368521908892,0.07422183843168041,0.21027269184002237,0.5957088354035801,0.6978342751418857,0.3442101197274817,0.9388926421466901,0.17569868299226335,0.2402016193965289,0.05769681796071493,0.16762092295948383,0.486972675562801,0.6589583369102646,0.3196262970436625,0.94754368249604,0.16266753488834607,0.2106204131326781,0.04436095842818,0.1387900771572624,0.4342260897835418,0.6175278715358221,0.12772677704945465,0.9918093921840824,0.06403832177272718,0.07887484476948023,0.0062212411374096025,0.048707415008215495,0.3813406721235628,0.5726443574342422,0.027505953223493678,0.9996216396903715,0.013754711401129568,0.015751128909283863,0.00024809806191687786,0.009019795093120774,0.3279215601012762,0.5114960302281334,0.00439143816805432,0.9999903575889201,0.002195726141396388,0.002246203189952091,5.045428770550949e-06,0.0011489240147462643,0.2616281889391395
26.75,0.7712791208421079,0.35294237309692866,0.9356450615873032,0.18035699964757104,0.2722170832301264,0.07410214040231755,0.2099553526319348,0.594871482246975,0.6967091846757274,0.34413856231739737,0.9389188729204003,0.17566057618043715,0.23976449716763093,0.0574870141020469,0.1670461273358459,0.48540368801151684,0.6574570683597477,0.31903267802685525,0.9477437155428744,0.1623543269822468,0.20975028920649555,0.043995183822208524,0.1379018102293118,0.43224979673619396,0.6155739627419381,0.12627381655559589,0.9919954250159039,0.06330591089164678,0.07773087364767671,0.006042088718031082,0.047849101918693245,0.378931303605813,0.5701080429518935,0.0265337592491894,0.9996479178291255,0.013268436854499046,0.015127109557712072,0.00022882944357102393,0.008624086825466113,0.3250231806384381,0.5078085016107213,0.004077194614349494,0.9999916882074954,0.0020386029553261316,0.0020704340878881194,4.286697312289109e-06,0.0010513840318542263,0.25786947430812596
27.0,0.7707398399377364,0.35290576406506285,0.9356588703633681,0.18033743626653173,0.27199853210861114,0.07398320146923916,0.2096401051006902,0.5940399008672476,0.6955919510188193,0.34406695358060824,0.9389451163160494,0.175622443100957,0.23933020352223683,0.0572789463179953,0.1664761632057638,0.48384816232216754,0.6559663179279082,0.31843665660835746,0.9479441416708534,0.16203991794249364,0.20888372112865794,0.04363240895255494,0.13702068542384574,0.43029181025589747,0.6136337870894243,0.12486032162710987,0.9921743294820596,0.06259352492458503,0.07661851201724698,0.00587039638373702,0.04701570769029983,0.3765464246577089,0.5675889758845962,0.02559507595740791,0.999672392379991,0.01279893568551849,0.014527482950353606,0.00021104776087281472,0.008245639169972136,0.3221572455457248,0.5041386653062327,0.003785005985863295,0.999992836839188,0.0018925075117123533,0.001908167865889223,3.641104604412232e-06,0.0009619812010896354,0.25415579385674975
27.25,0.7702039001247384,0.35286914431141764,0.9356726815467725,0.18031786744474643,0.271781191182333,0.07386501588048786,0.20932693342918005,0.593214047767358,0.6944825166144306,0.34399529349680813,0.9389713723282754,0.17558428374499063,0.238898717131183,0.05707259704692499,0.16591098228922294,0.48230596588311286,0.6544860077532441,0.3178382732137631,0.9481449425486028,0.16172432972477277,0.20802070254686067,0.04327261268808948,0.13614663913991992,0.4283519343447794,0.6117072456072981,0.12348442416500878,0.9923465105438907,0.06190021034008045,0.0755363169813808,0.005705735183111638,0.04620611240400022,0.3741857543284673,0.5650870492219622,0.024688622278146635,0.9996951895102861,0.012345565517188186,0.013951220712513479,0.0001946365593692651,0.007883654145478564,0.31932337319838433,0.5004865686960277,0.0035133691330560654,0.9999938280996212,0.0017566881805643354,0.0017583940619657677,3.091949677156472e-06,0.0008800526104887174,0.25048680544512364
27.5,0.7696712804033304,0.35283251406862254,0.9356864950484298,0.18029829330673564,0.2715650528711228,0.07374757794089573,0.2090158219561152,0.5923938798777021,0.6933808243698677,0.34392358204954526,0.93899764095029,0.17554609810575966,0.23847001684175154,0.05686794893250526,0.1653505368652299,0.4807769676038373,0.6530160606077826,0.3172375687947385,0.9483460997680138,0.16140758454352383,0.20716122745113058,0.04291577415905906,0.13527960866081012,0.4264299754117072,0.6097942399643963,0.12214437548244948,0.9925123432673281,0.06122507493869679,0.07448293661324612,0.005547707846532839,0.045419265722390724,0.37184901509375573,0.5626021540924985,0.02381318648238592,0.9997164258676333,0.011907718836152445,0.013397350010796685,0.00017948898731179395,0.007537377975205372,0.3165211837895194,0.4968522103542948,0.0032608776706423825,0.999994683324275,0.0016304417248321952,0.0016201742783536319,2.6249646922387118e-06,0.0008049871713591764,0.24686211893394838
27.75,0.769141959947358,0.3527958735689329,0.9357003107794363,0.18027871397681258,0.2713501096581494,0.07363088201148969,0.20870675517439954,0.5915793545516633,0.6922868176527195,0.3438518192262871,0.9390239221738564,0.175507886178574,0.23804408167626448,0.056664984821096075,0.16479477976472517,0.47926103789572966,0.6515563998930024,0.3166345848173642,0.9485475948509571,0.16108970486540858,0.20630529016521731,0.04256187275015451,0.13441953213893024,0.42452574224153006,0.6078946724977172,0.12083853686485463,0.9926721754982161,0.060567282971799107,0.07345710279256414,0.005395945950677334,0.044654181444716924,0.36953593285110686,0.5601341803220193,0.022967620833846,0.9997362094038771,0.011484820297214454,0.012864949469713264,0.00016550692485827557,0.007206097926102036,0.31375029996502046,0.49323554443337436,0.0030262166480469524,0.9999954209959159,0.001513110633537438,0.00149263761597278,2.2279670526169043e-06,0.000736221927156068,0.2432813022924872
28.0,0.7686159181029313,0.3527592230442345,0.9357141286510683,0.1802591295790857,0.27113635408942105,0.07351492250890392,0.20839971772952182,0.590770429561212,0.691200440287131,0.3437800050184862,0.9390502159892673,0.1754696479608665,0.23762089083068977,0.056463687759170586,0.16424366436359306,0.47775804865312377,0.6501069496355004,0.31602936324935255,0.9487494092563161,0.16077071340219895,0.2054528853372861,0.04221088809341603,0.13356634858043528,0.42263904596437507,0.6060084462328612,0.1195653709931654,0.9928263302608703,0.05992605071023018,0.07245762469882377,0.0052501073769955975,0.04390993256145798,0.3672462369055666,0.5576830168808692,0.022150836667843534,0.9997546401167211,0.01107632424394854,0.012353145419358362,0.00015260020175181447,0.006889139405435861,0.31101034731734784,0.4896364846307932,0.002808157348660885,0.9999960571183795,0.0014040805197053524,0.0013749762924884442,1.8905598049052678e-06,0.0006732385583047231,0.23974388708160096
28.25,0.7680931343870755,0.3527225627260469,0.935727948574782,0.18023954023746028,0.2709237787732912,0.07339969390479924,0.20809469441796785,0.589967063092562,0.6901216365501017,0.34370813942164397,0.9390765223853228,0.1754313834522267,0.23720042367325547,0.056264040990771896,0.16369714457576456,0.4762678732345907,0.6486676344824798,0.31542194654637856,0.9489515243872542,0.16045063310321098,0.20460400793009856,0.041862800061059836,0.13271999782965158,0.420769700025096,0.6041354648984089,0.11832343414600184,0.992975107911521,0.059300642418460246,0.0714833828961711,0.005109874030280606,0.04318564675848929,0.3649796599480166,0.5552485522411986,0.021361799878131915,0.9997718107178091,0.010681712435524383,0.011861108455598958,0.0001406858937954811,0.006585863297947162,0.3083009547659471,0.4860549076545436,0.0026055522489686306,0.9999966055429778,0.001302777598558838,0.0012664414577615362,1.603873965937165e-06,0.0006155600858021691,0.23624937325506692
28.5,0.7675735884863927,0.35268589284552654,0.9357417704622113,0.18021994607564046,0.27071237637996814,0.07328519072528954,0.20779167018565114,0.5891692137418781,0.6890503511678168,0.34363622243537484,0.9391028413493091,0.17539309265443462,0.23678265974307702,0.05606602795500579,0.1631551748464169,0.4747903864444916,0.6472383796971107,0.3148123776376993,0.9491539215986513,0.16012948714737776,0.20375865321081943,0.041517588758286976,0.13188042055343627,0.41891752015294126,0.6022756329356401,0.1171113691033293,0.9931187880745906,0.058690366693505996,0.07053332395066703,0.004974949787529739,0.042480502325442523,0.3627359380280259,0.5528306746617458,0.020599526788216832,0.999787807235166,0.010300491967705253,0.011388050292042618,0.00012968768945409196,0.006295663526031812,0.3056217548469611,0.4824906561316314,0.0024173301602065187,0.99999707825318,0.0012086662572424198,0.001166339215084825,1.3603471646446854e-06,0.0005627477731583291,0.23279723325433216
28.75,0.7670572602557366,0.35264921363347135,0.9357555942251664,0.18020034721713146,0.2705021396410305,0.07317140755037556,0.20749063012636354,0.5883768405110369,0.6879865293120035,0.3435642540634689,0.939129172866977,0.17535477557149387,0.23636757874879338,0.05586963228356704,0.16261771014526405,0.4733254645147763,0.6458191111538145,0.31420069991120614,0.9493565822046572,0.1598072989350383,0.20291681674056156,0.04117523451612264,0.13104755822555095,0.41708232433150305,0.6004288555046808,0.11592789868317163,0.9932576313861899,0.058094573132662794,0.06960645552739934,0.004845058651087823,0.04179372442805385,0.3605148105226609,0.5504292724143315,0.019863080381698952,0.9998027095571157,0.009932193375050826,0.010933220882405935,0.00011953531886347722,0.006017964815447875,0.30297238393057035,0.47894354092416974,0.0022424915693824727,0.9999974856126196,0.001121246724440932,0.00107402685273264,1.15353368039078e-06,0.0005143982238954124,0.22938691539298187
