t_ps,Te_1p0mW,Ts_1p0mW,Tl_1p0mW,m_1p0mW,meq_1p0mW,tau_m_ps_1p0mW,dm_dt_per_ps_1p0mW,Ts_minus_TN_1p0mW,above_TN_1p0mW,Te_2p0mW,Ts_2p0mW,Tl_2p0mW,m_2p0mW,meq_2p0mW,tau_m_ps_2p0mW,dm_dt_per_ps_2p0mW,Ts_minus_TN_2p0mW,above_TN_2p0mW,Te_2p5mW,Ts_2p5mW,Tl_2p5mW,m_2p5mW,meq_2p5mW,tau_m_ps_2p5mW,dm_dt_per_ps_2p5mW,Ts_minus_TN_2p5mW,above_TN_2p5mW,Te_3p0mW,Ts_3p0mW,Tl_3p0mW,m_3p0mW,meq_3p0mW,tau_m_ps_3p0mW,dm_dt_per_ps_3p0mW,Ts_minus_TN_3p0mW,above_TN_3p0mW,Te_3p5mW,Ts_3p5mW,Tl_3p5mW,m_3p5mW,meq_3p5mW,tau_m_ps_3p5mW,dm_dt_per_ps_3p5mW,Ts_minus_TN_3p5mW,above_TN_3p5mW,Te_4p0mW,Ts_4p0mW,Tl_4p0mW,m_4p0mW,meq_4p0mW,tau_m_ps_4p0mW,dm_dt_per_ps_4p0mW,Ts_minus_TN_4p0mW,above_TN_4p0mW
58.0,10.231857401559955,7.742516366947473,14.008905180122113,0.7245000549126112,0.6955805073487193,30.0,-0.0009639849187963938,-7.257483633052527,0.0,15.727132249556746,10.517802864834849,21.723668502402976,0.6030684056935846,0.54663803594732,30.0,-0.0018810123248754862,-4.482197135165151,0.0,17.95769463116688,11.863320596764153,23.810288009331202,0.5325694815677531,0.4572876121389286,30.0,-0.0025093956476274822,-3.1366794032358474,0.0,20.072036838734615,13.088189959302897,25.476987559643106,0.453675637674351,0.3570070065322811,30.0,-0.003222287704735662,-1.9118100406971035,0.0,22.48663878936507,14.201523420763587,27.374663466643348,0.35808099540843813,0.23072011604776493,30.0,-0.004245362645355773,-0.7984765792364126,0.0,26.20350769231473,17.181572989510748,29.58878331341765,0.1831563889495244,0.0,30.0,-0.006105212964984147,2.181572989510748,1.0
58.25,10.209550537074051,7.743211577490662,13.948749212989295,0.7242599210152588,0.6955471909467795,30.0,-0.0009570910022826432,-7.256788422509338,0.0,15.712179498818957,10.518995261769836,21.682551932676326,0.6025998038871765,0.5465653201725703,30.0,-0.0018678161238202058,-4.481004738230164,0.0,17.942649566176392,11.864667470037578,23.769073757842126,0.5319443306655779,0.4571894231761726,30.0,-0.0024918302496468423,-3.1353325299624224,0.0,20.056287985802282,13.089330185781305,25.435017644240663,0.4528729696126429,0.3569005290197531,30.0,-0.0031990813530963264,-1.9106698142186946,0.0,22.471818999570694,14.20246746160356,27.33415495117675,0.35702349633610886,0.23058368522750275,30.0,-0.00421466037028687,-0.7975325383964407,0.0,26.195561726041714,17.205785418760193,29.554874741586477,0.1816364276763122,0.0,30.0,-0.0060545475892104066,2.2057854187601933,1.0
58.5,10.187172974040847,7.743888597504702,13.888500303767191,0.724021507051125,0.695514744751219,30.0,-0.0009502254099968669,-7.256111402495298,0.0,15.697176294749937,10.520174726559082,21.64144406405964,0.6021344906609686,0.546493383518405,30.0,-0.0018547035714187845,-4.479825273440918,0.0,17.927537398124496,11.865999950220525,23.72787944845454,0.5313235571405737,0.45709226273474046,30.0,-0.00247437648019444,-3.134000049779475,0.0,20.040450940124998,13.090455311219493,25.393080344571676,0.4520760847639869,0.3567954305369308,30.0,-0.003176021807568537,-1.9095446887805068,0.0,22.456878989716788,14.20339577526094,27.29368882586459,0.35597365006027215,0.23044944850430282,30.0,-0.004184140051865644,-0.7966042247390597,0.0,26.18739828253653,17.229783977444953,29.52105378678972,0.18012908011690668,0.0,30.0,-0.006004302670563556,2.229783977444953,1.0
58.75,10.164725304842213,7.744547415781643,13.828159691242073,0.7237848059713261,0.695483169421008,30.0,-0.0009433878850106047,-7.255452584218357,0.0,15.682122986050702,10.521341276982202,21.600344828848733,0.6016724451864599,0.5464222252079306,30.0,-0.00184167399928431,-4.478658723017798,0.0,17.91235867593279,11.86731805860272,23.68670505273205,0.5307071331978411,0.4569961299177693,30.0,-0.0024570334426690615,-3.13268194139728,0.0,20.024526517977172,13.09156537012145,25.351175604612504,0.45128494657101986,0.3566917090783534,30.0,-0.0031531079164222155,-1.9084346298785508,0.0,22.441819951888665,14.204308427032295,27.253264967975475,0.3549314112574579,0.23031740026431713,30.0,-0.004153800366438027,-0.795691572967705,0.0,26.17901959494688,17.25356845564588,29.487319481387598,0.17863424159378763,0.0,30.0,-0.005954474719792921,2.2535684556458797,1.0
59.0,10.142208139175258,7.745188021428374,13.767728640646531,0.7235498107908681,0.6954524655968768,30.0,-0.000936578173133044,-7.254811978571626,0.0,15.667019920612184,10.52249493071319,21.559254158235586,0.6012136468015634,0.5463518444669644,30.0,-0.0018287267444866342,-4.47750506928681,0.0,17.897113946286616,11.868621816417356,23.645550539387393,0.5300950312656861,0.45690102382482817,30.0,-0.0024398002480285987,-3.131378183582644,0.0,20.008515530513638,13.09266039677801,25.30930335492691,0.4504995187631222,0.35658936264018404,30.0,-0.003130338537431273,-1.90733960322199,0.0,22.426643072027762,14.205205481746843,27.212883256775182,0.35389673493370233,0.23018753488596466,30.0,-0.004123640001591255,-0.7947945182531573,0.0,26.170428006784046,17.27713900332062,29.453670869241364,0.1771518082981246,0.0,30.0,-0.005905060276604154,2.2771390033206202,1.0
59.25,10.119622116858745,7.745810403889775,13.707208572614592,0.7233165145879614,0.6954226339001929,30.0,-0.0009297960229256182,-7.254189596110225,0.0,15.651867443343397,10.523635705319744,21.51817196241275,0.6007580750092468,0.5462822405240875,30.0,-0.001815861149505312,-4.4763642946802555,0.0,17.88180375200106,11.869911244839491,23.60441586145508,0.5294872239937363,0.45680694355205165,30.0,-0.0024226760147228205,-3.130088755160509,0.0,19.992418782810766,13.09374042526747,25.267463524115275,0.44971976535405084,0.35648838922023157,30.0,-0.0031077125377939755,-1.9062595747325304,0.0,22.41134952985875,14.206087003768964,27.17254357079798,0.3528695764217504,0.23005984674008,30.0,-0.004093657656055679,-0.7939129962310361,0.0,26.161625962823315,17.30049608861901,29.420107006625216,0.17568167728256465,0.0,30.0,-0.005856055909418821,2.30049608861901,1.0
59.5,10.096967923560774,7.746414552985795,13.646601074938896,0.723084910503328,0.6953936749311719,30.0,-0.0009230411857385379,-7.253585447014205,0.0,15.636665894619577,10.524763618261748,21.477098149310937,0.6003057094761874,0.5462134126107518,30.0,-0.0018030765621811864,-4.475236381738252,0.0,17.86642863115531,11.871186364984572,23.56330097178448,0.5288836842510776,0.4567138881922633,30.0,-0.0024056598686271434,-3.128813635015428,0.0,19.976237074193172,13.094805489458352,25.22565604350727,0.44894565063959235,0.35638878681777186,30.0,-0.0030852287940606833,-1.905194510541648,0.0,22.39594049816585,14.206953056999236,27.132245779981368,0.3518498913782817,0.22993433019027618,30.0,-0.004063852039600184,-0.7930469430007641,0.0,26.152615999953202,17.323640459533326,29.386626963008105,0.17422374645408498,0.0,30.0,-0.0058074582151361655,2.323640459533326,1.0
59.75,10.074246301220521,7.74700045895479,13.585907909328872,0.7228549917394995,0.695365589266788,30.0,-0.0009163134157570492,-7.25299954104521,0.0,15.621415611214111,10.525878686892103,21.43603263147356,0.5998565300314364,0.5461453599612407,30.0,-0.0017903723356731886,-4.474121313107897,0.0,17.850989117676388,11.872447197909038,23.52220582661975,0.5282843851244056,0.4566218568349498,30.0,-0.002388750942981858,-3.127552802090962,0.0,19.959971198626942,13.095855623012532,25.18388084719456,0.44817713919523466,0.3562905534333336,30.0,-0.0030628861920633686,-1.9041443769874675,0.0,22.380417142214913,14.207803704875403,27.09198975368808,0.350837635781165,0.22981097959331673,30.0,-0.004034221872928276,-0.7921962951245973,0.0,26.143400738086722,17.346573108798097,29.353229821716518,0.17277791456690395,0.0,30.0,-0.005759263818896798,2.346573108798097,1.0
60.0,10.051458046416005,7.747568112494224,13.525130894536026,0.7226267515601018,0.6953383774588109,30.0,-0.0009096124700430308,-7.252431887505776,0.0,15.606116927193456,10.526980928458135,21.3949753261625,0.5994105166650944,0.546078081812596,30.0,-0.001777747828416613,-4.473019071541865,0.0,17.835485741885545,11.873693764611222,23.48113038565439,0.5276892999161905,0.45653084856621157,30.0,-0.0023719483783326317,-3.1263062353887783,0.0,19.94362194504485,13.096890859388356,25.142137872063834,0.44741419587385445,0.35619368706848653,30.0,-0.0030406836268455973,-1.9031091406116438,0.0,22.364780619890368,14.208639010374833,27.05177536327615,0.3498327659267369,0.22968978929927303,30.0,-0.004004765887582129,-0.7913609896251668,0.0,26.13398287122933,17.36929524191454,29.319914680488452,0.17134408121544806,0.0,30.0,-0.005711469373848269,2.369295241914539,1.0
60.25,10.028603984141398,7.748117504774973,13.464271845335752,0.7224001832891356,0.6953120400331075,30.0,-0.000902938108534268,-7.251882495225027,0.0,15.590770174584284,10.528070360103209,21.353926155467672,0.5989676495269989,0.5460115774045328,30.0,-0.001765202404082204,-4.471929639896791,0.0,17.81991903093107,11.874926086032389,23.440074612087418,0.5270984021428601,0.45644086246870375,30.0,-0.0023552513224718774,-3.1250739139676114,0.0,19.927190097616634,13.097911231843812,25.100427057830707,0.4466567858034232,0.3560981857256214,30.0,-0.003018620002593394,-1.9020887681561884,0.0,22.349032081867726,14.20945903601715,27.011602482108156,0.3488352384271027,0.22957075365165727,30.0,-0.0039754828258481804,-0.7905409639828491,0.0,26.12436515878179,17.391808248148617,29.286680651928776,0.1699221468273801,0.0,30.0,-0.00566407156091267,2.3918082481486174,1.0
60.5,10.005684973912798,7.748648627464627,13.403332747465749,0.7221752803102567,0.6952865774885141,30.0,-0.0008962900940580868,-7.251351372535373,0.0,15.575375683876516,10.52914699886854,21.312885046420195,0.5985279089254186,0.54594584597934,30.0,-0.001752735431535953,-4.470853001131459,0.0,17.804289509134026,11.876144183057828,23.39903847268117,0.5265116655329938,0.4563518976215738,30.0,-0.0023386589303806657,-3.1238558169421715,0.0,19.91067643597513,13.098916773439694,25.05874834707436,0.4459048743847307,0.3560040474077325,30.0,-0.0029966942325666064,-1.9010832265603064,0.0,22.33317267175806,14.210263843866953,26.97147098556084,0.34784501020746295,0.22945386698754164,30.0,-0.003946371440664043,-0.7897361561330474,0.0,26.1145504171396,17.41411367432956,29.25352686387535,0.16851201265668586,0.0,30.0,-0.005617067088556195,2.4141136743295597,1.0
60.75,9.982701928534448,7.7491614727701075,13.342315782133607,0.7219520360660485,0.6952619902947805,30.0,-0.0008896681923755996,-7.2508385272298925,0.0,15.559933784408178,10.530210861695124,21.271851931108856,0.598091275325761,0.5458808867817763,30.0,-0.0017403462847994913,-4.469789138304876,0.0,17.788597698266912,11.87734807651807,23.358021937820542,0.5259290640255326,0.45626395310039053,30.0,-0.0023221703641714032,-3.1226519234819303,0.0,19.894081735406793,13.09990751704279,25.017101685272927,0.445158427289124,0.3559112701181958,30.0,-0.0029749052390309412,-1.9000924829572092,0.0,22.31720352622926,14.211053495536515,26.931380751035007,0.3468620385034626,0.22933912363767994,30.0,-0.0039174304955260884,-0.7889465044634854,0.0,26.10454151163679,17.43621320126494,29.22045245968463,0.16711358077681418,0.0,30.0,-0.0055704526925604726,2.436213201264941,1.0
61.0,9.959655826705522,7.749656033487986,13.281223335378252,0.7217304440572819,0.6952382788901473,30.0,-0.0008830721722378199,-7.250343966512014,0.0,15.5444448046653,10.531261965425768,21.230826746799757,0.5976577293492873,0.5458166990589565,30.0,-0.0017280343430110276,-4.468738034574232,0.0,17.772844117780824,11.878537787190123,23.31702498157362,0.525350571768005,0.45617702797706927,30.0,-0.0023057847930311923,-3.1214622128098775,0.0,19.877406767013692,13.100883495329084,24.975487020839605,0.4444174104562652,0.35581985186054627,30.0,-0.0029532519531906315,-1.899116504670916,0.0,22.30112577510795,14.211828052188594,26.891331657965733,0.3458862808585614,0.2292265179266142,30.0,-0.0038886587643982397,-0.7881719478114064,0.0,26.09434134887016,17.458108622585776,29.187456598445074,0.1657267540738776,0.0,30.0,-0.00552422513579592,2.458108622585776,1.0
61.25,9.936547714601959,7.750132303054664,13.220057897855265,0.7215104978421598,0.6952154436789283,30.0,-0.0008765018054410508,-7.249867696945336,0.0,15.528909072520827,10.53230032680722,21.189809436059015,0.5972272517718394,0.5457532820602352,30.0,-0.0017157989903868077,-4.467699673192779,0.0,17.757029284993184,11.879713335798787,23.276047581753662,0.5247761631147638,0.4560911213197945,30.0,-0.0022895013931656435,-3.1202866642012133,0.0,19.860652297852496,13.101844740786923,24.933904305159444,0.4436817900919054,0.35572979063825744,30.0,-0.0029317333151215987,-1.8981552592130768,0.0,22.284940541465403,14.212587574539237,26.851323587832805,0.34491769512142934,0.229116044172782,30.0,-0.0038600550316215776,-0.7874124254607633,0.0,26.083952869428472,17.47980182583272,29.154538455091824,0.16435143623990964,0.0,30.0,-0.005478381207996989,2.4798018258327197,1.0
61.5,9.913378678790005,7.7505902755695795,13.158821961717186,0.7212921910355539,0.6951934850303869,30.0,-0.0008699568668388983,-7.2494097244304205,0.0,15.513326915429916,10.533325962492357,21.14879994687844,0.596799823522573,0.5456906350370841,30.0,-0.0017036396161829615,-4.466674037507643,0.0,17.741153715245208,11.880874743017987,23.23508971998231,0.5242058126252381,0.4560062321929393,30.0,-0.002273319347743295,-3.119125256982013,0.0,19.84381909105507,13.102791285720205,24.89235349262669,0.4429515326656744,0.35564108445451903,30.0,-0.002910348273705179,-1.8972087142797953,0.0,22.268648941690316,14.213332122860615,26.811356424171475,0.34395623944336384,0.22900769668861712,30.0,-0.0038316180918248907,-0.7866678771393847,0.0,26.0733790409892,17.501294775597884,29.121697218833678,0.16298753176617434,0.0,30.0,-0.005432917725539144,2.5012947755978843,1.0
61.75,9.890149848959224,7.7510299458230945,13.09751821283128,0.7210755173082385,0.6951724032773887,30.0,-0.000863437134361659,-7.2489700541769055,0.0,15.497698660594114,10.534338889042425,21.10779823280422,0.596375425682705,0.5456287572429673,30.0,-0.001691555614657921,-4.465661110957575,0.0,17.72521792203622,11.882022029472157,23.19415138175407,0.5236394950622012,0.455922359656981,30.0,-0.0022572378468406723,-3.1179779705278428,0.0,19.82690790593435,13.10372316225156,24.850834540682854,0.4422266049088875,0.3555537313120142,30.0,-0.0028890957865624436,-1.8962768377484398,0.0,22.252252085550666,14.21406175698391,26.77143005258338,0.34300187227572776,0.22890146978064455,30.0,-0.0038033467498361073,-0.7859382430160906,0.0,26.062622851684846,17.52258949854314,29.08893209247957,0.1616349459365347,0.0,30.0,-0.005387831531217824,2.522589498543141,1.0
62.0,9.866862418795982,7.751451309346681,13.036149565752133,0.7208604703861161,0.6951521987139851,30.0,-0.0008569423890710323,-7.248548690653319,0.0,15.482024634891093,10.535339122929102,21.066804246934904,0.595954039484266,0.5455676479332267,30.0,-0.0016795463850346434,-4.464660877070898,0.0,17.70922241714031,11.88315521573765,23.153232556502015,0.5230771853900492,0.45583950276841595,30.0,-0.0022412560873877755,-3.1168447842623497,0.0,19.809919498078443,13.104640402325503,24.809347409855036,0.44150697381236964,0.3554677292126996,30.0,-0.0028679748199890017,-1.8953595976744975,0.0,22.235751076246746,14.214776536302207,26.73154436074772,0.3420545523674113,0.22879735774957322,30.0,-0.003775239820594602,-0.7852234636977933,0.0,26.051687304050414,17.543688070130127,29.05624229472928,0.16029358482087638,0.0,30.0,-0.005343119494029213,2.543688070130127,1.0
62.25,9.8435176602216,7.751854362472016,12.974719173552026,0.7206470440494247,0.6951328715925699,30.0,-0.0008504724152284944,-7.248145637527984,0.0,15.466305162601648,10.536326680533817,21.025817920550093,0.595535646308864,0.5455073063651353,30.0,-0.0016676113314576227,-4.463673319466183,0.0,17.693167710594665,11.884274322344,23.11233323372978,0.5225188587730946,0.4557576605796842,30.0,-0.002225373273113679,-3.115725677656,0.0,19.79285461929074,13.105543037711312,24.767892058960058,0.4407926066242941,0.35538307615761033,30.0,-0.0028469843488894584,-1.8944569622886878,0.0,22.219147010456943,14.215476519773421,26.691699238432673,0.34111423876231545,0.2286953548903837,30.0,-0.0037472961290643913,-0.7845234802265786,0.0,26.04057540950021,17.564592602901676,29.023627060318432,0.15896335526858257,0.0,30.0,-0.005298778508952752,2.5645926029016763,1.0
62.5,9.820116924515117,7.752239102389384,12.913230312400957,0.7204352321319296,0.695114422121069,30.0,-0.0008440270003620205,-7.247760897610616,0.0,15.450540563688481,10.537301578146057,20.984839182487697,0.5951202276864614,0.5454477317980122,30.0,-0.001655749862948308,-4.462698421853943,0.0,17.67705430926126,11.88537936977277,23.07145338656237,0.5219644905738735,0.45567683213927174,30.0,-0.0022095886144867256,-3.114620630227231,0.0,19.77571401634356,13.106431100003409,24.72646843294532,0.4400834708480389,0.3552997701468992,30.0,-0.0028261233567046574,-1.8935688999965912,0.0,22.202440978377734,14.216161765923243,26.651894577506948,0.34018089079685543,0.22859545549241306,30.0,-0.003719514510148079,-0.7838382340767573,0.0,26.02929018322005,17.585305236163805,28.991085639935374,0.15764416490206593,0.0,30.0,-0.005254805496735531,2.585305236163805,1.0
62.75,9.796661613730242,7.752605527177516,12.851686291456643,0.7202250285201036,0.6950968504615015,30.0,-0.0008376059352867374,-7.247394472822484,0.0,15.434731154783577,10.538263831964192,20.943867966821482,0.5947077652941593,0.5453889234931838,30.0,-0.0016439613933658486,-4.461736168035808,0.0,17.66088271547569,11.886470378455465,23.030592985336096,0.52141405635147,0.4555970164918799,30.0,-0.0021939013286530027,-3.1135296215445347,0.0,19.75849843013034,13.107304620621688,24.68507647603797,0.4393795342400633,0.3552178091798807,30.0,-0.0028053908353394197,-1.8926953793783117,0.0,22.185634063758926,14.216832332848107,26.61213027195162,0.33925446809748766,0.22849765383943482,30.0,-0.0036918938086017614,-0.7831676671518935,0.0,26.017834639460823,17.605828126929,28.958617300107417,0.15633592211035502,0.0,30.0,-0.005211197403678501,2.6058281269290013,1.0
63.0,9.773153186197915,7.7529536358410125,12.790090653667242,0.720016427152302,0.6950801567281761,30.0,-0.0008312090141375276,-7.2470463641589875,0.0,15.418877250155195,10.539213458096937,20.902904212983557,0.5942982409549928,0.5453308807139059,30.0,-0.0016322453413695648,-4.4607865419030635,0.0,17.644653427574415,11.887547368773934,22.98975200415426,0.5208675318598517,0.4555182126784151,30.0,-0.0021783106393812204,-3.1124526312260663,0.0,19.74120859605986,13.108163630814019,24.64371613547832,0.43868076480779883,0.3551371912548709,30.0,-0.002784785785097597,-1.891836369185981,0.0,22.16872734393114,14.217488278218157,26.572406217552935,0.33833493057825675,0.22840194420974066,30.0,-0.003664432878950536,-0.7825117217818427,0.0,26.00621178721951,17.626163441992663,28.926221323060343,0.15503853604272988,0.0,30.0,-0.00516795120142433,2.626163441992663,1.0
63.25,9.74959317886681,7.7532834283708585,12.728447208874293,0.7198094220179239,0.6950643409847821,30.0,-0.000824836034438059,-7.2467165716291415,0.0,15.402979162428828,10.540150472565013,20.861947865890997,0.5938916366367367,0.5452736027252733,30.0,-0.0016206011303821156,-4.4598495274349865,0.0,17.628366940507156,11.888610361061247,22.948930420952564,0.5203248930462224,0.4554404197359412,30.0,-0.0021628157770093746,-3.1113896389387534,0.0,19.7238452444733,13.109008161658977,24.602387361556296,0.43798713080755736,0.3550579143690057,30.0,-0.002764307214618389,-1.890991838341023,0.0,22.15172188951298,14.218129659279546,26.53272230448465,0.33742223843836383,0.2283083208763176,30.0,-0.0036371305854015407,-0.7818703407204541,0.0,25.994424626291664,17.64631335102517,28.893897006554933,0.15375191660241394,0.0,30.0,-0.0051250638867471315,2.646313351025171,1.0
63.5,9.725983222228459,7.753594905814161,12.666760039335534,0.7196040071565558,0.6950494032410377,30.0,-0.0008184867971839371,-7.246405094185839,0.0,15.38703720313105,10.54107489130304,20.820998876076526,0.5934879344507183,0.5452170887941157,30.0,-0.0016090281885534222,-4.45892510869696,0.0,17.612023746322212,11.889659375602724,22.908128217563227,0.5197861160493854,0.45536363669762325,30.0,-0.0021474159783920715,-3.110340624397276,0.0,19.70640910099102,13.109838244068623,24.56109010764886,0.4372986007424562,0.35497997651805446,30.0,-0.0027439541408133907,-1.890161755931377,0.0,22.134618763515956,14.218756532855155,26.493078417056143,0.3365163521597575,0.22821677810725563,30.0,-0.003609985801750062,-0.7812434671448454,0.0,25.982476143677975,17.666280020571815,28.86164366370367,0.15247597444031868,0.0,30.0,-0.005082532481343956,2.666280020571815,1.0
63.75,9.70232503605287,7.753888070338643,12.60503333719102,0.7194001766570928,0.6950353434495907,30.0,-0.0008121611069167348,-7.246111929661357,0.0,15.371051683105986,10.541986730161568,20.780057199822945,0.5930871166506396,0.5451613381888847,30.0,-0.0015975259487251646,-4.458013269838432,0.0,17.59562433455421,11.89069443263706,22.867345379780886,0.5192511771981215,0.45528786259266346,30.0,-0.0021321104868486022,-3.1093055673629397,0.0,19.688900886802422,13.110653908791305,24.519824330258373,0.43661514336035706,0.3549033756962304,30.0,-0.0027237255888042213,-1.8893460912086955,0.0,22.11741902123359,14.219368955346717,26.453474441312817,0.33561723250474873,0.22812731016595136,30.0,-0.0035829974112932456,-0.7806310446532834,0.0,25.97036931032654,17.68606560886285,28.829460622770398,0.1512106209488364,0.0,30.0,-0.00504035403162788,2.686065608862851,1.0
64.0,9.678620400515758,7.754162925267617,12.543271393549746,0.7191979246568488,0.6950221615043356,30.0,-0.0008058587717504414,-7.245837074732383,0.0,15.355022912840358,10.542886004909208,20.739122799301235,0.5926891656314102,0.545106350179534,30.0,-0.0015860938483958716,-4.457113995090792,0.0,17.57916919253651,11.89171555235755,22.826581897430152,0.5187200530095784,0.4552130964462286,30.0,-0.0021168985521116583,-3.1082844476424505,0.0,19.671321318909996,13.11145518641449,24.478589989051848,0.4359367276518211,0.3548281098959992,30.0,-0.00270362059186073,-1.8885448135855096,0.0,22.100123710461514,14.21996698273766,26.413910265410955,0.3347248405136444,0.2280399113112059,30.0,-0.003556164306747949,-0.7800330172623404,0.0,25.958107078191826,17.705672261344827,28.79734722695569,0.1499557682556879,0.0,30.0,-0.00499852560852293,2.7056722613448265,1.0
64.25,9.654871170291754,7.754419475132343,12.481478787091252,0.7189972453406577,0.6950098572378983,30.0,-0.0007995796034253118,-7.245580524867657,0.0,15.338951202722944,10.54377273123485,20.69819564271202,0.592294063927986,0.5450521240373959,30.0,-0.001574731329686337,-4.456227268765151,0.0,17.562658805656053,11.892722754913367,22.785837764434728,0.5181927201876747,0.4551393372793753,30.0,-0.0021017794302766474,-3.1072772450866335,0.0,19.653671110336344,13.112242107367624,24.437387046900994,0.4352633228480804,0.35475417710788376,30.0,-0.0026836381913398874,-1.8877578926323757,0.0,22.082733871690408,14.220550670596028,26.374385779628362,0.3338391375024031,0.22795457579730977,30.0,-0.0035294853901697786,-0.7794493294039722,0.0,25.945692377591147,17.72510210685276,28.765302834170182,0.14871132921782151,0.0,30.0,-0.004957044307260718,2.725102106852759,1.0
64.5,9.631079297228109,7.754657725745424,12.419660406167246,0.7187981329399555,0.6949984304181114,30.0,-0.0007933234173948052,-7.245342274254576,0.0,15.322836863257244,10.544646924749973,20.65727570443048,0.5919017942142187,0.5449986590350492,30.0,-0.0015634378393056517,-4.455353075250027,0.0,17.54609365756373,11.8937160604109,22.745112978887988,0.517669155621515,0.45506658410897044,30.0,-0.002086752383751487,-3.1062839395890993,0.0,19.635950970301387,13.113014701924962,24.39621546992302,0.4345948984190229,0.35468157532027117,30.0,-0.0026637774366250573,-1.8869852980750377,0.0,22.065250538271993,14.221120074077406,26.33490087637533,0.33296008506031144,0.22787129787412794,30.0,-0.0035029595728727834,-0.7788799259225936,0.0,25.933128114839736,17.74435725435097,28.73332681679784,0.14747721741535919,0.0,30.0,-0.004915907247178639,2.7443572543509696,1.0
64.75,9.6072468439781,7.75487768428233,12.357821429773871,0.718600581731841,0.6949878807441019,30.0,-0.0007870900329246384,-7.24512231571767,0.0,15.306680205240388,10.545508600991013,20.616362965102557,0.5915123393017129,0.544945954446187,30.0,-0.0015522128285175296,-4.454491399008987,0.0,17.52947423035084,11.89469548891515,22.70440754312495,0.5171493363838178,0.45499483594760715,30.0,-0.0020718166812070207,-3.1053045110848494,0.0,19.6181616043756,13.113773000208447,24.355075227522224,0.43393142407119356,0.3546103025192164,30.0,-0.002644037385065906,-1.8862269997915533,0.0,22.04767473656251,14.221675247927893,26.295455450205917,0.33208764504767757,0.22779007178717667,30.0,-0.0034765857753500298,-0.7783247520721073,0.0,25.920417170145406,17.763439790177223,28.701418561451188,0.146253347145596,0.0,30.0,-0.004875111571519867,2.763439790177223,1.0
65.0,9.583375967275261,7.755079359346689,12.295967115237167,0.7184045860381116,0.6949782078431578,30.0,-0.0007808792731651286,-7.244920640653311,0.0,15.290481539393838,10.546357775421193,20.575457399733917,0.5911256821386909,0.5448940095455145,30.0,-0.00154105575310588,-4.453642224578807,0.0,17.512801004699515,11.89566106045117,22.663721463795724,0.5166332397293565,0.4549240918035176,30.0,-0.0020569715975279623,-3.10433893954883,0.0,19.60030371461389,13.114517032190557,24.31396629243219,0.4332728697458107,0.3545403566882471,30.0,-0.0026244171019187855,-1.885482967809443,0.0,22.030007486047385,14.22221624648707,26.256049397829628,0.3312217795935475,0.2277108917776997,30.0,-0.0034503629271949257,-0.7777837535129297,0.0,25.907562395744517,17.782351775731712,28.669577468720004,0.1450396334170499,0.0,30.0,-0.004834654447234996,2.782351775731712,1.0
