t_ps,Te_1p0mW,Ts_1p0mW,Tl_1p0mW,m_1p0mW,meq_1p0mW,tau_m_ps_1p0mW,dm_dt_per_ps_1p0mW,Ts_minus_TN_1p0mW,above_TN_1p0mW,Te_2p0mW,Ts_2p0mW,Tl_2p0mW,m_2p0mW,meq_2p0mW,tau_m_ps_2p0mW,dm_dt_per_ps_2p0mW,Ts_minus_TN_2p0mW,above_TN_2p0mW,Te_2p5mW,Ts_2p5mW,Tl_2p5mW,m_2p5mW,meq_2p5mW,tau_m_ps_2p5mW,dm_dt_per_ps_2p5mW,Ts_minus_TN_2p5mW,above_TN_2p5mW,Te_3p0mW,Ts_3p0mW,Tl_3p0mW,m_3p0mW,meq_3p0mW,tau_m_ps_3p0mW,dm_dt_per_ps_3p0mW,Ts_minus_TN_3p0mW,above_TN_3p0mW,Te_3p5mW,Ts_3p5mW,Tl_3p5mW,m_3p5mW,meq_3p5mW,tau_m_ps_3p5mW,dm_dt_per_ps_3p5mW,Ts_minus_TN_3p5mW,above_TN_3p5mW,Te_4p0mW,Ts_4p0mW,Tl_4p0mW,m_4p0mW,meq_4p0mW,tau_m_ps_4p0mW,dm_dt_per_ps_4p0mW,Ts_minus_TN_4p0mW,above_TN_4p0mW
28.25,12.348866789680459,7.532908334445481,20.521772787123922,0.7680931343870755,0.7055537619749241,30.0,-0.0020846457470717118,-7.467091665554519,0.0,17.02435066050546,10.27720911290028,26.711722098662758,0.6901216365501017,0.5611173903976315,30.0,-0.0043001415384156735,-4.72279088709972,0.0,19.082570366436073,11.593431026365975,28.87718158642321,0.6486676344824798,0.4765549267841729,30.0,-0.005737090256610229,-3.406568973634025,0.0,21.04636352969417,12.832077863563951,30.72911125296612,0.6041354648984089,0.38016857106955854,30.0,-0.007465563127628344,-2.167922136436049,0.0,23.086530553022293,13.953686601291711,32.54157375075534,0.5552485522411986,0.2641102545918137,30.0,-0.009704609921646163,-1.046313398708289,0.0,26.21766527004858,14.95073574366023,34.356274398510585,0.4860549076545436,0.057308670862136236,30.0,-0.014291541226413578,-0.04926425633976983,0.0
28.5,12.335475701485462,7.535706724740741,20.47111009540955,0.7675735884863927,0.7054215418343492,30.0,-0.002071734888401448,-7.464293275259259,0.0,17.018630772265688,10.280110452939386,26.668697826499635,0.6890503511678168,0.5609450090136949,30.0,-0.004270178071804061,-4.719889547060614,0.0,19.080346080231813,11.596668024285364,28.833043680032947,0.6472383796971107,0.4763284564047961,30.0,-0.0056969974430771545,-3.403331975714636,0.0,21.047411081654218,12.835356856025534,30.682610529983297,0.6022756329356401,0.37988095889585083,30.0,-0.00741315580132631,-2.164643143974466,0.0,23.081134012509096,13.957123569399121,32.49493809056135,0.5528306746617458,0.26367611832206556,30.0,-0.009638485211322675,-1.042876430600879,0.0,26.08146857412397,14.953274068687245,34.3112321501621,0.4824906561316314,0.055812741265028325,30.0,-0.014222597162220102,-0.046725931312755264,0.0
28.75,12.322010022409467,7.538487445788112,20.420403484944142,0.7670572602557366,0.7052901319888096,30.0,-0.0020589042755642327,-7.461512554211888,0.0,17.012799568047722,10.282995580275575,26.625698298033694,0.6879865293120035,0.5607735383512329,30.0,-0.004240433032025689,-4.717004419724425,0.0,19.077970622059933,11.599887377123716,28.788936504345095,0.6458191111538145,0.4761031136827598,30.0,-0.005657199915701823,-3.400112622876284,0.0,21.04840403399316,12.838613813542437,30.63615366762882,0.6004288555046808,0.3795950637594016,30.0,-0.0073611263915093076,-2.1613861864575625,0.0,23.07821641670258,13.960530588540088,32.44835521704692,0.5504292724143315,0.2632450583847569,30.0,-0.009572807134319152,-1.039469411459912,0.0,25.970049184257675,14.955757303823697,34.266166563035966,0.47894354092416974,0.05430941979454553,30.0,-0.014154470704320809,-0.04424269617630294,0.0
29.0,12.308469829338112,7.5412505076760885,20.369652350456366,0.7665441297169009,0.7051595324144229,30.0,-0.0020461532434159343,-7.4587494923239115,0.0,17.006857732826937,10.285864535376108,26.582723358662907,0.6869301165963184,0.5606029768397531,30.0,-0.004210904658552176,-4.714135464623892,0.0,19.07544390807549,11.603089122431927,28.744859937088982,0.6444097553334963,0.4758788975897175,30.0,-0.00561769525812596,-3.3969108775680734,0.0,21.049308955939978,12.841848863734455,30.58974067710704,0.5985950384879103,0.37931087832766275,30.0,-0.007309472005341585,-2.158151136265545,0.0,23.077246121262956,13.963908402477132,32.40182676831737,0.5480442339635839,0.26281699558474364,30.0,-0.00950757461262801,-1.0360915975228675,0.0,25.87957020125541,14.95819038941425,34.22109268952044,0.4754133428282528,0.05279495593693878,30.0,-0.0140872795630438,-0.041809610585749724,0.0
29.25,12.294855196736918,7.543995920223604,20.31885609330179,0.7660341770573152,0.7050297430972396,30.0,-0.00203348113200252,-7.456004079776396,0.0,17.000805951604296,10.288717358434301,26.539772849180878,0.6858810590727621,0.5604333229187155,30.0,-0.004181591205134886,-4.711282641565699,0.0,19.072766097035824,11.606273297254065,28.700813856841123,0.6430102393187512,0.4756558071228911,30.0,-0.005578481073195337,-3.3937267027459352,0.0,21.050100102632157,12.845062124898083,30.543371545396663,0.5967740884912627,0.3790283960428221,30.0,-0.007258189748281352,-2.1549378751019166,0.0,23.07779530542564,13.9672576282909,32.35535403477875,0.5456754481091918,0.2623918661987703,30.0,-0.009442786063680715,-1.0327423717090998,0.0,25.806742144771167,14.960577484669027,34.176023264129746,0.47189981363374084,0.051265657985941536,30.0,-0.014021138521593311,-0.03942251533097263,0.0
29.5,12.281166197697779,7.546723692982044,20.268014121945193,0.7655273826287529,0.7049007640331584,30.0,-0.002020887286519816,-7.453276307017956,0.0,16.994644907313514,10.291554089369946,26.496846598137154,0.6848393032281259,0.5602645750375475,30.0,-0.004152490939685949,-4.708445910630054,0.0,19.069937528645497,11.609439938201872,28.65679814323741,0.6416204907890598,0.4754338412999316,30.0,-0.005539554982970939,-3.390560061798128,0.0,21.050757689864565,12.84825370796175,30.497046237496356,0.5949659128439195,0.37874761095292736,30.0,-0.007207276729699739,-2.1517462920382506,0.0,23.079519679189136,13.970578781799887,32.30893802622485,0.543322804098157,0.2619696188746719,30.0,-0.009378439507449505,-1.0294212182001132,0.0,25.74875853749044,14.96292208869675,34.130969037061476,0.4684026765170128,0.049717811230483515,30.0,-0.013956162176217642,-0.03707791130324978,0.0
29.75,12.267402904647431,7.549433835237684,20.217125852466616,0.7650237269460496,0.7047725952278184,30.0,-0.002008371057274372,-7.450566164762316,0.0,16.988375279920838,10.294374767829764,26.45394443403624,0.6838047959804644,0.5600967316556571,30.0,-0.004123602144160243,-4.705625232170236,0.0,19.066958677637782,11.612589081510775,28.612812677135956,0.6402404380159894,0.4752129991550614,30.0,-0.0055009146286976,-3.387410918489225,0.0,21.05126655863505,12.851423717993319,30.450764692657483,0.5931704195967734,0.3784685175816417,30.0,-0.007156730067171058,-2.1485762820066814,0.0,23.08214213511532,13.973872297862155,32.26257952595217,0.540986191713056,0.2615502121502799,30.0,-0.009314532652092535,-1.0261277021378454,0.0,25.703234484131357,14.965227144894428,34.08593906450512,0.4649216257243245,0.04814758914391775,30.0,-0.013892467886013558,-0.034772855105572376,0.0
30.0,12.253565389858515,7.552126356014433,20.166190709091158,0.7645231906858285,0.7046452366964796,30.0,-0.001995931799644964,-7.447873643985567,0.0,16.981997746609544,10.297179433188855,26.411066187192702,0.6827774846756003,0.5599297912423868,30.0,-0.004094923114440448,-4.702820566811145,0.0,19.063830119549035,11.615720763082159,28.568857340743183,0.6388700098584041,0.4749932797361692,30.0,-0.005462557670741164,-3.384279236917841,0.0,21.05161514141494,12.854572255364253,30.404526836657404,0.5913875175199479,0.3781911108276473,30.0,-0.007106546889743354,-2.1454277446357466,0.0,23.0854395942287,13.97713854658681,32.21627913440256,0.5386655013411166,0.2611336124685587,30.0,-0.009251062962418595,-1.0228614534131903,0.0,25.668149858731002,14.967495130238182,34.04094096157977,0.46145632547987303,0.046550953990809454,30.0,-0.013830179049635452,-0.032504869761817545,0.0
30.25,12.239653725616996,7.554801264076651,20.11520811786252,0.7640257546852385,0.7045186884638973,30.0,-0.0019835688740447058,-7.445198735923349,0.0,16.97551298194393,10.299968124552333,26.368211689755856,0.6817573170836568,0.5597637522769564,30.0,-0.0040664521602233475,-4.700031875447667,0.0,19.06055250518847,11.618835018515458,28.524932017712544,0.6375091357576946,0.4747746821026118,30.0,-0.005424481788502761,-3.3811649814845417,0.0,21.051794662047225,12.857699416650737,30.35833258687117,0.5896171160996032,0.3779153858867761,30.0,-0.00705672434042757,-2.1423005833492628,0.0,23.089232430732192,13.98037784627927,32.17003730436023,0.5363606240279587,0.2607197925897624,30.0,-0.009188027714606542,-1.0196221537207304,0.0,25.64179793292392,14.969728131138552,33.99598112112253,0.4580064080167145,0.04492354160975319,30.0,-0.013769428880232042,-0.030271868861447615,0.0
30.5,12.225667979380429,7.557458567926992,20.06417745259903,0.7635313999407004,0.7043929505644325,30.0,-0.001971281645875596,-7.442541432073008,0.0,16.968921657981507,10.302740880756971,26.325380775735194,0.6807442413956178,0.5595986132484025,30.0,-0.004038187604907177,-4.697259119243029,0.0,19.057126541573936,11.62193188313266,28.481036592964145,0.6361577457330337,0.47455720532354084,30.0,-0.00538668468031643,-3.3780681168673397,0.0,21.051798515587272,12.860805295331225,30.31218185432039,0.5878591255342009,0.37764133819174467,30.0,-0.007007259578081876,-2.1391947046687747,0.0,23.093375974718874,13.983590473779124,32.1238543693404,0.534071451519082,0.26030873032111645,30.0,-0.009125424039932184,-1.016409526220876,0.0,25.622739722247463,14.971927907522147,33.95106490170481,0.45457147057673636,0.04326052278760448,30.0,-0.013710364926304397,-0.028072092477852806,0.0
30.75,12.211608207708036,7.560098275797837,20.013098062322626,0.7630401076066669,0.7042680230424666,30.0,-0.0019590694854733416,-7.439901724202163,0.0,16.962224444348923,10.305497740372962,26.28257328102655,0.6797382062199165,0.5594343726555147,30.0,-0.0040101277854800626,-4.694502259627038,0.0,19.053552977326234,11.625011391996603,28.43717094487774,0.634815770376655,0.4743408484766622,30.0,-0.005349164063333095,-3.374988608003397,0.0,21.051621787229134,12.863889982326878,30.26607454527548,0.5861134567303555,0.37736896336548587,30.0,-0.0069581497788289886,-2.136110017673122,0.0,23.09775368609206,13.98677667271782,32.07773056649426,0.531797876291562,0.2599004075002808,30.0,-0.009063248959709376,-1.01322332728218,0.0,25.609763954159064,14.974095946722393,33.906196788371666,0.45115107115107617,0.04155643013029127,30.0,-0.01365315470069283,-0.02590405327760692,0.0
31.0,12.197474459383004,7.562720395648433,19.961969302515058,0.7625518589943945,0.7041439059525435,30.0,-0.0019469317680616994,-7.437279604351567,0.0,16.955422008292484,10.30823874170566,26.239789043438947,0.678739160579052,0.5592710290067682,30.0,-0.003982271052409462,-4.69176125829434,0.0,19.04983259089956,11.628073579923395,28.393334943856413,0.6334831408491653,0.4741256106474039,30.0,-0.005311917673392049,-3.371926420076605,0.0,21.051260878877333,12.866953566420742,30.220010562510492,0.5843800212983783,0.37709825718498163,30.0,-0.006909392137113222,-2.133046433579258,0.0,23.102271671159418,13.989936660116715,32.03166605509658,0.5295397915779194,0.2594948091816463,30.0,-0.009001499413209104,-1.0100633398832848,0.0,25.60185233612293,14.97623350862783,33.86138052949313,0.4477447226209358,0.03980493384173227,30.0,-0.013597992959306783,-0.023766491372169796,0.0
31.25,12.183266778673607,7.565324935164994,19.910790535905953,0.7620666355707274,0.7040205993593751,30.0,-0.001934867873711743,-7.434675064835006,0.0,16.94851501471111,10.310963922797393,26.19702790272214,0.6777470539062328,0.5591085808202557,30.0,-0.0039546157695325695,-4.689036077202607,0.0,19.045966182517763,11.63111848149268,28.349528461333396,0.6321597888748901,0.4739114909282337,30.0,-0.005274943264888547,-3.3688815185073206,0.0,21.050713219068577,12.869996134583339,30.173989806287167,0.5826587315475966,0.37682921555320537,30.0,-0.0068609838664797085,-2.1300038654166613,0.0,23.10685427745789,13.993070631660652,31.98566093147278,0.5272970913837374,0.2590919229847902,30.0,-0.008940172279964905,-1.0069293683393479,0.0,25.598149675815353,14.97834166338416,33.81661925290054,0.4443518847895148,0.03799854086307315,30.0,-0.013545111464214723,-0.021658336615839602,0.0
31.5,12.168985207367301,7.567911901761833,19.859561133022343,0.7615844189568899,0.7038981033377946,30.0,-0.0019228771873031772,-7.432088098238167,0.0,16.94150412617715,10.313673321429286,26.154289700594806,0.6767618360420481,0.5589470266236156,30.0,-0.003927160313947749,-4.686326678570714,0.0,19.041954568545467,11.634146131056356,28.305751370351352,0.6308456467372507,0.4736984884180825,30.0,-0.005238238610638941,-3.3658538689436437,0.0,21.04997703747121,12.873017772225896,30.128012175128326,0.5809495004815034,0.37656183447734076,30.0,-0.006812922200138754,-2.1269822277741035,0.0,23.11144055371586,13.996178765914294,31.93971523810374,0.5250696705002884,0.2586917385725987,30.0,-0.008879264397589657,-1.0038212340857058,0.0,25.59793834853048,14.980421322789537,33.77191556420774,0.4409719535311928,0.03612817664045872,30.0,-0.01349479256302447,-0.019578677210462914,0.0
31.75,12.154629786077642,7.570481302583737,19.808280472767798,0.7611051909272893,0.7037764179726524,30.0,-0.0019109590984878967,-7.429518697416263,0.0,16.934390002948952,10.316366975123106,26.11157428077342,0.6757834572311666,0.5587863649539595,30.0,-0.0038999030759069037,-4.683633024876894,0.0,19.037798577266514,11.63715656274588,28.262003545592062,0.6295406472741748,0.47348660222186645,30.0,-0.005201801501743612,-3.3628434372541207,0.0,21.049051189465978,12.876018563397682,30.08207756642675,0.5792522417927867,0.3762961100518506,30.0,-0.006765204391364536,-2.1239814366023175,0.0,23.115981403488924,13.999261227693253,31.89382896752213,0.5228574245131662,0.25829424723323413,30.0,-0.008818772575997736,-1.0007387723067467,0.0,25.600616601299027,14.982473266364472,33.72727162990358,0.4376042458516727,0.03418258195390197,30.0,-0.013447388796592357,-0.01752673363552759,0.0
32.0,12.140200555123393,7.5730331445087025,19.756947943030884,0.7606289334083272,0.7036555433586946,30.0,-0.0018991130016544177,-7.4269668554912975,0.0,16.927173302977923,10.319044921143124,26.068881489001758,0.6748118681190606,0.5586265943577979,30.0,-0.0038728424587087546,-4.680955078856876,0.0,19.033499045706446,11.64014981047825,28.218284863403007,0.6282447238735454,0.47327583145009977,30.0,-0.0051656297474481855,-3.359850189521749,0.0,21.047935019583946,12.878998590940038,30.036185876925845,0.57756686985828,0.3760320384453044,30.0,-0.006717827713765852,-2.1210014090599625,0.0,23.120437296226875,14.002318170761207,31.848002077422347,0.5206602498077405,0.2578994415450583,30.0,-0.008758693608756075,-0.9976818292387932,0.0,25.605680205388172,14.984498162930882,33.682689247496434,0.4342479789165594,0.03214740743213824,30.0,-0.01340335238281404,-0.015501837069118451,0.0
32.25,12.125697555157949,7.575567434150973,19.7055629413231,0.7601556284772191,0.7035354796004263,30.0,-0.001887338295893093,-7.424432565849027,0.0,16.919854681912078,10.321707196497936,26.026211173081094,0.6738470197487575,0.5584677133909691,30.0,-0.0038459768785929454,-4.678292803502064,0.0,19.029056817235443,11.64312590796111,28.17459520182164,0.6269578104686795,0.47306617521856914,30.0,-0.0051297211750036785,-3.3568740920388898,0.0,21.04662825511162,12.881957936606973,29.990337003100166,0.5758932997338537,0.3757696158901113,30.0,-0.00667078946145808,-2.118042063393027,0.0,23.124776425971223,14.005349739989594,31.802234498691256,0.5184780435720693,0.2575073151077986,30.0,-0.008699024282142354,-0.9946502600104061,0.0,25.6127070079771,14.986496588398488,33.63816990470646,0.4309022397893795,0.030003790428890228,30.0,-0.013363281645349643,-0.013503411601512028,0.0
32.5,12.111120827390398,7.578084177864163,19.654124867692563,0.7596852583608241,0.7034162268119702,30.0,-0.0018756343849617957,-7.421915822135837,0.0,16.912434793097383,10.324353837942306,25.98356318290099,0.6728888635576193,0.5583097206185645,30.0,-0.00381930476463516,-4.675646162057694,0.0,19.02447273975522,11.646084888697121,28.1309344405981,0.6256798415338453,0.47285763264805747,30.0,-0.005094073629526259,-3.3539151113028787,0.0,21.045130923139478,12.884896681159809,29.944530841457745,0.5742314471492744,0.37550883867451035,30.0,-0.006624086949158803,-2.115103318840191,0.0,23.128973228958856,14.008356073086793,31.75652614058267,0.5163107037977828,0.2571178623268852,30.0,-0.008639761382363253,-0.9916439269132074,0.0,25.62134398619975,14.988469040325365,33.59371482943457,0.42756594011202465,0.027725992227073403,30.0,-0.013327998262831708,-0.011530959674635355,0.0
32.75,12.096470408232628,7.580583381738948,19.602633065910748,0.7592178054344831,0.7032977851171841,30.0,-0.0018640006772433011,-7.419416618261052,0.0,16.904914287435464,10.326984881979019,25.940937366217394,0.6719373513741447,0.558152614614855,30.0,-0.0037928245586429897,-4.673015118020981,0.0,19.01974766432323,11.649026785987889,28.08730246121674,0.6244107520798142,0.47265020286409914,30.0,-0.005058684973857169,-3.350973214012111,0.0,21.0434432858371,12.887814904441756,29.898767288781265,0.572581228503051,0.37524970313630224,30.0,-0.00657771751222496,-2.112185095558244,0.0,23.13300718949032,14.011337301982804,31.71087689491291,0.5141581292793568,0.2567310782404027,30.0,-0.008580901701298469,-0.9886626980171958,0.0,25.63129646588709,14.990415949688337,33.54932503200791,0.4242377448115267,0.025277196985508333,30.0,-0.013298684927533945,-0.00958405031166265,0.0
33.0,12.081746322754736,7.583065051593877,19.551086854249853,0.7587532522208679,0.7031801546501021,30.0,-0.0018524365856921927,-7.416934948406123,0.0,16.897293812039795,10.329600364858923,25.8983335569311,0.6709924354147994,0.5579963939633228,30.0,-0.0037665347150492193,-4.670399635141077,0.0,19.014882444104604,11.651951632937452,28.04369914691694,0.6231504776494456,0.472443884996765,30.0,-0.0050235530884226885,-3.348048367062548,0.0,21.04156578990759,12.890712685436897,29.853046242321412,0.5709425608572734,0.37499220565794017,30.0,-0.00653167850664444,-2.109287314563103,0.0,23.13686187737585,14.014293553938227,31.665286639465524,0.512020219612103,0.2563469583802094,30.0,-0.00852244204106312,-0.9857064460617728,0.0,25.64231923720801,14.992337690149261,33.50500134101648,0.4209159522808263,0.022601341922901984,30.0,-0.013277153678597477,-0.00766230985073868,0.0
33.25,12.066948588171767,7.585529192972455,19.499485558844427,0.7582915813888452,0.7030633355550809,30.0,-0.001840941527792143,-7.414470807027545,0.0,16.88957400940099,10.332200322580595,25.855751587175238,0.6700540682808752,0.5578410572567187,30.0,-0.0037404337008052164,-4.667799677419405,0.0,19.009877933569978,11.654859462455535,28.000124382713352,0.6218989543133084,0.4722386781804631,30.0,-0.0049886758710948435,-3.3451405375444647,0.0,21.03949902703296,12.893590102317035,29.807367597849375,0.5693153619324586,0.3747363426626749,30.0,-0.006485967308992788,-2.1064098976829655,0.0,23.140524171529385,14.017224952432432,31.619755240756742,0.5098968751891393,0.2559654986604729,30.0,-0.008464379217622213,-0.9827750475675678,0.0,25.654209398439743,14.994234584881665,33.46074443259406,0.4175982735195184,0.019605127081683684,30.0,-0.013266438214594492,-0.005765415118334616,0.0
33.5,12.052077217419262,7.587975811143502,19.44782851458341,0.7578327757523486,0.7029473279867892,30.0,-0.0018295149255186493,-7.412024188856498,0.0,16.88175551790709,10.334784790891382,25.8131912910489,0.6691222029553713,0.5576866030970332,30.0,-0.0037145199952779355,-4.665215209108618,0.0,19.004734987878074,11.657750307260551,27.956578055415946,0.6206561186653383,0.4720345815537564,30.0,-0.004954051237052732,-3.3422496927394487,0.0,21.037243702241625,12.896447232477675,29.761731240172992,0.5676995501024156,0.37448211061164854,30.0,-0.006440581316358901,-2.1035527675223253,0.0,23.14398363331867,14.020131617874766,31.574282556283613,0.507787997197556,0.2555866952882113,30.0,-0.008406710063644822,-0.9798683821252343,0.0,25.66680094335347,14.996106910574476,33.41655485221464,0.41428136468565707,0.01611022330804175,30.0,-0.013272371379253845,-0.0038930894255244652,0.0
33.75,12.03713222138968,7.59040491110278,19.396115065778428,0.7573768182692601,0.7028321321101372,30.0,-0.0018181562053040964,-7.40959508889722,0.0,16.873838972311386,10.337353805288805,25.770652504645323,0.6681967927999035,0.5575330300954491,30.0,-0.0036887920901484813,-4.662646194711195,0.0,18.999454462397196,11.660624199882463,27.913060053649847,0.6194219078185266,0.47183159425919025,30.0,-0.004919677118644545,-3.339375800117537,0.0,21.03480060897308,12.899284152566104,29.71613705087419,0.5660950443891256,0.37422950600167776,30.0,-0.006395517946248261,-2.1007158474338965,0.0,23.147232000423127,14.023013668173883,31.528868436353523,0.5056934876139509,0.25521054469151755,30.0,-0.00834943143074778,-0.9769863318261169,0.0,25.679961631271507,14.997954896905716,33.372433042789154,0.41095957478900236,0.01167648090332067,30.0,-0.013309436462856056,-0.002045103094284073,0.0
34.0,12.022113610377552,7.592816497575494,19.344344566868532,0.7569236920402991,0.7027177481001651,30.0,-0.0018068647980044668,-7.407183502424506,0.0,16.865825004066366,10.339907401022097,25.7281350660813,0.6672777915516395,0.5573803368722834,30.0,-0.0036632484893118693,-4.6600925989779025,0.0,18.994037212331442,11.663481172665506,27.869570267875233,0.6181962594006452,0.47162971544312837,30.0,-0.0048855514652505596,-3.336518827334494,0.0,21.032170610314616,12.902100938505507,29.67058491243122,0.5645017644576527,0.3739785253633773,30.0,-0.006350774636475846,-2.097899061494493,0.0,23.150262777731307,14.025871219193277,31.48351272557453,0.5036132491994607,0.25483704346199004,30.0,-0.008292540191249023,-0.9741287808067227,0.0,25.693595449968644,14.999778712769134,33.32837936972978,0.40761889005957264,0.0038408959967348544,30.0,-0.013459266468761258,-0.00022128723086645152,0.0
34.25,12.007021395060686,7.595210575019359,19.292516383161097,0.7564733803079229,0.7026041761419033,30.0,-0.0017956401388673198,-7.404789424980641,0.0,16.857714241562736,10.342445613093862,25.685638815527593,0.666365153320256,0.5572285220569229,30.0,-0.0036378877087777724,-4.657554386906138,0.0,18.988484092417853,11.66632125777082,27.82610858990834,0.6169791115500071,0.4714289442555955,30.0,-0.0048516722431470516,-3.3336787422291803,0.0,21.029354624383203,12.904897665515012,29.62507470829216,0.5629196306110811,0.3737291652596381,30.0,-0.006306348845048098,-2.095102334484988,0.0,23.153070906452704,14.028704385115457,31.438215264070777,0.5015471854944092,0.2544661883085901,30.0,-0.008236033239527306,-0.9712956148845429,0.0,25.70807289133942,15.017338540808337,33.28440711648139,0.40423930389879464,0.0,30.0,-0.013474643463293155,0.0173385408083373,1.0
34.5,11.991855587211965,7.597587147628121,19.240629891606726,0.7560258664552298,0.7024914164302117,30.0,-0.0017844816675006037,-7.402412852371879,0.0,16.849507310300986,10.34496847626182,25.643163595240356,0.665458832584923,0.557077584287753,30.0,-0.0036127082765723332,-4.655031523738179,0.0,18.982795956211447,11.669144487178196,27.78267490363627,0.6157704029112576,0.4712292798501811,30.0,-0.004818037435369218,-3.3308555128218043,0.0,21.02635361284081,12.907674408126411,29.579606322933618,0.5613485637854828,0.3734814222843923,30.0,-0.00626223805003635,-2.092325591873589,0.0,23.155652496289285,14.031513278732731,31.392975888474837,0.4994952008126584,0.2540979760207032,30.0,-0.008179907493065172,-0.9684867212672685,0.0,25.723839424965604,15.036916247663672,33.24053729319873,0.4008846402118744,0.0,30.0,-0.013362821340395814,0.03691624766367241,1.0
34.75,11.976616199201256,7.599946219334512,19.18868445895512,0.7555811340048754,0.7023794691696451,30.0,-0.0017733888278410083,-7.400053780665488,0.0,16.841204833015247,10.347476025040603,25.600709249593482,0.6645587841913131,0.5569275222120856,30.0,-0.003587708732640915,-4.652523974959397,0.0,18.97697365473248,11.671950892686134,27.739269085814303,0.6145700726312032,0.4710307213840634,30.0,-0.004784645041571328,-3.3280491073138663,0.0,21.023168571859692,12.910431240198319,29.534179641911052,0.5597884855449163,0.37323529306160036,30.0,-0.0062184397494438656,-2.089568759801681,0.0,23.15800460848637,14.034298011679098,31.347794432739104,0.4974572002357254,0.2537324034385966,30.0,-0.008124159893237629,-0.9657019883209017,0.0,25.74061096979831,15.056348886875568,33.196770887733955,0.397557815897186,0.0,30.0,-0.013251927196572866,0.05634888687556838,1.0
35.0,11.96130323565225,7.602287793804492,19.13667938548045,0.7551391666179937,0.7022683345747317,30.0,-0.0017623610681087346,-7.397712206195508,0.0,16.832807429763438,10.349968293703588,25.558275625111758,0.6636649633486318,0.5567783344860809,30.0,-0.003562887628751695,-4.650031706296412,0.0,18.971018036323365,11.674740505913086,27.695891014653057,0.6133780603546741,0.47083326801794817,30.0,-0.0047514930778908655,-3.3252594940869145,0.0,21.019800525004165,12.913168234928326,29.488794551902394,0.5582393180764638,0.37299077424441063,30.0,-0.0061749514610684375,-2.0868317650716737,0.0,23.16012507997502,14.037058694614744,31.302670728800024,0.49543308960673466,0.2533694674298458,30.0,-0.008068787405896295,-0.9629413053852556,0.0,25.7581420742268,15.075649208926393,33.15310848209143,0.3942585999239277,0.0,30.0,-0.01314195333079759,0.07564920892639293,1.0
35.25,11.945916689946941,7.604611874428765,19.08461396433537,0.7546999480931341,0.7021580128703812,30.0,-0.001751397840758432,-7.395388125571235,0.0,16.824315717993613,10.352445316284795,25.51586257050493,0.6627773256266747,0.5566300197746678,30.0,-0.0035382435284002315,-4.647554683715205,0.0,18.964929946887555,11.677513358299436,27.652540570162415,0.6121943062204194,0.4706369189159561,30.0,-0.004718579576815442,-3.3224866417005643,0.0,21.016250517612352,12.915885464863615,29.443450940746544,0.5567009841852973,0.37274786251445124,30.0,-0.006131770722361537,-2.0841145351363846,0.0,23.16201238071131,14.039795437372472,31.25760460712272,0.49342277552424413,0.25300916487056724,30.0,-0.00801378702178923,-0.9602045626275277,0.0,25.776226778605814,15.094829350115054,33.109550519037455,0.39098676317855297,0.0,30.0,-0.013032892105951766,0.09482935011505411,1.0
35.5,11.930456548927788,7.606918464321417,19.032487498752406,0.7542634623652066,0.7020485042919558,30.0,-0.0017404986024416942,-7.393081535678583,0.0,16.81573031259372,10.354907126580782,25.47346993670259,0.6618958269529082,0.556482576751463,30.0,-0.0035137750067148403,-4.645092873419218,0.0,18.95871023006166,11.680269481109542,27.609217634169415,0.6110187508570353,0.47044167324550495,30.0,-0.004685902587051011,-3.3197305188904576,0.0,21.01251961235332,12.918583001910399,29.398148697477758,0.5551734072897843,0.3725065545812226,30.0,-0.006088895090285388,-2.081416998089601,0.0,23.16366549778841,14.042508349073348,31.21259589455529,0.4914261653359803,0.2526514926305472,30.0,-0.007959155756847771,-0.9574916509266522,0.0,25.7946923262932,15.113900904325106,33.06609732630735,0.38774207844886033,0.0,30.0,-0.012924735948295343,0.11390090432510647,1.0
35.75,11.914922796321711,7.609207566320997,18.980299302823067,0.7538296935044373,0.7019398090852236,30.0,-0.0017296628139737906,-7.390792433679003,0.0,16.807051825929772,10.357353758152584,25.431097576889858,0.6610204236095713,0.5563360040986871,30.0,-0.003489480650362805,-4.642646241847416,0.0,18.95235972733418,11.683008905433843,27.565922090336688,0.6098513353789293,0.4702475301771864,30.0,-0.0046534601733914304,-3.3169910945661574,0.0,21.00860888570559,12.921260917342407,29.352887712356896,0.553656511416628,0.3722668471815698,30.0,-0.006046322141168604,-2.0787390826575933,0.0,23.165083840726567,14.045197538216351,31.167644408211025,0.4894431671325197,0.2522964475616794,30.0,-0.007904890652361342,-0.9548024617836486,0.0,25.81339388537534,15.132874985903008,33.022749136999,0.38452432040821954,0.0,30.0,-0.01281747734694065,0.13287498590300828,1.0
