dataset_name,path,fluence_ratio,n_points,rms,wrms,dt_local_ps,A_obs,B_eff_obs,B0_obs,B1_obs,wall_time_sec,avg_wall_time_sec
deltak12k_1p0mW.csv,deltak12k_1p0mW.csv,1.0,22,0.0019095239040736434,0.09547619520368215,0.0,0.04277654995850034,0.023219988970040975,0.023219988970040975,0.0,2.2766269999556243,2.259060899998682
deltak12k_2p0mW.csv,deltak12k_2p0mW.csv,2.0,22,0.0014742369004195734,0.07371184502097868,0.0,0.04277654995850034,0.023219988970040975,0.023219988970040975,0.0,2.1478155000368133,2.2480921348553347
deltak12k_2p5mW.csv,deltak12k_2p5mW.csv,2.5,22,0.002021879416647542,0.10109397083237709,0.0,0.04277654995850034,0.023219988970040975,0.023219988970040975,0.0,2.1768116999883205,2.2546566727281916
