dataset,dataset_name,path,fluence_ratio,n_points,n_resolved,n_unresolved,rms,wrms,dt_i_ps,sigma_irf_ps
dk_1p0mW.csv,dk_1p0mW.csv,SW6_DK_SIGMA_CSV\dk_1p0mW.csv,1.0,22,22,0,0.0010632665574867833,2.1265331149735665,0.0,0.2
dk_2p0mW.csv,dk_2p0mW.csv,SW6_DK_SIGMA_CSV\dk_2p0mW.csv,2.0,22,22,0,0.0012212742595750243,2.4425485191500482,0.0,0.2
dk_2p5mW.csv,dk_2p5mW.csv,SW6_DK_SIGMA_CSV\dk_2p5mW.csv,2.5,22,22,0,0.0018460765951186645,3.4360978275769662,0.0,0.2
dk_3p0mW.csv,dk_3p0mW.csv,SW6_DK_SIGMA_CSV\dk_3p0mW.csv,3.0,19,19,0,0.004313755751052341,5.037946113113143,0.0,0.2
dk_3p5mW.csv,dk_3p5mW.csv,SW6_DK_SIGMA_CSV\dk_3p5mW.csv,3.5,12,12,0,0.002792396126082886,4.510639972403292,0.0,0.2
dk_4p0mW.csv,dk_4p0mW.csv,SW6_DK_SIGMA_CSV\dk_4p0mW.csv,4.0,8,8,0,0.0031845402809465274,4.91113759563034,0.0,0.2
