t_ps,delta_k_exp,sigma_dk,delta_k_fit,m_fit,eta_fit,chi2q_fit,residual,is_resolved
-1.000000000000000000e+00,3.006309270999999936e-02,1.241994613999999886e-04,2.539359756247310321e-02,7.876413496005887360e-01,9.438024351230034359e-01,3.305101563581501756e-01,-9.338990295053791968e+00,1.000000000000000000e+00
4.000000000000000000e+00,1.801313460000000116e-02,8.384741377000000254e-04,2.463888712642488613e-02,7.822442718940900708e-01,9.439027757062231627e-01,3.302234849523689730e-01,7.902154912732122227e+00,1.000000000000000000e+00
9.000000000000000000e+00,2.491854131000000028e-02,1.595668436000000057e-04,2.296228393110201493e-02,7.702563846022864036e-01,9.441306246795345691e-01,3.295714847225587607e-01,-3.912514757795970688e+00,1.000000000000000000e+00
1.400000000000000000e+01,2.020131052000000149e-02,2.066221553999999985e-03,2.132006412227053019e-02,7.585785821383266292e-01,9.443699709879442850e-01,3.288850223044967325e-01,5.414490039099305596e-01,1.000000000000000000e+00
1.900000000000000000e+01,1.798225939000000148e-02,6.274176761999999789e-03,1.983135707532376890e-02,7.480746920399304889e-01,9.446054425582087744e-01,3.282081014987451306e-01,2.947155866763205845e-01,1.000000000000000000e+00
2.400000000000000000e+01,1.803021133000000040e-02,5.357527407000000491e-04,1.848325708081581184e-02,7.386464989900975997e-01,9.448368204929638026e-01,3.275414212595818553e-01,8.456247003494076209e-01,1.000000000000000000e+00
2.900000000000000000e+01,1.850169897000000091e-02,3.126120428000000160e-04,1.726199020459925210e-02,7.301895529431623455e-01,9.450641596292018720e-01,3.268848943961015774e-01,-2.479417530801497627e+00,1.000000000000000000e+00
3.400000000000000000e+01,1.843237877000000052e-02,2.783041563999999902e-04,1.615515461474751474e-02,7.226095662389959706e-01,9.452875157381723792e-01,3.262384290508317242e-01,-4.554448310504971786e+00,1.000000000000000000e+00
