dataset,fluence_ratio,t_ps,delta_k_exp,sigma_dk,delta_k_fit,residual,u,u_raw,u0,dk0,K_dk_used,B_dk_used,A_obs_used,B_obs_used,json_local_key,readout_source,m,eta,chi2q,Te,Ts,Tl,dt_i_ps,sigma_irf_ps
dk_2p0mW.csv,2.0,34.0,0.0336249562667,0.00034803930652,0.031602139449282765,-0.002022816817417235,0.22842718309639726,0.22842718309639726,0.28902859764270233,0.0418857642898,,,0.10395531901768315,0.007855918758186071,deltak12k_2p0mW.csv,json_best_local_params,0.6677513096390942,0.939669297844557,0.34208421578365367,16.85363852720699,10.328927239851561,25.724137661614453,0.5146593205424301,0.2
dk_2p0mW.csv,2.0,39.0,0.0334239808739,0.000418054411982,0.030896071869916282,-0.002527909003983718,0.22163515373187398,0.22163515373187398,0.28902859764270233,0.0418857642898,,,0.10395531901768315,0.007855918758186071,deltak12k_2p0mW.csv,json_best_local_params,0.6506770325597341,0.9402001915663175,0.34062237122458633,16.67377574733347,10.37689870206667,24.877817010617935,0.5146593205424301,0.2
dk_2p0mW.csv,2.0,44.0,0.0310851695394,0.000210828464694,0.030271839830598737,-0.0008133297088012623,0.21563034276870088,0.21563034276870088,0.28902859764270233,0.0418857642898,,,0.10395531901768315,0.007855918758186071,deltak12k_2p0mW.csv,json_best_local_params,0.6358099475319616,0.9407349179534332,0.3391427636603017,16.45997798034359,10.418971986442994,24.038737005566,0.5146593205424301,0.2
dk_2p0mW.csv,2.0,49.0,0.0324858558719,0.000279534052659,0.029718573273634502,-0.0027672825982654956,0.21030818549774757,0.21030818549774757,0.28902859764270233,0.0418857642898,,,0.10395531901768315,0.007855918758186071,deltak12k_2p0mW.csv,json_best_local_params,0.6228628248251145,0.941272567667724,0.33764767636725995,16.21648485292568,10.455373420656557,23.205743064606537,0.5146593205424301,0.2
dk_2p0mW.csv,2.0,54.0,0.0292797880451,0.000211033603217,0.029227105764173103,-5.268228092689814e-05,0.20558050523948393,0.20558050523948393,0.28902859764270233,0.0418857642898,,,0.10395531901768315,0.007855918758186071,deltak12k_2p0mW.csv,json_best_local_params,0.6115912340466222,0.9418118973368934,0.3361403725152351,15.947034276020483,10.48629940581846,22.37777802609895,0.5146593205424301,0.2
dk_2p0mW.csv,2.0,59.0,0.0282627454871,0.00028885401035,0.02878971898097154,0.0005269734938715374,0.2013730554684225,0.2013730554684225,0.28902859764270233,0.0418857642898,,,0.10395531901768315,0.007855918758186071,deltak12k_2p0mW.csv,json_best_local_params,0.601787120826026,0.9423513488665736,0.33462506673790804,15.654907983332025,10.511920818648836,21.55391528854776,0.5146593205424301,0.2
dk_2p0mW.csv,2.0,64.0,0.0287370206284,0.000259286463392,0.028399922021132548,-0.00033709860726745255,0.19762339683120855,0.19762339683120855,0.28902859764270233,0.0418857642898,,,0.10395531901768315,0.007855918758186071,deltak12k_2p0mW.csv,json_best_local_params,0.5932733385796882,0.9428890945617173,0.3331068227409715,15.342999645006559,10.532387285491945,20.733413909470222,0.5146593205424301,0.2
dk_2p0mW.csv,2.0,69.0,0.0287114343312,0.000327689286851,0.02805225999265562,-0.0006591743385443785,0.19427905589933386,0.19427905589933386,0.28902859764270233,0.0418857642898,,,0.10395531901768315,0.007855918758186071,deltak12k_2p0mW.csv,json_best_local_params,0.5858989878067357,0.9434231046858333,0.3315913833997246,15.013901473794164,10.547831405245402,19.91579452193339,0.5146593205424301,0.2
dk_2p0mW.csv,2.0,74.0,0.0274981019069,0.00029087898834,0.027742147529839008,0.0002440456229390077,0.19129592366765014,0.19129592366765014,0.28902859764270233,0.0418857642898,,,0.10395531901768315,0.007855918758186071,deltak12k_2p0mW.csv,json_best_local_params,0.5795354373813018,0.9439512319466941,0.33008494619767,14.670010536524826,10.558373068618423,19.100952857148588,0.5146593205424301,0.2
dk_2p0mW.csv,2.0,79.0,0.0277175683707,0.00030262557272,0.027465723801662588,-0.000251844569037412,0.18863686080498512,0.18863686080498512,0.28902859764270233,0.0418857642898,,,0.10395531901768315,0.007855918758186071,deltak12k_2p0mW.csv,json_best_local_params,0.5740729202224423,0.9444713058976102,0.3285939018546493,14.313656698197931,10.564124096138114,18.289319849762585,0.5146593205424301,0.2
dk_2p0mW.csv,2.0,84.0,0.0267691352169,0.000211245621798,0.027219726291147966,0.0004505910742479656,0.18627048347250078,0.18627048347250078,0.28902859764270233,0.0418857642898,,,0.10395531901768315,0.007855918758186071,deltak12k_2p0mW.csv,json_best_local_params,0.5694176101664328,0.9449812295537534,0.3271245569979062,13.947258170550962,10.565193497945508,17.482082662306357,0.5146593205424301,0.2
dk_2p0mW.csv,2.0,89.0,0.0268214791902,0.000213221966477,0.027001381115095986,0.00017990192489598586,0.18417010825250038,0.18417010825250038,0.28902859764270233,0.0418857642898,,,0.10395531901768315,0.007855918758186071,deltak12k_2p0mW.csv,json_best_local_params,0.5654890983752024,0.9454790706808653,0.3256828624666136,13.573510615823778,10.56169373328864,16.681480539376153,0.5146593205424301,0.2
dk_2p0mW.csv,2.0,94.0,0.0266704715364,0.00018750515238,0.026808307957837382,0.0001378364214373838,0.18231283765698844,0.18231283765698844,0.28902859764270233,0.0418857642898,,,0.10395531901768315,0.007855918758186071,deltak12k_2p0mW.csv,json_best_local_params,0.5622181968057417,0.9459631411253776,0.32427416738341786,13.195612331912388,10.553748396777891,15.891179465466637,0.5146593205424301,0.2
dk_2p0mW.csv,2.0,99.0,0.0278018742828,0.000268399517654,0.02663843786234584,-0.001163436420454158,0.1806787693178528,0.1806787693178528,0.28902859764270233,0.0418857642898,,,0.10395531901768315,0.007855918758186071,deltak12k_2p0mW.csv,json_best_local_params,0.5595450040487845,0.9464320590233839,0.3229030158619737,12.817516749563259,10.541501720720234,15.116704645908849,0.5146593205424301,0.2
dk_2p0mW.csv,2.0,104.0,0.027904487195,0.000373144953583,0.026489942240809285,-0.0014145449541907162,0.1792503131028197,0.1792503131028197,0.28902859764270233,0.0418857642898,,,0.10395531901768315,0.007855918758186071,deltak12k_2p0mW.csv,json_best_local_params,0.5574171767975241,0.9468847904939858,0.3215729987594739,12.444177564883041,10.52513004144061,14.365855607691106,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,-16.0,0.04115286469,0.0002559973218,0.03642928480380378,-0.004723579886196219,0.28518802101698076,0.28518802101698076,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.8206570849183368,0.9376756094969236,0.3475118003098209,4.897829234600067,4.897829234600067,4.897829234600067,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,-11.0,0.04115286469,0.0002559973218,0.036429751566894666,-0.0047231131231053325,0.2851946731946558,0.2851946731946558,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.8206746144437027,0.9376753563972232,0.3475124832367041,4.890671818090261,4.892360565416683,4.8891833603356485,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,-6.0,0.04115286469,0.0002559973218,0.036431059881832345,-0.004721804808167654,0.2852133189350546,0.2852133189350546,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.8207234651431105,0.9376746024999226,0.34751451743288664,4.88521721331409,4.886919452739817,4.883701267220051,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,-1.0,0.04115286469,0.0002559973218,0.03643308606126681,-0.004719778628733191,0.2852421954804858,0.2852421954804858,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.8207986204951709,0.9376733567425283,0.3475178787561863,4.879823122671738,4.8815114572400935,4.878320984429454,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,4.0,0.03116874397,0.0003146276867,0.03625827491947047,0.005089530949470473,0.28275083573607795,0.28275083573607795,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.8141935198249335,0.937762525890668,0.3472771876112138,334.36844685966247,7.5175242180526824,25.152762343627945,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,9.0,0.03398992121,0.0002259987814,0.03554214195476807,0.0015522207447680667,0.2725447080169327,0.2725447080169327,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.787044990142592,0.938128032464556,0.3462886003093098,201.7504609895895,9.95421350342342,29.697702303638742,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,14.0,0.03614769876,0.00068787497,0.03449152898133369,-0.001656169778666311,0.25757166429631834,0.25757166429631834,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.748835184393601,0.9389831693786101,0.34396309049620477,87.39878318147744,11.1289535394085,30.95057402678221,0.5146593205424301,0.2
