t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,chi2q_fit,residual
-1.000000000000000000e+00,4.084549800000000092e-02,3.868336783716293942e-02,4.397851169109344482e+00,4.397851169109344482e+00,4.397851169109344482e+00,8.407198832306614911e-01,9.338296243777641781e-01,3.577180910081063092e-01,-1.081065081418530749e-01
4.000000000000000000e+00,4.011164600000000080e-02,3.856708027309349585e-02,2.298735436543063599e+02,5.278970878343859141e+00,1.918062546232211574e+01,8.387371134301535580e-01,9.338597537762516332e-01,3.576394277438642022e-01,-7.722828634532524772e-02
9.000000000000000000e+00,3.731283500000000253e-02,3.806135806972482660e-02,1.573987520366790704e+02,6.245276940424559164e+00,2.267105700507588750e+01,8.301358695907836704e-01,9.339959249927309859e-01,3.572836577524541868e-01,3.742615348624120375e-02
1.400000000000000000e+01,3.648607400000000028e-02,3.732758327668037057e-02,9.093230611362677962e+01,6.843527092520638178e+00,2.377289058239603392e+01,8.177006999642898455e-01,9.342057649889740079e-01,3.567346193760367323e-01,4.207546383401851442e-02
1.900000000000000000e+01,3.665752700000000225e-02,3.652493767776197886e-02,3.593186090854647574e+01,7.134691602285787582e+00,2.366024419877264862e+01,8.041726157905998429e-01,9.344548146510897046e-01,3.560817313137499274e-01,-6.629466111901169412e-03
2.400000000000000000e+01,3.462615599999999821e-02,3.576466307388168064e-02,1.410462175371124971e+01,7.231624921857807919e+00,2.283226190266259081e+01,7.914708081255243943e-01,9.347172134065405702e-01,3.553923619909573062e-01,5.692535369408412149e-02
2.900000000000000000e+01,3.494170299999999757e-02,3.508393911876800386e-02,1.319709510484978310e+01,7.288534362203637151e+00,2.186376831133770438e+01,7.802317763922351768e-01,9.349819601214446330e-01,3.546952695589009608e-01,7.111805938400314608e-03
3.400000000000000000e+01,3.313903499999999724e-02,3.447643830791795316e-02,1.290605375192159165e+01,7.339373787539351213e+00,2.089041541225683574e+01,7.703355565961698126e-01,9.352475214926071478e-01,3.539944541118341115e-01,6.687016539589779596e-02
3.900000000000000000e+01,3.381598000000000243e-02,3.393303710133707685e-02,1.259558413925925713e+01,7.384802882695333359e+00,1.991151122919963967e+01,7.616145244608307774e-01,9.355133385535420176e-01,3.532913718001133296e-01,5.852855066853721033e-03
4.400000000000000000e+01,3.320166499999999826e-02,3.344597212910416228e-02,1.226261368704451549e+01,7.424895668597984333e+00,1.892346765281415699e+01,7.539258030694980794e-01,9.357788861949453141e-01,3.525874021455497886e-01,1.221535645520820113e-02
4.900000000000000000e+01,3.289055800000000029e-02,3.300868042437701821e-02,1.190756414665732876e+01,7.459697135417442837e+00,1.792238785028258619e+01,7.471483478518443633e-01,9.360436594773097196e-01,3.518838836211828913e-01,5.906121218850896026e-03
5.400000000000000000e+01,3.244076700000000230e-02,3.261562233881053208e-02,1.153045677117841805e+01,7.489226623210421430e+00,1.690417709986570216e+01,7.411797450895188932e-01,9.363071706299335162e-01,3.511821211664520881e-01,8.742766940526489061e-03
5.900000000000000000e+01,3.164210900000000160e-02,3.226213148397362451e-02,1.113102882782698089e+01,7.513478473692590143e+00,1.586480210149640335e+01,7.359334971294454464e-01,9.365689462032040780e-01,3.504833933409968183e-01,3.100112419868114588e-02
6.400000000000000000e+01,3.111267100000000146e-02,3.194428732484069083e-02,1.070901255308879563e+01,7.532424389970136858e+00,1.480090432155958347e+01,7.313367151725648219e-01,9.368285244132841250e-01,3.497889590104707458e-01,4.158081624203446847e-02
6.900000000000000000e+01,3.191779599999999828e-02,3.165880577832111409e-02,1.026471093873395368e+01,7.546019905458088317e+00,1.371114489267254655e+01,7.273281358962316867e-01,9.370854529319873061e-01,3.491000628806192330e-01,-1.294951108394420958e-02
7.400000000000000000e+01,3.183153300000000213e-02,3.140294244907140125e-02,9.800190927168211275e+00,7.554219865951865565e+00,1.259904227184473413e+01,7.238563652896117251e-01,9.373392876880213276e-01,3.484179383391630691e-01,-2.142952754643004387e-02
7.900000000000000000e+01,3.161939999999999890e-02,3.117440108856137787e-02,9.321677366120125541e+00,7.557012601883339897e+00,1.147863310554179250e+01,7.208782162254082637e-01,9.375895938743361580e-01,3.477438043424459502e-01,-2.224994557193105127e-02
8.400000000000000000e+01,3.131637000000000309e-02,3.097123571984163048e-02,8.843861609851348504e+00,7.554489471000099599e+00,1.038436736065682453e+01,7.183569314511136783e-01,9.378359515136454050e-01,3.470788499008479744e-01,-1.725671400791863042e-02
8.900000000000000000e+01,3.111153800000000108e-02,3.079172933017003400e-02,8.395404560616119838e+00,7.546967142976840570e+00,9.382571932240525214e+00,7.162599832795798482e-01,9.380779695322341016e-01,3.464241952841644601e-01,-1.599043349149835425e-02
9.400000000000000000e+01,3.182448400000000011e-02,3.063423416973284213e-02,8.018477126364341956e+00,7.535138186889615675e+00,8.566225030912415050e+00,7.145561789682217668e-01,9.383153123576218890e-01,3.457808187207879747e-01,-5.951249151335789855e-02
9.900000000000000000e+01,3.116922100000000043e-02,3.049699452028813845e-02,7.748616552341390573e+00,7.520102224183841777e+00,8.004315239384858671e+00,7.132124478365401421e-01,9.385477355230963381e-01,3.451494576911108836e-01,-3.361132398559309870e-02
1.040000000000000000e+02,3.067336999999999841e-02,3.037804475473189492e-02,7.585364024018182327e+00,7.503099329826149244e+00,7.681008850890171047e+00,7.121919906721302373e-01,9.387751099095502649e-01,3.445305400313762867e-01,-1.476626226340517489e-02
