t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,chi2q_fit,residual
-1.000000000000000000e+00,3.105504799999999829e-02,2.643170167230005779e-02,4.875826179981231689e+00,4.875826179981231689e+00,4.875826179981231689e+00,8.215503157656167676e-01,9.375063552306248660e-01,3.479681507008787200e-01,-2.311673163849970181e-01
4.000000000000000000e+00,2.057363099999999848e-02,2.638764595686915460e-02,4.328774177399039331e+02,6.367164511819721540e+00,2.252893066950181122e+01,8.181130050245468688e-01,9.375540837287518192e-01,3.478395320884915543e-01,2.907007478434577852e-01
9.000000000000000000e+00,2.711547900000000136e-02,2.618305161948591975e-02,3.557127723756379964e+02,8.193111651426290720e+00,2.748401569026722768e+01,8.021397890338459735e-01,9.377791572071177972e-01,3.472322742889949465e-01,-4.662136902570408054e-02
1.400000000000000000e+01,2.573122099999999857e-02,2.585486867893142804e-02,2.833593464711400998e+02,9.595152502951084017e+00,2.992211527414531602e+01,7.764634136960193445e-01,9.381495826250887404e-01,3.462302133268726489e-01,6.182383946571473610e-03
1.900000000000000000e+01,2.495527300000000004e-02,2.544416940574630026e-02,2.165657296814883068e+02,1.062118169710853977e+01,3.120774686016342514e+01,7.445035152043902871e-01,9.386765596931487821e-01,3.447989505242647912e-01,2.444482028731501111e-02
2.400000000000000000e+01,2.250769700000000012e-02,2.494266619325501838e-02,1.560135970322475885e+02,1.133129422389950669e+01,3.173791688440953962e+01,7.093630177810429371e-01,9.400642927124065462e-01,3.409972515536200954e-01,1.217484596627509130e-01
2.900000000000000000e+01,2.514518799999999887e-02,2.418079746915665490e-02,1.027091019919534602e+02,1.178848208690657451e+01,3.169922909615544171e+01,6.737017461031434840e-01,9.454923800121364241e-01,3.256442220261030474e-01,-4.821952654216719869e-02
3.400000000000000000e+01,2.590560899999999958e-02,2.304784732375219497e-02,5.904898656579475613e+01,1.205203036060125221e+01,3.121608089339815351e+01,6.396377216242468133e-01,9.568238496198903098e-01,2.906684035091766094e-01,-1.428880838123902375e-01
3.900000000000000000e+01,2.426879100000000136e-02,2.189150494515403750e-02,3.105388589941020783e+01,1.218569273002529485e+01,3.041062710285813608e+01,6.086079505544313983e-01,9.684089792029271226e-01,2.493672973730610420e-01,-1.188643027422981863e-01
4.400000000000000000e+01,1.973947900000000075e-02,2.099157297152423607e-02,2.226969571329970776e+01,1.225869259906775177e+01,2.945102792978802242e+01,5.811970113210958022e-01,9.765276981873222129e-01,2.153918630611891261e-01,6.260469857621175915e-02
4.900000000000000000e+01,2.191068200000000077e-02,2.033193171937383234e-02,2.101437578004208717e+01,1.231434618533857339e+01,2.847043393387475874e+01,5.572484804016523130e-01,9.818452677996730715e-01,1.896836052467064659e-01,-7.893751403130841449e-02
5.400000000000000000e+01,2.048116900000000046e-02,1.983956509883995356e-02,2.065758625785936786e+01,1.236232978276989058e+01,2.750271433313503167e+01,5.363537267008249287e-01,9.854513147193444400e-01,1.699579545591069774e-01,-3.208019505800234483e-02
5.900000000000000000e+01,1.530577200000000047e-02,1.946335824062040212e-02,2.033753503179493549e+01,1.240378700213928376e+01,2.655107897714456300e+01,5.181225787719575537e-01,9.879941756317088819e-01,1.544911289292041912e-01,2.078793120310200859e-01
6.400000000000000000e+01,1.975481200000000007e-02,1.917043724109976713e-02,1.998539431368203623e+01,1.243901310944532490e+01,2.561526761048578038e+01,5.022200233892734067e-01,9.898443879015563773e-01,1.421551537574112511e-01,-2.921873794501164689e-02
6.900000000000000000e+01,1.732473099999999946e-02,1.893900231062720790e-02,1.960112031766398388e+01,1.246823069067356649e+01,2.469479959615528486e+01,4.883610794796526822e-01,9.912242090731396837e-01,1.321914042111994314e-01,8.071356553136041501e-02
7.400000000000000000e+01,1.769782599999999984e-02,1.875412255436954140e-02,1.918994310063368758e+01,1.249164916677177750e+01,2.378931430957570825e+01,4.763032068615854486e-01,9.922731273165423804e-01,1.240727238576187635e-01,5.281482771847707813e-02
7.900000000000000000e+01,1.723003400000000171e-02,1.860530044041629194e-02,1.875697367440800534e+01,1.250946857645416443e+01,2.289864962930195347e+01,4.658396484743990706e-01,9.930819641871871939e-01,1.174232191950050908e-01,6.876332202081450462e-02
8.400000000000000000e+01,1.852366299999999924e-02,1.848499362646569694e-02,1.830682894883790723e+01,1.252188035165611701e+01,2.202291068091436443e+01,4.567937898917749928e-01,9.937116816262847596e-01,1.119691645028275534e-01,-1.933468676715115186e-03
8.900000000000000000e+01,2.210611100000000120e-02,1.838767853201228944e-02,1.784371599290939514e+01,1.252906901936058759e+01,2.116255490102459547e+01,4.490143841682492365e-01,9.942042848888174023e-01,1.075073946699255517e-01,-1.859216233993855882e-01
