dataset,dataset_name,path,fluence_ratio,n_points,rms,wrms,dt_i_ps,dt_local_ps,A_obs,B_obs,B_eff_obs,sigma_irf_ps,B0_obs,B1_obs,wall_time_sec,avg_wall_time_sec
deltak12k_1p0mW.csv,deltak12k_1p0mW.csv,deltak12k_1p0mW.csv,1.0,22,0.000833161726933402,0.0416580863466701,0.6757802252908272,0.0,0.15,-0.006427738918111598,-0.006427738918111598,0.2,0.0232,0.0,2.332855600048788,2.2159006666691825
deltak12k_2p0mW.csv,deltak12k_2p0mW.csv,deltak12k_2p0mW.csv,2.0,22,0.0013112347402863057,0.0655617370143153,0.6757802252908272,0.0,0.10932550795565325,0.005267302214834933,0.005267302214834933,0.2,0.0232,0.0,2.318873699987307,2.2161995477040417
deltak12k_2p5mW.csv,deltak12k_2p5mW.csv,deltak12k_2p5mW.csv,2.5,22,0.0018022687785505121,0.09011343892752559,0.6757802252908272,0.0,0.09871241345781186,0.007313144476307205,0.007313144476307205,0.2,0.0232,0.0,2.1297117000212893,2.210697075295203
deltak12k_3p0mW.csv,deltak12k_3p0mW.csv,deltak12k_3p0mW.csv,3.0,19,0.0024975707906642127,0.12487853953321063,0.6757802252908272,0.0,0.033855176968651694,0.016753409017692802,0.016753409017692802,0.2,0.0232,0.0,1.878766900044866,1.9011044546001024
deltak12k_4p0mW.csv,deltak12k_4p0mW.csv,deltak12k_4p0mW.csv,4.0,8,0.0036328780175416764,0.18164390087708382,0.6757802252908272,0.0,0.021475521982696116,0.0164888985631798,0.0164888985631798,0.2,0.0232,0.0,0.7855562000768259,0.8052041735694123
