t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,residual
-1.000000000000000000e+00,4.084549800000000092e-02,2.311522587550796440e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.311522587550796440e-02,-8.865136062246018467e-01
4.000000000000000000e+00,4.011164600000000080e-02,2.311521986780964988e-02,4.054694905943470040e+00,4.054696896446395193e+00,4.028091634114407960e+00,8.563030242765642397e-01,2.311521986780964988e-02,-8.498213066095174906e-01
9.000000000000000000e+00,3.731283500000000253e-02,2.311521236758137463e-02,4.054627279689397845e+00,4.054628235923254387e+00,4.042418291445801337e+00,8.562472047032629874e-01,2.311521236758137463e-02,-7.098811316209313604e-01
1.400000000000000000e+01,3.648607400000000028e-02,2.311520487701650833e-02,4.054566330463593715e+00,4.054566821926213649e+00,4.048824451389351431e+00,8.561929470514691998e-01,2.311520487701650833e-02,-6.685434561491745420e-01
1.900000000000000000e+01,3.665752700000000225e-02,2.311519739542642130e-02,4.054508427339181154e+00,4.054508708165134756e+00,4.051696613403932723e+00,8.561402043033893294e-01,2.311519739542642130e-02,-6.771164802286789852e-01
2.400000000000000000e+01,3.462615599999999821e-02,2.311518992249474852e-02,4.054451938079480122e+00,4.054452123058394086e+00,4.052972727334944736e+00,8.560889335169608039e-01,2.311518992249474852e-02,-5.755483038752624569e-01
2.900000000000000000e+01,3.494170299999999757e-02,2.311518245807300809e-02,4.054396123014543107e+00,4.054396264277827733e+00,4.053524111244981576e+00,8.560390941699808076e-01,2.311518245807300809e-02,-5.913260270963495158e-01
3.400000000000000000e+01,3.313903499999999724e-02,2.311517500208887244e-02,4.054340645728181869e+00,4.054340767008998370e+00,4.053745622138503535e+00,8.559906474014623567e-01,2.311517500208887244e-02,-5.011929998955562127e-01
3.900000000000000000e+01,3.381598000000000243e-02,2.311516755450477439e-02,4.054285352947486487e+00,4.054285465062259952e+00,4.053816837784719240e+00,8.559435556530244904e-01,2.311516755450477439e-02,-5.350406222747613461e-01
4.400000000000000000e+01,3.320166499999999826e-02,2.311516011529884604e-02,4.054230174773540973e+00,4.054230282654176953e+00,4.053819560045860193e+00,8.558977824912041843e-01,2.311516011529884604e-02,-5.043252442350576459e-01
4.900000000000000000e+01,3.289055800000000029e-02,2.311515268445645671e-02,4.054175079302747342e+00,4.054175185198425346e+00,4.053791078224944222e+00,8.558532925123016888e-01,2.311515268445645671e-02,-4.887702657771771930e-01
5.400000000000000000e+01,3.244076700000000230e-02,2.311514526196626826e-02,4.054120051954909876e+00,4.054120156891385385e+00,4.053748395853489228e+00,8.558100512851614106e-01,2.311514526196626826e-02,-4.662810869016866810e-01
5.900000000000000000e+01,3.164210900000000160e-02,2.311513784781845521e-02,4.054065086049711830e+00,4.054065190494755555e+00,4.053699267307509402e+00,8.557680253116290991e-01,2.311513784781845521e-02,-4.263485576090773055e-01
6.400000000000000000e+01,3.111267100000000146e-02,2.311513044200385822e-02,4.054010178509680706e+00,4.054010282676560273e+00,4.053647229054464063e+00,8.557271819954074266e-01,2.311513044200385822e-02,-3.998770278998071692e-01
6.900000000000000000e+01,3.191779599999999828e-02,2.311512304451368918e-02,4.053955327900481187e+00,4.053955431886390848e+00,4.053593893923685521e+00,8.556874896151122067e-01,2.311512304451368918e-02,-4.401336477743154618e-01
7.400000000000000000e+01,3.183153300000000213e-02,2.311511565533927101e-02,4.053900533537187378e+00,4.053900637386382400e+00,4.053539997427846764e+00,8.556489172995759285e-01,2.311511565533927101e-02,-4.358208672330365352e-01
7.900000000000000000e+01,3.161939999999999890e-02,2.311510827447201336e-02,4.053845795076669312e+00,4.053845898809263382e+00,4.053485874964392721e+00,8.556114350045017636e-01,2.311510827447201336e-02,-4.252145862763992423e-01
8.400000000000000000e+01,3.131637000000000309e-02,2.311510090190335709e-02,4.053791112331704305e+00,4.053791215956806582e+00,4.053431679455344216e+00,8.555750134900743653e-01,2.311510090190335709e-02,-4.100634549048323141e-01
8.900000000000000000e+01,3.111153800000000108e-02,2.311509353762480207e-02,4.053736485186185234e+00,4.053736588707886668e+00,4.053377480605750982e+00,8.555396242993047462e-01,2.311509353762480207e-02,-3.998222231187599229e-01
9.400000000000000000e+01,3.182448400000000011e-02,2.311508618162775447e-02,4.053681913556483885e+00,4.053682016976593694e+00,4.053323310171109917e+00,8.555052397370243034e-01,2.311508618162775447e-02,-4.354698909186122679e-01
9.900000000000000000e+01,3.116922100000000043e-02,2.311507883390377660e-02,4.053627397373796626e+00,4.053627500693084862e+00,4.053269182601262344e+00,8.554718328494728130e-01,2.311507883390377660e-02,-4.027071083048111566e-01
1.040000000000000000e+02,3.067336999999999841e-02,2.311507149444433362e-02,4.053572936576122387e+00,4.053573039794885702e+00,4.053215104454659823e+00,8.554393774044440901e-01,2.311507149444433362e-02,-3.779149252777832535e-01
