t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,residual
-1.000000000000000000e+00,3.105504799999999829e-02,2.311522587550796440e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.311522587550796440e-02,-3.969911062246017086e-01
4.000000000000000000e+00,2.057363099999999848e-02,2.311520788814553501e-02,4.163757628925099041e+00,4.163763688841976673e+00,4.082813633291961786e+00,8.562124379873612412e-01,2.311520788814553501e-02,1.270788444072768197e-01
9.000000000000000000e+00,2.711547900000000136e-02,2.311518543239268753e-02,4.163553910723717166e+00,4.163556930662993594e+00,4.124920567872581323e+00,8.560462240063573258e-01,2.311518543239268753e-02,-2.000146783803656847e-01
1.400000000000000000e+01,2.573122099999999857e-02,2.311516300577506552e-02,4.163370020300994234e+00,4.163371632344030182e+00,4.144324196630615020e+00,8.558846252060968718e-01,2.311516300577506552e-02,-1.308028997112466452e-01
1.900000000000000000e+01,2.495527300000000004e-02,2.311514060622252634e-02,4.163195531566849183e+00,4.163196476082863917e+00,4.153432549267114915e+00,8.557275036461932105e-01,2.311514060622252634e-02,-9.200661968887367814e-02
2.400000000000000000e+01,2.250769700000000012e-02,2.311511823274342223e-02,4.163025615655490341e+00,4.163026240207029716e+00,4.157709578726490385e+00,8.555747331103874531e-01,2.311511823274342223e-02,3.037106163717110535e-02
2.900000000000000000e+01,2.514518799999999887e-02,2.311509588484992467e-02,4.162857984269924039e+00,4.162858454616339188e+00,4.159683299478843743e+00,8.554261944997596512e-01,2.311509588484992467e-02,-1.015046057575037103e-01
3.400000000000000000e+01,2.590560899999999958e-02,2.311507356229393351e-02,4.162691541362466552e+00,4.162691937146986376e+00,4.160550768510864472e+00,8.552817736686831873e-01,2.311507356229393351e-02,-1.395267718853032968e-01
3.900000000000000000e+01,2.426879100000000136e-02,2.311505126494239892e-02,4.162525759252635460e+00,4.162526118875861769e+00,4.160885088367890283e+00,8.551413603606049518e-01,2.311505126494239892e-02,-5.768698675288012195e-02
4.400000000000000000e+01,1.973947900000000075e-02,2.311502899271767122e-02,4.162360383244787521e+00,4.162360725251708971e+00,4.160962081062357321e+00,8.550048476587779334e-01,2.311502899271767122e-02,1.687774996358835100e-01
4.900000000000000000e+01,2.191068200000000077e-02,2.311500674556894036e-02,4.162195290223875688e+00,4.162195623576613102e+00,4.160914824279230650e+00,8.548721316830530936e-01,2.311500674556894036e-02,6.021623727844697960e-02
5.400000000000000000e+01,2.048116900000000046e-02,2.311498452345830262e-02,4.162030420603817227e+00,4.162030749634237026e+00,4.160807599179808136e+00,8.547431114058047230e-01,2.311498452345830262e-02,1.316907761729151083e-01
5.900000000000000000e+01,1.530577200000000047e-02,2.311496232635416523e-02,4.161865745494649715e+00,4.161866072296256824e+00,4.160671471767972918e+00,8.546176885262645184e-01,2.311496232635416523e-02,3.904595163177082551e-01
6.400000000000000000e+01,1.975481200000000007e-02,2.311494015422797810e-02,4.161701250843162114e+00,4.161701576427187632e+00,4.160521458761139435e+00,8.544957673740385395e-01,2.311494015422797810e-02,1.680064077113989085e-01
6.900000000000000000e+01,1.732473099999999946e-02,2.311491800705265873e-02,4.161536929768247184e+00,4.161537254622627025e+00,4.160364819315490514e+00,8.543772548276695744e-01,2.311491800705265873e-02,2.895093503526329770e-01
7.400000000000000000e+01,1.769782599999999984e-02,2.311489588480187055e-02,4.161372778855885635e+00,4.161373103215556313e+00,4.160205062440160084e+00,8.542620602414030540e-01,2.311489588480187055e-02,2.708534942400935286e-01
7.900000000000000000e+01,1.723003400000000171e-02,2.311487378744959270e-02,4.161208796368082830e+00,4.161209120345684909e+00,4.160043884225567368e+00,8.541500953768128568e-01,2.311487378744959270e-02,2.942419893724795288e-01
8.400000000000000000e+01,1.852366299999999924e-02,2.311485171497008190e-02,4.161044981377026275e+00,4.161045305026104479e+00,4.159882104381400048e+00,8.540412743376513127e-01,2.311485171497008190e-02,2.295594357485041259e-01
8.900000000000000000e+01,2.210611100000000120e-02,2.311482966733765382e-02,4.160881333346586608e+00,4.160881656692147601e+00,4.159720118993100790e+00,8.539355135071068359e-01,2.311482966733765382e-02,5.043593336688263068e-02
9.400000000000000000e+01,0.000000000000000000e+00,2.311480764452668313e-02,4.160717851930026967e+00,4.160718174983309758e+00,4.159558119389938469e+00,8.538327314870607365e-01,2.311480764452668313e-02,1.155740382226334129e+00
9.900000000000000000e+01,0.000000000000000000e+00,2.311478564651158960e-02,4.160554536872195897e+00,4.160554859637816350e+00,4.159396197941361173e+00,8.537328490391037361e-01,2.311478564651158960e-02,1.155739282325579431e+00
1.040000000000000000e+02,0.000000000000000000e+00,2.311476367326684503e-02,4.160391387962301124e+00,4.160391710441698088e+00,4.159234399192923703e+00,8.536357890272003868e-01,2.311476367326684503e-02,1.155738183663342245e+00
