dataset_name,path,fluence_ratio,n_points,rms,wrms,dt_local_ps,A_obs,B_obs,wall_time_sec,avg_wall_time_sec
deltak12k_1p0mW.csv,deltak12k_1p0mW.csv,1.0,22,0.010933926123429803,0.5466963061714901,0.0,1.0,0.0,3.185001600009855,2.8849950541577223
deltak12k_2p0mW.csv,deltak12k_2p0mW.csv,2.0,22,0.00846203568079075,0.42310178403953747,0.0,1.0,0.0,3.015604300017003,2.844625387500855
deltak12k_2p5mW.csv,deltak12k_2p5mW.csv,2.5,22,0.00692537712066514,0.34626885603325697,0.0,1.0,0.0,2.879407800035551,2.8797610499944617
deltak12k_3p0mW.csv,deltak12k_3p0mW.csv,3.0,22,0.00935141064300708,0.467570532150354,0.0,1.0,0.0,2.9224487000028603,2.8666291749977972
deltak12k_3p5mW.csv,deltak12k_3p5mW.csv,3.5,22,0.015997212835183884,0.7998606417591941,0.0,1.0,0.0,3.029011200007517,2.951943249999507
deltak12k_4p0mW.csv,deltak12k_4p0mW.csv,4.0,22,0.018661549372564284,0.9330774686282143,0.0,1.0,0.0,2.8354339000070468,2.846872195836719
