t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,residual
-1.000000000000000000e+00,4.115286499999999681e-02,2.311522587550796440e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.311522587550796440e-02,-9.018819562246016552e-01
4.000000000000000000e+00,3.116874400000000170e-02,2.311521087865274146e-02,4.136532302232149405e+00,4.136537334115375941e+00,4.069310128342209509e+00,8.562349547668290928e-01,2.311521087865274146e-02,-4.026766560673630257e-01
9.000000000000000000e+00,3.398992099999999933e-02,2.311519215623783485e-02,4.136362706843589088e+00,4.136365192448876904e+00,4.104579269073779457e+00,8.560961843683334571e-01,2.311519215623783485e-02,-5.437364421881082377e-01
1.400000000000000000e+01,3.614769899999999841e-02,2.311517345807268323e-02,4.136209679261899197e+00,4.136210994018388654e+00,4.120716332110553104e+00,8.559612746062315036e-01,2.311517345807268323e-02,-6.516262770963657802e-01
1.900000000000000000e+01,3.446519399999999761e-02,2.311515478243261063e-02,4.136064435931730010e+00,4.136065201462346685e+00,4.128209346688995751e+00,8.558301098815789265e-01,2.311515478243261063e-02,-5.675019608783693492e-01
2.400000000000000000e+01,3.116980199999999993e-02,2.311513612849954574e-02,4.135922936820911389e+00,4.135923442326459920e+00,4.131682074948128225e+00,8.557025844697051520e-01,2.311513612849954574e-02,-4.027332935750226883e-01
2.900000000000000000e+01,3.133069000000000132e-02,2.311511749587559159e-02,4.135783287449815049e+00,4.135783669273926044e+00,4.133260034197705934e+00,8.555785986088214612e-01,2.311511749587559159e-02,-4.107786252062204935e-01
3.400000000000000000e+01,2.897216400000000164e-02,2.311509888436048127e-02,4.135644591447888985e+00,4.135644914267736283e+00,4.133939480229449792e+00,8.554580566729569346e-01,2.311509888436048127e-02,-2.928532557819760185e-01
3.900000000000000000e+01,2.634845699999999874e-02,2.311508029384763338e-02,4.135506422890576239e+00,4.135506717475104566e+00,4.134191650053922196e+00,8.553408662816948116e-01,2.311508029384763338e-02,-1.616688353076182749e-01
4.400000000000000000e+01,2.710479500000000097e-02,2.311506172427502462e-02,4.135368578961982067e+00,4.135368859967967659e+00,4.134240400909042989e+00,8.552269378451434756e-01,2.311506172427502462e-02,-1.994866637862488246e-01
4.900000000000000000e+01,2.665974200000000016e-02,2.311504317560179531e-02,4.135230962961376378e+00,4.135231237374299873e+00,4.134192287500560781e+00,8.551161843146344310e-01,2.311504317560179531e-02,-1.772349412199102359e-01
5.400000000000000000e+01,2.632692500000000102e-02,2.311502464779731369e-02,4.135093528726121015e+00,4.135093799875710907e+00,4.134098075679501605e+00,8.550085210318217888e-01,2.311502464779731369e-02,-1.605950176101343663e-01
5.900000000000000000e+01,2.625237399999999846e-02,2.311500614083567690e-02,4.134956254177226675e+00,4.134956523650393123e+00,4.133981961424082918e+00,8.549038656254361879e-01,2.311500614083567690e-02,-1.568683929582160852e-01
6.400000000000000000e+01,2.551499000000000128e-02,2.311498765469338981e-02,4.134819128715449210e+00,4.134819397268138630e+00,4.133855478718881926e+00,8.548021379315621227e-01,2.311498765469338981e-02,-1.200001172653305664e-01
6.900000000000000000e+01,2.493275699999999984e-02,2.311496918934802594e-02,4.134682147214041592e+00,4.134682415205999106e+00,4.133724125853566633e+00,8.547032599259556385e-01,2.311496918934802594e-02,-9.088939053259868783e-02
7.400000000000000000e+01,2.512380499999999905e-02,2.311495074477774511e-02,4.134545307155055305e+00,4.134545574757137132e+00,4.133590523787637139e+00,8.546071556628691557e-01,2.311495074477774511e-02,-1.004427127611126902e-01
7.900000000000000000e+01,2.303099600000000149e-02,2.311493232096093267e-02,4.134408607264168367e+00,4.134408874557196079e+00,4.133455921798566912e+00,8.545137512177629624e-01,2.311493232096093267e-02,4.196816048046558834e-03
8.400000000000000000e+01,2.155405300000000010e-02,2.311491391787610580e-02,4.134272046859944538e+00,4.134272313881833583e+00,4.133320915278792640e+00,8.544229746326081898e-01,2.311491391787610580e-02,7.804304589380528512e-02
8.900000000000000000e+01,2.391284700000000096e-02,2.311489553550188578e-02,4.134135625543591708e+00,4.134135892311825877e+00,4.133185787928913335e+00,8.543347558631630978e-01,2.311489553550188578e-02,-3.989757322490575936e-02
9.400000000000000000e+01,2.277660399999999891e-02,2.311487717381699447e-02,4.133999343051093511e+00,4.133999609573439038e+00,4.133050674882830400e+00,8.542490267278809446e-01,2.311487717381699447e-02,1.691365869084977824e-02
9.900000000000000000e+01,2.212539300000000014e-02,2.311485883280009132e-02,4.133863199182750137e+00,4.133863465462360942e+00,4.132915640465556706e+00,8.541657208583053329e-01,2.311485883280009132e-02,4.947329164000455887e-02
1.040000000000000000e+02,2.089129400000000122e-02,2.311484051242989474e-02,4.133727193769576758e+00,4.133727459807425397e+00,4.132780715256027193e+00,8.540847736508268007e-01,2.311484051242989474e-02,1.111773256214946687e-01
