t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,chi2q_fit,residual
-1.000000000000000000e+00,3.365042800000000306e-02,2.932238906721831850e-02,4.984836518764495850e+00,4.984836518764495850e+00,4.984836518764495850e+00,8.171153929621570722e-01,9.383448962981884023e-01,3.457005287689650097e-01,-2.164019466390842139e-01
4.000000000000000000e+00,3.069150400000000140e-02,2.924668426487377765e-02,4.184485034100855501e+02,7.266493465486516534e+00,2.583535305332234344e+01,8.116947570952008917e-01,9.384176330048393799e-01,3.455030333667052367e-01,-7.224098675631118738e-02
9.000000000000000000e+00,2.772133099999999836e-02,2.889973803625595430e-02,3.033913636698551386e+02,9.812596039990904018e+00,3.139890934940930833e+01,7.867662894959225328e-01,9.387492729383283274e-01,3.446009323228246823e-01,5.892035181279779710e-02
1.400000000000000000e+01,2.340437500000000157e-02,2.830734871929049823e-02,1.989626788894335903e+02,1.146701868196536900e+01,3.373954458924338695e+01,7.477589441448808660e-01,9.399580622553758147e-01,3.412899664524566279e-01,2.451486859645248262e-01
1.900000000000000000e+01,2.630221799999999874e-02,2.622062573934948182e-02,1.089231182416349384e+02,1.238780376001558281e+01,3.443848286119895619e+01,7.016145717105508606e-01,9.588779244847831507e-01,2.838188259008807557e-01,-4.079613032525845895e-03
2.400000000000000000e+01,2.215985999999999997e-02,2.310405686287737848e-02,4.364041011697705841e+01,1.278197631726157546e+01,3.406127520062086234e+01,6.550099427381051997e-01,9.843612074798456790e-01,1.761618948831447651e-01,4.720984314386892505e-02
2.900000000000000000e+01,2.380476899999999993e-02,2.157361873998760865e-02,2.416675391348929836e+01,1.294221649537475649e+01,3.313817425613981982e+01,6.122709184173522612e-01,9.926167391371093496e-01,1.212930714625195666e-01,-1.115575130006195570e-01
3.400000000000000000e+01,1.860667800000000149e-02,2.076931298965378411e-02,2.330744408158648895e+01,1.306290330597863125e+01,3.214501859863511157e+01,5.742587700481793789e-01,9.957878611109106659e-01,9.168716193752317334e-02,1.081317494826891240e-01
3.900000000000000000e+01,1.784427499999999972e-02,2.024400951556866099e-02,2.322467445415309939e+01,1.317504514211498723e+01,3.117102531605480209e+01,5.404302805727300152e-01,9.974543430953494161e-01,7.130801806406480980e-02,1.199867257784330565e-01
4.400000000000000000e+01,1.966926499999999828e-02,1.985891466201440345e-02,2.308983676892217929e+01,1.328017718736023944e+01,3.021885764044184342e+01,5.102031489011158438e-01,9.984724856776602264e-01,5.525120220117003822e-02,9.482483100720258407e-03
4.900000000000000000e+01,2.439329000000000150e-02,1.956174608130974157e-02,2.289266683972175187e+01,1.337872215442743418e+01,2.928806374003577773e+01,4.830789159727240656e-01,9.991249946413678362e-01,4.182397736809204819e-02,-2.415771959345129893e-01
5.400000000000000000e+01,1.819083100000000106e-02,1.933037932160045630e-02,2.264180165638238407e+01,1.347091739093579577e+01,2.837813215899206654e+01,4.586356880651785706e-01,9.995348358041679093e-01,3.049773784947336711e-02,5.697741608002276220e-02
