t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,chi2q_fit,residual
-1.600000000000000000e+01,3.498277600000000015e-02,3.116394027159711741e-02,5.408146321773529053e+00,5.408146321773529053e+00,5.408146321773529053e+00,7.996604978875502256e-01,9.416011255521040679e-01,3.367303377467060765e-01,-1.129626842389139518e-01
-1.100000000000000000e+01,3.538691399999999848e-02,3.116394809787056269e-02,5.402609475420113938e+00,5.407972745878018905e+00,5.398667916310971648e+00,7.996610483990117535e-01,9.416011182874653995e-01,3.367303580608594360e-01,-1.249170159915349299e-01
-6.000000000000000000e+00,3.513997700000000279e-02,3.116397174480067811e-02,5.401656516925057439e+00,5.407780618610502188e+00,5.396761679528382594e+00,7.996627029788950791e-01,9.416010950154592996e-01,3.367304231365025324e-01,-1.176118215389127669e-01
-1.000000000000000000e+00,3.507077599999999795e-02,3.116400975870560822e-02,5.410851528528534793e+00,5.407585399880250776e+00,5.396315400314549038e+00,7.996653466003271760e-01,9.416010551621930569e-01,3.367305345783846438e-01,-1.953383120647194937e-01
4.000000000000000000e+00,2.159466800000000089e-02,3.101312073738431152e-02,3.878969872805186583e+02,8.468353929526514889e+00,2.848827498876821451e+01,7.889888810921236173e-01,9.417333560877909626e-01,3.363603514560329355e-01,4.709226368692155384e-01
9.000000000000000000e+00,3.000561599999999884e-02,3.058705308520358324e-02,2.739647682617500095e+02,1.072432840533082299e+01,3.314390224689138620e+01,7.588928615668667499e-01,9.421341249978213428e-01,3.352361712503433844e-01,2.907185426017921959e-02
1.400000000000000000e+01,2.822585600000000056e-02,2.950616797868334251e-02,1.719972958746580503e+02,1.210359054206669605e+01,3.528388360363297949e+01,7.164236706508390062e-01,9.486787338007691694e-01,3.162414584366973758e-01,6.401559893416709779e-02
1.900000000000000000e+01,2.722820800000000027e-02,2.590749821617356272e-02,8.691934662794649569e+01,1.276545871416304223e+01,3.600927322242751671e+01,6.691581096567950082e-01,9.797887938082540105e-01,2.000347957925486808e-01,-6.603548919132187778e-02
2.400000000000000000e+01,2.408132500000000065e-02,2.371671427461562870e-02,3.423852797411861104e+01,1.299622497676847743e+01,3.583012947777940838e+01,6.237655567954162317e-01,9.922682697220795989e-01,1.241115663536247193e-01,-1.823053626921859738e-02
2.900000000000000000e+01,2.747238499999999847e-02,2.276417190348718408e-02,2.509030437932836222e+01,1.307935268252810346e+01,3.529870872460030284e+01,5.834645402792633107e-01,9.958849470632121781e-01,9.062655357511487098e-02,-2.354106548256407194e-01
3.400000000000000000e+01,2.845006900000000144e-02,2.222533558014916713e-02,2.499894291850001338e+01,1.314572350743274320e+01,3.474354293563794016e+01,5.483290938980468487e-01,9.974679150483453105e-01,7.111791932492873836e-02,-3.112366709925417085e-01
3.900000000000000000e+01,2.634558799999999965e-02,2.185972444192236727e-02,2.515046770580119428e+01,1.320808505553319279e+01,3.419924185416170559e+01,5.176533269053789077e-01,9.983663371985916912e-01,5.713717483974752737e-02,-2.242931779038816187e-01
4.400000000000000000e+01,2.052218700000000076e-02,2.158778703650378675e-02,2.524501546891080395e+01,1.326717474923222895e+01,3.366613815626713802e+01,4.907888529632273844e-01,9.989418728514876111e-01,4.599059321168178643e-02,5.328000182518929928e-02
4.900000000000000000e+01,2.331373399999999915e-02,2.137600022036964878e-02,2.528240103188082699e+01,1.332333064842479686e+01,3.314354315634486881e+01,4.671819143095297111e-01,9.993286764934067312e-01,3.663599784277658811e-02,-9.688668898151751863e-02
5.400000000000000000e+01,2.147578899999999860e-02,2.120793660006340536e-02,2.527047402502294915e+01,1.337682417280736935e+01,3.263080092214887884e+01,4.463607255871102630e-01,9.995896437532405532e-01,2.864514097136832901e-02,-1.339261999682966192e-02
5.900000000000000000e+01,1.530577200000000047e-02,2.107458635554895418e-02,2.521661365216887063e+01,1.342787848388458549e+01,3.212732088611477366e+01,4.279234964464320723e-01,9.997612293798937566e-01,2.185141251277406341e-02,2.884407177774476749e-01
6.400000000000000000e+01,2.054190100000000130e-02,2.097026446599178570e-02,2.512737049324494976e+01,1.347667735847872805e+01,3.163257542956647939e+01,4.115281758784419264e-01,9.998689105675777622e-01,1.619140761037232701e-02,2.141817329958922017e-02
6.900000000000000000e+01,1.741751100000000010e-02,2.089062136239166340e-02,2.500845189578226169e+01,1.352337268072437482e+01,3.114609552189781638e+01,3.968836909367973176e-01,9.999324946624863486e-01,1.161921331488284352e-02,1.736555181195831576e-01
7.400000000000000000e+01,1.789720499999999936e-02,2.083170096439727545e-02,2.486476581383823969e+01,1.356809081581927501e+01,3.066746602972670388e+01,3.837424581934464340e-01,9.999675046350424701e-01,8.061617329441973789e-03,1.467247982198638112e-01
7.900000000000000000e+01,1.729575800000000135e-02,2.078963494247040161e-02,2.470049160643231190e+01,1.361093793777735605e+01,3.019631948145788769e+01,3.718939805961197775e-01,9.999853957240215641e-01,5.404473949605930264e-03,1.746938471235200130e-01
8.400000000000000000e+01,1.895899499999999932e-02,2.076070475254386191e-02,2.451916306564944747e+01,1.365200440565222451e+01,2.973233070508939946e+01,3.611593716148657762e-01,9.999938697297581225e-01,3.501500093308435035e-03,9.008548762719312264e-02
8.900000000000000000e+01,2.356499999999999914e-02,2.074154273340025889e-02,2.432375306356822264e+01,1.369136829677217726e+01,2.927521250912865369e+01,3.513866727467348516e-01,9.999975931139172269e-01,2.194029710954276905e-03,-1.411728633299870195e-01
