dataset_name,path,fluence_ratio,n_points,rms,wrms,dt_local_ps,A_obs,B_eff_obs,B0_obs,B1_obs,wall_time_sec,avg_wall_time_sec
deltak12k_1p0mW.csv,deltak12k_1p0mW.csv,1.0,22,0.0018908115168049249,0.09454057584024624,0.0,0.044305912575910184,0.023067507055692615,0.023067507055692615,0.0,2.0935214000055566,2.086567253264964
deltak12k_2p0mW.csv,deltak12k_2p0mW.csv,2.0,22,0.0014391451019725445,0.07195725509862722,0.0,0.044305912575910184,0.023067507055692615,0.023067507055692615,0.0,2.1083429000573233,2.084946479443809
deltak12k_2p5mW.csv,deltak12k_2p5mW.csv,2.5,22,0.0020272762546722357,0.10136381273361178,0.0,0.044305912575910184,0.023067507055692615,0.023067507055692615,0.0,2.073241600068286,2.0823985663521163
