t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,chi2q_fit,residual
-1.000000000000000000e+00,4.115286499999999681e-02,3.525238758069398903e-02,5.224068105220794678e+00,5.224068105220794678e+00,5.224068105220794678e+00,8.072972147761197093e-01,9.401851392709291710e-01,3.406639163370601131e-01,-2.950238709653003610e-01
4.000000000000000000e+00,3.116874400000000170e-02,3.518214369305426581e-02,5.725618969027435696e+02,6.758939855027470855e+00,2.861902786561259404e+01,8.030099604730251972e-01,9.402414899250092217e-01,3.405083561729413399e-01,2.006699846527132125e-01
9.000000000000000000e+00,3.398992099999999933e-02,3.492641574838627888e-02,4.925170854191323997e+02,8.375162054166576553e+00,3.472312026088560089e+01,7.873962477614959710e-01,9.404506827113742196e-01,3.399301595735662040e-01,4.682473741931397759e-02
1.400000000000000000e+01,3.614769899999999841e-02,3.452669420344913614e-02,4.166023489664759154e+02,9.690995992293835570e+00,3.819507323859667025e+01,7.629475392137571310e-01,9.407870057122583729e-01,3.389982446605928068e-01,-8.105023982754311351e-02
1.900000000000000000e+01,3.446519399999999761e-02,3.401960589614854563e-02,3.452153522886381438e+02,1.073090211932419535e+01,4.035237682279195326e+01,7.321956719366720101e-01,9.412879752956468948e-01,3.376047208849747849e-01,-2.227940519257259888e-02
2.400000000000000000e+01,3.116980199999999993e-02,3.333690542191826423e-02,2.787055692522985737e+02,1.153303834398326622e+01,4.162039879828549260e+01,6.974184960940593703e-01,9.431576976339164364e-01,3.323455391514829049e-01,1.083551710959132081e-01
2.900000000000000000e+01,3.133069000000000132e-02,3.183729867815570519e-02,2.174525951720602279e+02,1.213379097004257368e+01,4.220723336033142914e+01,6.605920527275296328e-01,9.540535430652049564e-01,2.996361743260135824e-01,2.533043390778519366e-02
3.400000000000000000e+01,2.897216400000000164e-02,2.914609962560907666e-02,1.620371718527211442e+02,1.255664124926245862e+01,4.225009950491774902e+01,6.235104027972959706e-01,9.754913061376659922e-01,2.200379777443667029e-01,8.696781280453751151e-03
3.900000000000000000e+01,2.634845699999999874e-02,2.696255784567017436e-02,1.135757551393172236e+02,1.284016958007304332e+01,4.185289253633307993e+01,5.877378417221036377e-01,9.887499256237296530e-01,1.495780217113100996e-01,3.070504228350878079e-02
4.400000000000000000e+01,2.710479500000000097e-02,2.569141123212688796e-02,7.435099407170956454e+01,1.302688359041168376e+01,4.110429067182650442e+01,5.543590298357921053e-01,9.942772498943019954e-01,1.068304747842285657e-01,-7.066918839365564364e-02
4.900000000000000000e+01,2.665974200000000016e-02,2.492752753481631764e-02,4.814935187976519870e+01,1.314996483351385770e+01,4.010189895082002209e+01,5.239734121427265245e-01,9.967851386820957282e-01,8.012107901492125650e-02,-8.661072325918411918e-02
5.400000000000000000e+01,2.632692500000000102e-02,2.442448437970343514e-02,3.635706750573900337e+01,1.323720149004363478e+01,3.896641859156277832e+01,4.967602479853933106e-01,9.980975578965076700e-01,6.165439904035594637e-02,-9.512203101482828715e-02
5.900000000000000000e+01,2.625237399999999846e-02,2.406713360299236187e-02,3.283295186730342863e+01,1.330739672161467269e+01,3.780093479759295150e+01,4.725694436198814019e-01,9.988596488213359326e-01,4.774308281329730369e-02,-1.092620198503818224e-01
6.400000000000000000e+01,2.551499000000000128e-02,2.380070573491841271e-02,3.165262239265230804e+01,1.336781934765167534e+01,3.665010615734043853e+01,4.511041187567490507e-01,9.993268953629437235e-01,3.668454993945299836e-02,-8.571421325407942160e-02
6.900000000000000000e+01,2.493275699999999984e-02,2.359822220516609448e-02,3.091248913032555734e+01,1.342029696765912838e+01,3.552441084647337988e+01,4.320614041811571826e-01,9.996156188059235337e-01,2.772390014501194613e-02,-6.672673974169526789e-02
7.400000000000000000e+01,2.512380499999999905e-02,2.344480384780527754e-02,3.022769402213701184e+01,1.346534211613584020e+01,3.442499173169697002e+01,4.151754771494980401e-01,9.997896245028552453e-01,2.051113688803650123e-02,-8.395005760973607567e-02
7.900000000000000000e+01,2.303099600000000149e-02,2.333051901879141729e-02,2.953397402094112323e+01,1.350322295050071908e+01,3.335110168453834234e+01,4.002206404343888746e-01,9.998899924326907218e-01,1.483249921468426068e-02,1.497615093957078980e-02
8.400000000000000000e+01,2.155405300000000010e-02,2.324742306896343536e-02,2.882491931485571612e+01,1.353416800432257538e+01,3.230165749141339404e+01,3.870062447987637766e-01,9.999449493718951532e-01,1.049277016035941174e-02,8.466850344817175578e-02
8.900000000000000000e+01,2.391284700000000096e-02,2.318858244812967151e-02,2.810349526899542028e+01,1.355840324723485857e+01,3.127554193616631295e+01,3.753708795788018304e-01,9.999735001752989572e-01,7.280037579673603008e-03,-3.621322759351647269e-02
9.400000000000000000e+01,2.277660399999999891e-02,2.314795636911453139e-02,2.737355109524789398e+01,1.357615705600287015e+01,3.027166689437951774e+01,3.651771581115131893e-01,9.999876380554466593e-01,4.972296882629410712e-03,1.856761845572662412e-02
9.900000000000000000e+01,2.212539300000000014e-02,2.312051507222481067e-02,2.663846662442742286e+01,1.358765824647490206e+01,2.928899051504013329e+01,3.563072762635240975e-01,9.999943625645594247e-01,3.357802719127971156e-03,4.975610361124052639e-02
1.040000000000000000e+02,2.089129400000000122e-02,2.310230184401319831e-02,2.590103708230435942e+01,1.359313266783164131e+01,2.832653084357759354e+01,3.486593073361702322e-01,9.999974632769558225e-01,2.252429722210198566e-03,1.105503922006598472e-01
