t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,residual
-1.000000000000000000e+00,4.084549800000000092e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,-3.605301554356885041e-01
4.000000000000000000e+00,4.011164600000000080e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,-3.238375554356884845e-01
9.000000000000000000e+00,3.731283500000000253e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,-1.838970054356885708e-01
1.400000000000000000e+01,3.648607400000000028e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,-1.425589554356884725e-01
1.900000000000000000e+01,3.665752700000000225e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,-1.511316054356885707e-01
2.400000000000000000e+01,3.462615599999999821e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,-4.956305543568836902e-02
2.900000000000000000e+01,3.494170299999999757e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,-6.534040543568833681e-02
3.400000000000000000e+01,3.313903499999999724e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,2.479299456431167947e-02
3.900000000000000000e+01,3.381598000000000243e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,-9.054255435688579601e-03
4.400000000000000000e+01,3.320166499999999826e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,2.166149456431162856e-02
4.900000000000000000e+01,3.289055800000000029e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,3.721684456431152699e-02
5.400000000000000000e+01,3.244076700000000230e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,5.970639456431142689e-02
5.900000000000000000e+01,3.164210900000000160e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,9.963929456431146192e-02
6.400000000000000000e+01,3.111267100000000146e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,1.261111945643114685e-01
6.900000000000000000e+01,3.191779599999999828e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,8.585494456431162769e-02
7.400000000000000000e+01,3.183153300000000213e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,9.016809456431143510e-02
7.900000000000000000e+01,3.161939999999999890e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,1.007747445643115969e-01
8.400000000000000000e+01,3.131637000000000309e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,1.159262445643113870e-01
8.900000000000000000e+01,3.111153800000000108e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,1.261678445643114876e-01
9.400000000000000000e+01,3.182448400000000011e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,9.052054456431153640e-02
9.900000000000000000e+01,3.116922100000000043e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,1.232836945643115134e-01
1.040000000000000000e+02,3.067336999999999841e-02,3.363489489128623083e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,1.480762445643116210e-01
