dataset_name,path,fluence_ratio,n_points,rms,wrms,dt_local_ps,A_obs,B_obs,wall_time_sec,avg_wall_time_sec
deltak12k_1p0mW.csv,deltak12k_1p0mW.csv,1.0,22,0.002863062398834805,0.14315311994174024,-0.4529410368759109,7.040424366446983e-49,0.03363489489128623,1.8554849999491125,2.3243241540527575
deltak12k_2p0mW.csv,deltak12k_2p0mW.csv,2.0,22,0.003901412520066844,0.19507062600334218,-0.4534176356508887,6.945869550040653e-49,0.03057412154707243,1.7824184999917634,2.304061974775306
deltak12k_2p5mW.csv,deltak12k_2p5mW.csv,2.5,22,0.005128570307120912,0.25642851535604555,-0.45386683662761584,6.519032769569357e-49,0.027651766718120196,1.731353700044565,2.3060744036060363
