t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,residual
-1.000000000000000000e+00,4.115286499999999681e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,-6.750549140939899884e-01
4.000000000000000000e+00,3.116874400000000170e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,-1.758488640939902536e-01
9.000000000000000000e+00,3.398992099999999933e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,-3.169077140939901560e-01
1.400000000000000000e+01,3.614769899999999841e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,-4.247966140939901103e-01
1.900000000000000000e+01,3.446519399999999761e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,-3.406713640939900700e-01
2.400000000000000000e+01,3.116980199999999993e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,-1.759017640939901650e-01
2.900000000000000000e+01,3.133069000000000132e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,-1.839461640939902276e-01
3.400000000000000000e+01,2.897216400000000164e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,-6.601986409399025757e-02
3.900000000000000000e+01,2.634845699999999874e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,6.516548590600988733e-02
4.400000000000000000e+01,2.710479500000000097e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,2.734858590600977579e-02
4.900000000000000000e+01,2.665974200000000016e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,4.960123590600981625e-02
5.400000000000000000e+01,2.632692500000000102e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,6.624208590600977331e-02
5.900000000000000000e+01,2.625237399999999846e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,6.996963590600989435e-02
6.400000000000000000e+01,2.551499000000000128e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,1.068388359060097603e-01
6.900000000000000000e+01,2.493275699999999984e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,1.359504859060098325e-01
7.400000000000000000e+01,2.512380499999999905e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,1.263980859060098716e-01
7.900000000000000000e+01,2.303099600000000149e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,2.310385359060097565e-01
8.400000000000000000e+01,2.155405300000000010e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,3.048856859060098401e-01
8.900000000000000000e+01,2.391284700000000096e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,1.869459859060097762e-01
9.400000000000000000e+01,2.277660399999999891e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,2.437581359060098651e-01
9.900000000000000000e+01,2.212539300000000014e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,2.763186859060098310e-01
1.040000000000000000e+02,2.089129400000000122e-02,2.765176671812019649e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,7.353767402205790837e-01,3.380236359060097562e-01
