t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,chi2q_fit,residual
-1.600000000000000000e+01,4.092496100000000275e-02,3.997633497292256421e-02,4.765649974346160889e+00,4.765649974346160889e+00,4.765649974346160889e+00,8.260084755680513480e-01,9.366588459565089453e-01,3.502430674423419044e-01,-4.743130135387192692e-02
-1.100000000000000000e+01,4.139774499999999968e-02,3.997960592467639240e-02,4.753497186371685501e+00,4.753420998292978261e+00,4.753803595065257070e+00,8.260475027386856572e-01,9.366582697733849550e-01,3.502446083312759084e-01,-7.090695376618036394e-02
-6.000000000000000000e+00,4.110886300000000243e-02,3.998872167541191180e-02,4.741461782844218931e+00,4.741387911830719837e+00,4.741761164843218523e+00,8.261556274163013303e-01,9.366565629323748698e-01,3.502491728979670871e-01,-5.600706622940453128e-02
-1.000000000000000000e+00,4.102790800000000182e-02,4.000229956893833205e-02,1.881898596760808005e+02,4.805232710328369627e+00,1.099785631246422568e+01,8.263155006474316444e-01,9.366538346136099591e-01,3.502564690389318169e-01,-5.128042155308348837e-02
4.000000000000000000e+00,3.618171299999999729e-02,3.876646691221790481e-02,1.558369072725115245e+01,7.721346543503745607e+00,2.697777113594253251e+01,8.114720742798273712e-01,9.368593288244164707e-01,3.497064454577064607e-01,1.292376956108953756e-01
9.000000000000000000e+00,3.513934199999999702e-02,3.724593519170681793e-02,1.532551690207881556e+01,7.856471095963737383e+00,2.580924867589804350e+01,7.933126926179978611e-01,9.371391380150343453e-01,3.489559227186700974e-01,1.053296595853410456e-01
1.400000000000000000e+01,3.343314000000000008e-02,3.586939120815733212e-02,1.504798651200272985e+01,7.973055991024833311e+00,2.463010591010825578e+01,7.770107127765386590e-01,9.374260420806779237e-01,3.481844563287613270e-01,1.218125604078666019e-01
1.900000000000000000e+01,3.449193600000000082e-02,3.462487884192132215e-02,1.471947903650000455e+01,8.072128611032297840e+00,2.343400155429656806e+01,7.624077353047862271e-01,9.377181921334877268e-01,3.473968798678299108e-01,6.647142096066066541e-03
2.400000000000000000e+01,3.245921999999999696e-02,3.350194238779309608e-02,1.434047400605171241e+01,8.154517934495279619e+00,2.221346679420516423e+01,7.493657421349285697e-01,9.380138748197702769e-01,3.465977072134209802e-01,5.213611938965495574e-02
2.900000000000000000e+01,3.315278499999999712e-02,3.249145847911303481e-02,1.391043517580123279e+01,8.220890084153575472e+00,2.095975908773406715e+01,7.377646701203470769e-01,9.383114941339654180e-01,3.457911797256914554e-01,-3.306632604434811551e-02
3.400000000000000000e+01,3.293628800000000106e-02,3.158549656124528399e-02,1.342771850017614454e+01,8.271747291879854913e+00,1.966263115702614073e+01,7.275004037959218461e-01,9.386095536358168845e-01,3.449813122816548505e-01,-6.753957193773585388e-02
3.900000000000000000e+01,3.273942900000000045e-02,3.077720559955811341e-02,1.288955903435306816e+01,8.307424101165461039e+00,1.831027452025314872e+01,7.184831453681786995e-01,9.389066387936272351e-01,3.441719390497329778e-01,-9.811117002209435167e-02
4.400000000000000000e+01,3.044851900000000028e-02,3.006072303316333766e-02,1.229234590772181512e+01,8.328084211931898295e+00,1.688988076445603781e+01,7.106361018064744073e-01,9.392013994435304269e-01,3.433667591414668041e-01,-1.938979834183313100e-02
4.900000000000000000e+01,3.182051699999999955e-02,2.943109859472443218e-02,1.163278618510450002e+01,8.333728360850713557e+00,1.539010128997146154e+01,7.038943878889567518e-01,9.394925328684179400e-01,3.425693808332622714e-01,-1.194709202637783685e-01
5.400000000000000000e+01,2.868011300000000013e-02,2.888421518903130231e-02,1.091163500250004503e+01,8.324243412128360831e+00,1.380894235683844684e+01,6.982039133834320177e-01,9.397787695833911270e-01,3.417833586357409414e-01,1.020510945156510862e-02
5.900000000000000000e+01,2.768390000000000087e-02,2.841665964218721696e-02,1.014426807117963669e+01,8.299575734446406727e+00,1.217602136808218027e+01,6.935196512439333327e-01,9.400588684447799270e-01,3.410122048524363292e-01,3.663798210936080463e-02
6.400000000000000000e+01,2.814846199999999909e-02,2.802542294878329621e-02,9.384987558683334896e+00,8.260222110373765858e+00,1.060295530807124287e+01,6.898017560314942953e-01,9.403316392217169195e-01,3.402593250428251337e-01,-6.151952560835144412e-03
6.900000000000000000e+01,2.812339999999999979e-02,2.770719743637962973e-02,8.750645438177453883e+00,8.208230059316047544e+00,9.328572678802732554e+00,6.870065752583655039e-01,9.405960298277761256e-01,3.395277730499014490e-01,-2.081012818101850292e-02
7.400000000000000000e+01,2.693491699999999919e-02,2.745720578058531008e-02,8.350098861249227511e+00,8.147879895167053022e+00,8.563771825435146923e+00,6.850717141763015272e-01,9.408512973785335687e-01,3.388197695252303521e-01,2.611443902926554456e-02
7.900000000000000000e+01,2.714988899999999997e-02,2.726850539349455482e-02,8.148799736598260068e+00,8.083987737854430478e+00,8.218151389898871173e+00,6.839071361817885553e-01,9.410971375584415988e-01,3.381363300198716448e-01,5.930819674727742796e-03
