t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,chi2q_fit,residual
-1.600000000000000000e+01,4.104960400000000342e-02,3.978198228178761453e-02,4.887338221073150635e+00,4.887338221073150635e+00,4.887338221073150635e+00,8.210830968473633584e-01,9.375949093928703792e-01,3.477294722633891833e-01,-6.338108591061944463e-02
-1.100000000000000000e+01,4.152382899999999821e-02,3.978596804596988556e-02,4.873269785099672013e+00,4.873165916077884852e+00,4.873652343246493324e+00,8.211285958448677480e-01,9.375942511551950131e-01,3.477312470870702055e-01,-8.689304770150563240e-02
-6.000000000000000000e+00,4.123406699999999925e-02,3.979707478074520632e-02,4.859321449771318413e+00,4.859220742785756997e+00,4.859695005991993888e+00,8.212546436214981371e-01,9.375923010997192497e-01,3.477365050128234381e-01,-7.184961096273964620e-02
-1.000000000000000000e+00,4.115286499999999681e-02,3.981363585590266818e-02,2.110564701281821840e+02,4.929748219558951483e+00,1.134139869491505337e+01,8.214412297753610481e-01,9.375891806534881745e-01,3.477449184697322671e-01,-6.696145720486643138e-02
4.000000000000000000e+00,3.116874400000000170e-02,3.825217498720911991e-02,1.746341894917425464e+01,8.508058945862330802e+00,2.888323417567444551e+01,8.034682227649385666e-01,9.378285391155148920e-01,3.470988781607614593e-01,3.541715493604559173e-01
9.000000000000000000e+00,3.398992099999999933e-02,3.625479654555192194e-02,1.673382254652784695e+01,8.641085879746222886e+00,2.779751460359042881e+01,7.805683826243603463e-01,9.381648444163749323e-01,3.461888569858928566e-01,1.132437772775961304e-01
1.400000000000000000e+01,3.614769899999999841e-02,3.446699733733303572e-02,1.654001873371892373e+01,8.755167373492263039e+00,2.671475704078011759e+01,7.602184436829422243e-01,9.385067079002940016e-01,3.452610016004590276e-01,-8.403508313334813462e-02
1.900000000000000000e+01,3.446519399999999761e-02,3.286750896869346239e-02,1.629409740772754844e+01,8.852243037916053936e+00,2.563261370054896560e+01,7.421581002043712294e-01,9.388523728921578382e-01,3.443199412098645329e-01,-7.988425156532676097e-02
2.400000000000000000e+01,3.116980199999999993e-02,3.143774293692644384e-02,1.599948549433186251e+01,8.933444287287699126e+00,2.454672231671797888e+01,7.261604491657653870e-01,9.392002467927219600e-01,3.433699119382624398e-01,1.339704684632219561e-02
2.900000000000000000e+01,3.133069000000000132e-02,3.016145888283397469e-02,1.565889692328535077e+01,8.999747537353560034e+00,2.345235171660038276e+01,7.120276684231835462e-01,9.395488763982063896e-01,3.424148198587029235e-01,-5.846155585830133117e-02
3.400000000000000000e+01,2.897216400000000164e-02,2.902446571478609766e-02,1.527431704971983883e+01,9.051983553244326686e+00,2.234433447999355238e+01,6.995871766096166677e-01,9.398969276879863832e-01,3.414582922154391076e-01,2.615085739304801038e-03
3.900000000000000000e+01,2.634845699999999874e-02,2.801436741932766816e-02,1.484700753599821788e+01,9.090845198514848846e+00,2.121702174651259654e+01,6.886883944136583668e-01,9.402431680858144292e-01,3.405037222527105278e-01,8.329552096638347114e-02
4.400000000000000000e+01,2.710479500000000097e-02,2.712034681884948478e-02,1.437755060877141489e+01,9.116893973245350224e+00,2.006430573326346689e+01,6.792000132665495515e-01,9.405864514323165615e-01,3.395543069701258965e-01,7.775909424741905829e-04
4.900000000000000000e+01,2.665974200000000016e-02,2.633298122921693546e-02,1.386597983946179191e+01,9.130566318790332758e+00,1.887980826341631158e+01,6.710076873185005786e-01,9.409257055779280954e-01,3.386130779852990491e-01,-1.633803853915323512e-02
5.400000000000000000e+01,2.632692500000000102e-02,2.564408398149749940e-02,1.331210497261365866e+01,9.132181934832111381e+00,1.765745665735599701e+01,6.640120654750043538e-01,9.412599222712151326e-01,3.376829263169608408e-01,-3.414205092512508088e-02
5.900000000000000000e+01,2.625237399999999846e-02,2.504656449082530434e-02,1.271626904111262490e+01,9.121959140028907953e+00,1.639291923274789653e+01,6.581270651616941691e-01,9.415881490538061671e-01,3.367666218042210113e-01,-6.029047545873470609e-02
