t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,residual
-1.000000000000000000e+00,4.102790780000000609e-02,4.052081017796260731e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,-2.535488110186993882e-02
4.000000000000000000e+00,3.618171260000000583e-02,3.994968322285152862e-02,4.137646342140134159e+00,4.137313893993401770e+00,4.187219450878759019e+00,8.556940660383898223e-01,2.631067781770083380e-01,1.883985311425761255e-01
9.000000000000000000e+00,3.513934160000000556e-02,3.933679304648740604e-02,4.137211290182331247e+00,4.137223581781769077e+00,4.138238108062307852e+00,8.549928203442440644e-01,2.630936939071980007e-01,2.098725723243700103e-01
1.400000000000000000e+01,3.343314040000000542e-02,3.881440661155877159e-02,4.137064684627581812e+00,4.137085322335050996e+00,4.136919513137081061e+00,8.543968173207597827e-01,2.630807081684498616e-01,2.690633105779383083e-01
1.900000000000000000e+01,3.449193550000000108e-02,3.836900384589969626e-02,4.136925232138624509e+00,4.136946063803691231e+00,4.136752966405656373e+00,8.538904433683806028e-01,2.630678214887878230e-01,1.938534172949847589e-01
2.400000000000000000e+01,3.245922019999999963e-02,3.798904929447233236e-02,4.136786087987363025e+00,4.136806920340918126e+00,4.136613396359995143e+00,8.534603427927878183e-01,2.630550332152938320e-01,2.764914547236166364e-01
2.900000000000000000e+01,3.315278450000000432e-02,3.766474660967389365e-02,4.136647091860244707e+00,4.136667917747985257e+00,4.136474592337443745e+00,8.530951485250664046e-01,2.630423426719842861e-01,2.255981054836944666e-01
3.400000000000000000e+01,3.293628800000000106e-02,3.738777479964949801e-02,4.136508239485549687e+00,4.136529056484622657e+00,4.136335944286933852e+00,8.527851873636874691e-01,2.630297491870026705e-01,2.225743399824748336e-01
3.900000000000000000e+01,3.273942870000000338e-02,3.715106408543156213e-02,4.136369530285032070e+00,4.136390336421106539e+00,4.136197437826925949e+00,8.525222275964728924e-01,2.630172520932183566e-01,2.205817692715779377e-01
4.400000000000000000e+01,3.044851920000000295e-02,3.694860632087737518e-02,4.136230963816323936e+00,4.136251757414117769e+00,4.136059072437965334e+00,8.522992641947861880e-01,2.630048507282033432e-01,3.250043560438686252e-01
4.900000000000000000e+01,3.182051730000000356e-02,3.677529452627492645e-02,4.136092539682902469e+00,4.136113319320132042e+00,4.135920847929652311e+00,8.521103360162800566e-01,2.629925444341989493e-01,2.477388613137461448e-01
5.400000000000000000e+01,2.868011300000000360e-02,3.662678695951504526e-02,4.135954257525829902e+00,4.135975021995751177e+00,4.135782764125051081e+00,8.519503702472929207e-01,2.629803325580782336e-01,3.973336979757520759e-01
5.900000000000000000e+01,2.768390020000000354e-02,3.649939189575723830e-02,4.135816117018246807e+00,4.135836865297714660e+00,4.135644820852523829e+00,8.518150500258356850e-01,2.629682144513116326e-01,4.407745847878617451e-01
6.400000000000000000e+01,2.814846210000000043e-02,3.638996990469156589e-02,4.135678117860663860e+00,4.135698849082877437e+00,4.135507017944823005e+00,8.517007017909188349e-01,2.629561894699326552e-01,4.120753902345782871e-01
6.900000000000000000e+01,2.812339970000000272e-02,3.629585092747733555e-02,4.135540259776968597e+00,4.135560973208225910e+00,4.135369355238455391e+00,8.516041994187055764e-01,2.629442569745029656e-01,4.086225613738666551e-01
7.400000000000000000e+01,2.693491679999999999e-02,3.621476388244304623e-02,4.135402542511021018e+00,4.135423237530901908e+00,4.135231832573185606e+00,8.515228826440063292e-01,2.629324163300769124e-01,4.639923541221522840e-01
7.900000000000000000e+01,2.714988869999999943e-02,3.614477688512596210e-02,4.135264965823689742e+00,4.135285641908173382e+00,4.135094449791543170e+00,8.514544876383803862e-01,2.629206669061704416e-01,4.497444092562981055e-01
8.400000000000000000e+01,2.622088040000000383e-02,3.608424646657582002e-02,4.135127529490360665e+00,4.135148186197441511e+00,4.134957206738447688e+00,8.513970879333148112e-01,2.629090080767245152e-01,4.931683033287908025e-01
8.900000000000000000e+01,2.627215250000000321e-02,3.603177442418536991e-02,4.134990233298814211e+00,4.135010870256259352e+00,4.134820103260861579e+00,8.513490441469064862e-01,2.628974392200726928e-01,4.879810962092683280e-01
9.400000000000000000e+01,2.612423770000000395e-02,3.598617114966451425e-02,4.134853077047396575e+00,4.134873693942314077e+00,4.134683139207550262e+00,8.513089612021826902e-01,2.628859597189077690e-01,4.930966724832255288e-01
9.900000000000000000e+01,2.723246790000000486e-02,3.594642445592821645e-02,4.134716060543443206e+00,4.134736657113415426e+00,4.134546314428752645e+00,8.512756519206816641e-01,2.628745689602504099e-01,4.356978277964105861e-01
1.040000000000000000e+02,2.733297930000000084e-02,3.591167307402309827e-02,4.134579183602006935e+00,4.134599759627534787e+00,4.134409628776062995e+00,8.512481060412664391e-01,2.628632663354144583e-01,4.289346887011548648e-01
