t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,residual
-1.000000000000000000e+00,4.115286499999999681e-02,4.030917719925308784e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,-4.218439003734544834e-02
4.000000000000000000e+00,3.116874400000000170e-02,3.954085654095351732e-02,4.171861528748639358e+00,4.171507367826201573e+00,4.225207401760638248e+00,8.554679554322632828e-01,2.631030404147475799e-01,4.186056270476757879e-01
9.000000000000000000e+00,3.398992099999999933e-02,3.878337359768091464e-02,4.171371065763186614e+00,4.171387245128836518e+00,4.172567876013449251e+00,8.546011501038867086e-01,2.630867059777604045e-01,2.396726298840457514e-01
1.400000000000000000e+01,3.614769899999999841e-02,3.813779966724795134e-02,4.171188444748850088e+00,4.171214481192308199e+00,4.171002733704167298e+00,8.538643920723927305e-01,2.630704949021919203e-01,9.950503336239764629e-02
1.900000000000000000e+01,3.446519399999999761e-02,3.758738696683616709e-02,4.171014226526199131e+00,4.171040519960107495e+00,4.170793508414313067e+00,8.532383893584688517e-01,2.630544076888415850e-01,1.561096483418084602e-01
2.400000000000000000e+01,3.116980199999999993e-02,3.711786047991094684e-02,4.170840400488071253e+00,4.170866700669995986e+00,4.170619061450312692e+00,8.527066461852965684e-01,2.630384435151451039e-01,2.974029239955473525e-01
2.900000000000000000e+01,3.133069000000000132e-02,3.671710255670090906e-02,4.170666760891568181e+00,4.170693057305409290e+00,4.170445673399974851e+00,8.522551217631881837e-01,2.630226015304300002e-01,2.693206278350454008e-01
3.400000000000000000e+01,2.897216400000000164e-02,3.637482416092863158e-02,4.170493301695608501e+00,4.170519590556994061e+00,4.170272484670012325e+00,8.518718665752385011e-01,2.630068808892606635e-01,3.701330080464315109e-01
3.900000000000000000e+01,2.634845699999999874e-02,3.608228595254769910e-02,4.170320022046033692e+00,4.170346300267153694e+00,4.170099473107776511e+00,8.515467109440666427e-01,2.629912807522412632e-01,4.866914476273850321e-01
4.400000000000000000e+01,2.710479500000000097e-02,3.583206269232652730e-02,4.170146921297964049e+00,4.170173186256851849e+00,4.169926637904579181e+00,8.512709999358125668e-01,2.629758002859898802e-01,4.363633846163262886e-01
4.900000000000000000e+01,2.665974200000000016e-02,3.561784405438073176e-02,4.169973998877789967e+00,4.170000248346632965e+00,4.169753978805607275e+00,8.510373677469278419e-01,2.629604386630933210e-01,4.479051027190365519e-01
5.400000000000000000e+01,2.632692500000000102e-02,3.543426606124577827e-02,4.169801254270173452e+00,4.169827486357167601e+00,4.169581495579062214e+00,8.508395456943808055e-01,2.629451950620581013e-01,4.553670530622888624e-01
5.900000000000000000e+01,2.625237399999999846e-02,3.527676831709236627e-02,4.169628687009600654e+00,4.169654900109318163e+00,4.169409188001456101e+00,8.506721988043927096e-01,2.629300686672647602e-01,4.512197158546183973e-01
6.400000000000000000e+01,2.551499000000000128e-02,3.514147300586734080e-02,4.169456296673077489e+00,4.169482489424077620e+00,4.169237055856080509e+00,8.505307867402179811e-01,2.629150586689227853e-01,4.813241502933669480e-01
6.900000000000000000e+01,2.493275699999999984e-02,3.502508227447209688e-02,4.169284082873965680e+00,4.169310254122604142e+00,4.169065098932040137e+00,8.504114454438734816e-01,2.629001642630254265e-01,5.046162637236047965e-01
7.400000000000000000e+01,2.512380499999999905e-02,3.492479116260993610e-02,4.169112045256668786e+00,4.169138194026231758e+00,4.168893317023464107e+00,8.503108864066480921e-01,2.628853846513025672e-01,4.900493081304968523e-01
7.900000000000000000e+01,2.303099600000000149e-02,3.483821369129291856e-02,4.168940183492076734e+00,4.168966308956462363e+00,4.168721709928747465e+00,8.502263109427256049e-01,2.628707190411772587e-01,5.903608845646458603e-01
8.400000000000000000e+01,2.155405300000000010e-02,3.476332009764815378e-02,4.168768497273680929e+00,4.168794598734961276e+00,4.168550277449971198e+00,8.501553372313184198e-01,2.628561666457223112e-01,6.604633548824077049e-01
8.900000000000000000e+01,2.391284700000000096e-02,3.469838351786969088e-02,4.168596986314253350e+00,4.168623063183572341e+00,4.168379019392381757e+00,8.500959382255366403e-01,2.628417266836143851e-01,5.392768258934844683e-01
9.400000000000000000e+01,2.277660399999999891e-02,3.464193468357279482e-02,4.168425650343008826e+00,4.168451702124302827e+00,4.168207935563938982e+00,8.500463888094607068e-01,2.628273983790927470e-01,5.932665341786398372e-01
9.900000000000000000e+01,2.212539300000000014e-02,3.459272341808927731e-02,4.168254489103191851e+00,4.168280515379333195e+00,4.168037025774945725e+00,8.500052208259645248e-01,2.628131809619133619e-01,6.233665209044638722e-01
1.040000000000000000e+02,2.089129400000000122e-02,3.454968590547868867e-02,4.168083502350038216e+00,4.168109502771038422e+00,4.167866289837736993e+00,8.499711848029818384e-01,2.627990736673087580e-01,6.829195952739343101e-01
