dataset,dataset_name,path,fluence_ratio,n_points,rms,wrms,dt_i_ps,dt_local_ps,A_obs,B_obs,B_eff_obs,sigma_irf_ps,B0_obs,B1_obs,wall_time_sec,avg_wall_time_sec
deltak12k_1p0mW.csv,deltak12k_1p0mW.csv,deltak12k_1p0mW.csv,1.0,22,0.0008585092590890324,0.04292546295445162,0.8514918197450513,0.0,0.15,-0.006472163144813295,-0.006472163144813295,0.2,0.0232,0.0,2.673982399981469,2.325162297548252
deltak12k_2p0mW.csv,deltak12k_2p0mW.csv,deltak12k_2p0mW.csv,2.0,22,0.0013198068861077837,0.06599034430538919,0.8514918197450513,0.0,0.11024566659659837,0.00484556631746185,0.00484556631746185,0.2,0.0232,0.0,2.635129499947652,2.326048679754104
deltak12k_2p5mW.csv,deltak12k_2p5mW.csv,deltak12k_2p5mW.csv,2.5,22,0.0018169501668121636,0.09084750834060819,0.8514918197450513,0.0,0.10349930550707444,0.005816751147507749,0.005816751147507749,0.2,0.0232,0.0,2.5817015999928117,2.314048802460104
deltak12k_3p0mW.csv,deltak12k_3p0mW.csv,deltak12k_3p0mW.csv,3.0,19,0.002449976129820313,0.12249880649101565,0.8514918197450513,0.0,0.03598259914393143,0.015987370194105496,0.015987370194105496,0.2,0.0232,0.0,2.207598799956031,2.0087551177912135
