t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,chi2q_fit,residual
-1.000000000000000000e+00,3.105504799999999829e-02,2.627005671336533899e-02,4.879198610782623291e+00,4.879198610782623291e+00,4.879198610782623291e+00,8.214134723843357078e-01,9.375322970060201433e-01,3.478982495940667330e-01,-2.392495643317329723e-01
4.000000000000000000e+00,2.057363099999999848e-02,2.623308589674699237e-02,4.478506118167808268e+02,6.130829822840958343e+00,2.161551518606009736e+01,8.186996255475044171e-01,9.375700563670069654e-01,3.477964769861354721e-01,2.829727448373496879e-01
9.000000000000000000e+00,2.711547900000000136e-02,2.604602476228230420e-02,3.788150866075346244e+02,7.795028497847461324e+00,2.662958338329110575e+01,8.049690206353208310e-01,9.377649123962107369e-01,3.472707431940202927e-01,-5.347271188588485769e-02
1.400000000000000000e+01,2.573122099999999857e-02,2.573869262495551841e-02,3.136427787678808841e+02,9.121219018530455358e+00,2.914722094484747927e+01,7.823796623451786392e-01,9.380941050588627039e-01,3.463804989513863952e-01,3.735812477759919981e-04
1.900000000000000000e+01,2.495527300000000004e-02,2.534948470261956521e-02,2.528542890706673063e+02,1.014186309839663735e+01,3.057395714136826825e+01,7.537506376743893233e-01,9.385341349445769366e-01,3.451864388179737841e-01,1.971058513097825871e-02
2.400000000000000000e+01,2.250769700000000012e-02,2.490234062360979772e-02,1.968424982516436330e+02,1.089712223555387993e+01,3.130941355056175723e+01,7.216264496962370156e-01,9.392139186436480047e-01,3.433325137909937208e-01,1.197321811804898800e-01
2.900000000000000000e+01,2.514518799999999887e-02,2.435637013535244325e-02,1.459927313847613277e+02,1.143252241475276954e+01,3.153114920528618015e+01,6.882118963642959164e-01,9.411622746431093089e-01,3.379549863348793592e-01,-3.944089323237778139e-02
3.400000000000000000e+01,2.590560899999999958e-02,2.356611992556590165e-02,1.009476162369114149e+02,1.179089936308894870e+01,3.134414035168377666e+01,6.553188849204186761e-01,9.469418977933369286e-01,3.214047949293126760e-01,-1.169744537217048963e-01
3.900000000000000000e+01,2.426879100000000136e-02,2.250430546305118990e-02,6.320160543163949995e+01,1.201120319147110393e+01,3.082629090789535908e+01,6.243444704780996002e-01,9.570006142441963570e-01,2.900858913084723434e-01,-8.822427684744056642e-02
4.400000000000000000e+01,1.973947900000000075e-02,2.143588667066750886e-02,3.626446411701110151e+01,1.213316799918467837e+01,3.005385206170485191e+01,5.962252222471452479e-01,9.672131749626636799e-01,2.539658917623460188e-01,8.482038353337539860e-02
4.900000000000000000e+01,2.191068200000000077e-02,2.057349696664857383e-02,2.403949580426677812e+01,1.219947743354751957e+01,2.913069484689468069e+01,5.713736748136077903e-01,9.748033536961705492e-01,2.230659580095056271e-01,-6.685925166757133997e-02
5.400000000000000000e+01,2.048116900000000046e-02,1.992610119254259460e-02,2.124936956940025112e+01,1.224441669338414762e+01,2.816600002291697180e+01,5.497053478993177977e-01,9.799733498207798821e-01,1.991286861329612801e-01,-2.775339037287029298e-02
5.900000000000000000e+01,1.530577200000000047e-02,1.943753013346774874e-02,2.061449475600809578e+01,1.228077887168952387e+01,2.720770919127934917e+01,5.308845190689864824e-01,9.835544216155266417e-01,1.806120143305722792e-01,2.065879066733874170e-01
6.400000000000000000e+01,1.975481200000000007e-02,1.906165657458847029e-02,2.023487442318547735e+01,1.231087603904674666e+01,2.626457411953353471e+01,5.145555406173609736e-01,9.861185801886936941e-01,1.660426023845530674e-01,-3.465777127057648871e-02
6.900000000000000000e+01,1.732473099999999946e-02,1.876768099129014905e-02,1.985632654274280284e+01,1.233515454556388846e+01,2.533725915582983035e+01,5.004060668329075590e-01,9.880067011821942469e-01,1.544110048509438893e-01,7.214749956450747237e-02
7.400000000000000000e+01,1.769782599999999984e-02,1.853490431172523031e-02,1.945318516130298292e+01,1.235383142390098676e+01,2.442540522559881921e+01,4.881692306214744370e-01,9.894272958541721064e-01,1.450297425313188948e-01,4.185391558626152392e-02
7.900000000000000000e+01,1.723003400000000171e-02,1.834899374644326578e-02,1.902702228293146547e+01,1.236709243389604573e+01,2.352865251541111391e+01,4.776175531302079280e-01,9.905133993856340968e-01,1.374161767679315249e-01,5.594798732216320347e-02
8.400000000000000000e+01,1.852366299999999924e-02,1.819974864209224566e-02,1.858217331745720458e+01,1.237511449407123365e+01,2.264681979056127759e+01,4.685568661183025507e-01,9.913530909356382814e-01,1.312213743730647753e-01,-1.619571789538767903e-02
8.900000000000000000e+01,2.210611100000000120e-02,1.807973592298507681e-02,1.812286418264951493e+01,1.237806884045719968e+01,2.177998359537230755e+01,4.608210712456001223e-01,9.920065416560919225e-01,1.261864545484991385e-01,-2.013187538507462127e-01
