t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,chi2q_fit,residual
-1.000000000000000000e+00,4.115286499999999681e-02,3.621868403524735464e-02,5.089973747730255127e+00,5.089973747730255127e+00,5.089973747730255127e+00,8.128151184728191758e-01,9.391536442133097129e-01,3.434973545179936250e-01,-2.467090482376320948e-01
4.000000000000000000e+00,3.116874400000000170e-02,3.609108492293568171e-02,4.560872652486094125e+02,7.192701569437050857e+00,2.878889565989972610e+01,8.058017259421615952e-01,9.392476879370932341e-01,3.432401210593317153e-01,2.461170461467840076e-01
9.000000000000000000e+00,3.398992099999999933e-02,3.573080979338956464e-02,3.668911211600374713e+02,8.930802875660056372e+00,3.376814512431162996e+01,7.859714312921044499e-01,9.395173686396151025e-01,3.425012613473030210e-01,8.704443966947826572e-02
1.400000000000000000e+01,3.614769899999999841e-02,3.520596775457414396e-02,2.836074473259906199e+02,1.023886471685899657e+01,3.641754436196264777e+01,7.570504966906539401e-01,9.399288864147397060e-01,3.413703099028200794e-01,-4.708656227129272287e-02
1.900000000000000000e+01,3.446519399999999761e-02,3.454659981699573224e-02,2.072087922955930708e+02,1.117274320804974330e+01,3.778350677948546377e+01,7.225332558583565934e-01,9.407984645776019672e-01,3.389664423632914869e-01,4.070290849786731280e-03
2.400000000000000000e+01,3.116980199999999993e-02,3.349263371496881414e-02,1.390773886440505294e+02,1.180174784013073719e+01,3.824077191233067197e+01,6.855459051206002075e-01,9.454625453853046091e-01,3.257308325497308976e-01,1.161415857484407038e-01
2.900000000000000000e+01,3.133069000000000132e-02,3.149546178178999623e-02,8.217384095722745485e+01,1.219152098750056545e+01,3.800482549369736063e+01,6.487256255781637115e-01,9.596804802193522610e-01,2.810931800772715206e-01,8.238589089499745444e-03
3.400000000000000000e+01,2.897216400000000164e-02,2.923097424769851085e-02,4.372455755772165276e+01,1.241501608311284777e+01,3.726644203545988887e+01,6.140602032086418527e-01,9.751952250811345424e-01,2.213464998118457316e-01,1.294051238492546080e-02
3.900000000000000000e+01,2.634845699999999874e-02,2.757001460799063386e-02,3.001579109812527690e+01,1.255632345135497197e+01,3.626994502644493679e+01,5.825716059136133440e-01,9.845950159438263682e-01,1.748503776906880358e-01,6.107788039953175596e-02
4.400000000000000000e+01,2.710479500000000097e-02,2.645290050873175952e-02,2.790169527069977917e+01,1.267254955780768277e+01,3.522367527776073359e+01,5.543224450475979781e-01,9.898036285846711912e-01,1.424386774742672779e-01,-3.259472456341207247e-02
4.900000000000000000e+01,2.665974200000000016e-02,2.566692569071536700e-02,2.741253494780010058e+01,1.277844737398488739e+01,3.418903755843303571e+01,5.289738423709920978e-01,9.929184727090656359e-01,1.187977548318838589e-01,-4.964081546423165792e-02
5.400000000000000000e+01,2.632692500000000102e-02,2.508282922781315816e-02,2.702322284299012622e+01,1.287614270189713395e+01,3.317319327997005018e+01,5.061656626026080907e-01,9.949381304644885349e-01,1.004893852495301471e-01,-6.220478860934214316e-02
5.900000000000000000e+01,2.625237399999999846e-02,2.462778363858995900e-02,2.660076985907662106e+01,1.296633939715596462e+01,3.217639709286780203e+01,4.855834122002186670e-01,9.963352726070374699e-01,8.553376268503763702e-02,-8.122951807050196593e-02
6.400000000000000000e+01,2.551499000000000128e-02,2.425943533132944238e-02,2.614061404600994365e+01,1.304953977271362575e+01,3.119823266741254741e+01,4.669578839435282736e-01,9.973486803915693200e-01,7.277094008734030783e-02,-6.277773343352793800e-02
6.900000000000000000e+01,2.493275699999999984e-02,2.395267286972709020e-02,2.564858492843681148e+01,1.312613367790372365e+01,3.023821443592813907e+01,4.500596264474837627e-01,9.981054026018071346e-01,6.152727279088954920e-02,-4.900420651364548186e-02
7.400000000000000000e+01,2.512380499999999905e-02,2.369260247612118772e-02,2.513053225287875847e+01,1.319641335258303272e+01,2.929585435964366624e+01,4.346939517903007366e-01,9.986763639604691045e-01,5.143461934044597783e-02,-7.156012619394055974e-02
7.900000000000000000e+01,2.303099600000000149e-02,2.347054000402903212e-02,2.459150292742882726e+01,1.326059211412689720e+01,2.837068246753041834e+01,4.206965951567954720e-01,9.991039917504258572e-01,4.232273228851210489e-02,2.197720020145153136e-02
8.400000000000000000e+01,2.155405300000000010e-02,2.328153830422672460e-02,2.403578387264050775e+01,1.331882653900881053e+01,2.746226313639030892e+01,4.079298190502348431e-01,9.994168163592292986e-01,3.414714012011280803e-02,8.637426521133621804e-02
8.900000000000000000e+01,2.391284700000000096e-02,2.312270610218701908e-02,2.346702272499875974e+01,1.337123782818029483e+01,2.657021551555760652e+01,3.962788324180201993e-01,9.996372492631587781e-01,2.693269176271262041e-02,-3.950704489064909425e-02
9.400000000000000000e+01,2.277660399999999891e-02,2.299197592031412135e-02,2.288835179142472498e+01,1.341792965573042729e+01,2.569423962070613854e+01,3.856484698737412398e-01,9.997852286862771720e-01,2.072429735186409952e-02,1.076859601570612224e-02
9.900000000000000000e+01,2.212539300000000014e-02,2.288723400074533024e-02,2.230250533333595087e+01,1.345900139794966321e+01,2.483414548890370455e+01,3.759601216399209300e-01,9.998791564207285543e-01,1.554582115464296817e-02,3.809205003726650468e-02
1.040000000000000000e+02,2.089129400000000122e-02,2.280584588054099943e-02,2.171193047574101698e+01,1.349455681464990775e+01,2.398989361170815471e+01,3.671489255782225958e-01,9.999353192035221882e-01,1.137353987772855672e-02,9.572759402704990317e-02
