dataset_name,path,fluence_ratio,n_points,rms,wrms,dt_local_ps,A_obs,B_obs,B_eff_obs,B0_obs,B1_obs,wall_time_sec,avg_wall_time_sec
deltak12k_1p0mW.csv,deltak12k_1p0mW.csv,1.0,22,0.0011633065774763795,0.058165328873818964,-0.3520193858813799,0.08633701474530238,0.012172645175595,0.012172645175595,0.0232,0.0,2.032334699993953,2.174262317536284
deltak12k_2p0mW.csv,deltak12k_2p0mW.csv,2.0,22,0.0015422572366244447,0.07711286183122222,0.5053752270235333,0.06536892292076875,0.01785897516990745,0.01785897516990745,0.0232,0.0,2.0045666000805795,2.168101045458015
deltak12k_2p5mW.csv,deltak12k_2p5mW.csv,2.5,22,0.0018800230613002832,0.09400115306501416,-0.7362401749873111,0.04876969002851355,0.02260219424063193,0.02260219424063193,0.0232,0.0,2.018971099983901,2.157430484416205
deltak12k_3p0mW.csv,deltak12k_3p0mW.csv,3.0,19,0.002951453500898526,0.14757267504492633,0.30212971477922146,0.027011570377591963,0.019097644372813607,0.019097644372813607,0.0232,0.0,1.7507599999662489,1.8709423123434028
deltak12k_3p5mW.csv,deltak12k_3p5mW.csv,3.5,12,0.0026844717185788335,0.13422358592894165,-0.635002680342056,0.034157244393169646,0.02008593119197303,0.02008593119197303,0.0232,0.0,1.106083199963905,1.1729329396084605
deltak12k_4p0mW.csv,deltak12k_4p0mW.csv,4.0,8,0.0033117226409459175,0.16558613204729586,-0.8583737579518911,0.02494178352928702,0.016921558832935963,0.016921558832935963,0.0232,0.0,0.7535005999961868,0.7961008227339571
