t_ps,s
-1,0.041027907800000006
4,0.036181712600000006
9,0.035139341600000006
14,0.033433140400000005
19,0.0344919355
24,0.0324592202
29,0.033152784500000004
34,0.032936288
39,0.0327394287
44,0.030448519200000003
49,0.031820517300000004
54,0.028680113000000004
59,0.027683900200000004
64,0.0281484621
69,0.028123399700000003
74,0.0269349168
79,0.0271498887
84,0.026220880400000004
89,0.026272152500000003
94,0.026124237700000004
99,0.027232467900000005
104,0.0273329793
