t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,residual
-1.000000000000000000e+00,4.084549800000000092e-02,8.497840724587755190e-01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,2.631174057921087939e-01,4.044692872293877173e+01
4.000000000000000000e+00,4.011164600000000080e-02,4.358974188787415049e-02,1.136507259767803589e+03,1.136515745905148151e+03,1.983198113593258327e+01,2.334248859051722413e-01,-9.589655579712147395e-36,1.739047943937074847e-01
9.000000000000000000e+00,3.731283500000000253e-02,2.040644945173987566e-03,1.103967794053816760e+03,1.103981277980559071e+03,2.411021436556798747e+01,5.050550644699530745e-02,4.557754669985970946e-35,-1.763609502741300572e+00
1.400000000000000000e+01,3.648607400000000028e-02,9.553238014181805445e-05,1.072262547246735494e+03,1.072277474467607590e+03,2.687075587176077107e+01,1.092773879525277443e-02,1.573577221425419977e-30,-1.819527080992909163e+00
1.900000000000000000e+01,3.665752700000000225e-02,4.472329043387188867e-06,1.041368212273980134e+03,1.041384320152379814e+03,2.897146344599801893e+01,2.364405063485101269e-03,5.789941604065338955e-44,-1.832652733547830648e+00
2.400000000000000000e+01,3.462615599999999821e-02,2.093711790957326597e-07,1.011264078738166063e+03,1.011281372385918189e+03,3.068555654817554412e+01,5.115798802432185545e-04,9.611230510426872912e-44,-1.731297331441045140e+00
2.900000000000000000e+01,3.494170299999999757e-02,9.801669378799661519e-09,9.819307419759680897e+02,9.819492426200517912e+02,3.213891876909573853e+01,1.106891445603387804e-04,-3.244365007679048946e-43,-1.747084659916530835e+00
3.400000000000000000e+01,3.313903499999999724e-02,4.588631683980835382e-10,9.533497104796874737e+02,9.533694419493235728e+02,3.340115386736798087e+01,2.394950856484542542e-05,1.993710830251432969e-43,-1.656951727056841239e+00
3.900000000000000000e+01,3.381598000000000243e-02,2.148158636788235830e-11,9.255032348744083492e+02,9.255242227419053052e+02,3.451531010023902013e+01,5.181889902328391600e-06,7.578246040884088727e-44,-1.690798998925920671e+00
4.400000000000000000e+01,3.320166499999999826e-02,1.005656118571312185e-12,8.983742191340026011e+02,8.983964905714922224e+02,3.551013123582389852e+01,1.121191396780291070e-06,-2.860191294169433124e-43,-1.660083249949717121e+00
4.900000000000000000e+01,3.289055800000000029e-02,4.707958767561076363e-14,8.719461679156223681e+02,8.719697516214964708e+02,3.640591608603469354e+01,2.425891271151975000e-07,-1.163299122410298103e-43,-1.644527899997646037e+00
5.400000000000000000e+01,3.244076700000000230e-02,2.204021369482716312e-15,8.462031521931128282e+02,8.462280783354506184e+02,3.721762797020630842e+01,5.248834834373620552e-08,6.152306365971468953e-44,-1.622038349999889828e+00
5.900000000000000000e+01,3.164210900000000160e-02,1.031808143832491270e-16,8.211297850975893198e+02,8.211560852609870835e+02,3.795667773464575845e+01,1.135676089292459344e-08,-4.705754785254073175e-43,-1.582105449999994917e+00
6.400000000000000000e+01,3.111267100000000146e-02,4.830388944581002332e-18,7.967112038910385081e+02,7.967389110192597172e+02,3.863201084413066155e+01,2.457231405612066665e-09,4.918757168945414379e-44,-1.555633549999999810e+00
6.900000000000000000e+01,3.191779599999999828e-02,2.261336809091226674e-19,7.729330558351505260e+02,7.729622041641802070e+02,3.925080337077506698e+01,5.316644629241297021e-10,-4.946348564268658402e-44,-1.595889799999999914e+00
7.400000000000000000e+01,3.183153300000000213e-02,1.058640250895625369e-20,7.497814866301988559e+02,7.498121116072403538e+02,3.981892366618230028e+01,1.150347909816648266e-10,-1.158637725993677013e-44,-1.591576650000000148e+00
7.900000000000000000e+01,3.161939999999999890e-02,4.956002910793916057e-22,7.272431305919516262e+02,7.272752687763073709e+02,4.034124987159358966e+01,2.488976423852261898e-11,4.601872435779205903e-43,-1.580969999999999986e+00
8.400000000000000000e+01,3.131637000000000309e-02,2.320142733167359358e-23,7.053051019736498120e+02,7.053387909155229636e+02,4.082189928427997927e+01,5.385330460110316307e-12,4.808817923698292204e-43,-1.565818500000000224e+00
8.900000000000000000e+01,3.111153800000000108e-02,1.086170125245971911e-24,6.839549870117049295e+02,6.839902651049345650e+02,4.126438554854598095e+01,1.165209275863123615e-12,-1.427533487391868002e-43,-1.555576899999999929e+00
9.400000000000000000e+01,3.182448400000000011e-02,5.084883460441148257e-26,6.631808363427469430e+02,6.632177426473336936e+02,4.167174683317412587e+01,2.521131556573641959e-13,-1.931054525286271445e-43,-1.591224199999999867e+00
9.900000000000000000e+01,3.116922100000000043e-02,2.380477901667641274e-27,6.429711574692389604e+02,6.430097314994654880e+02,4.204662990386351851e+01,5.454903644506061375e-14,3.271648321432127709e-43,-1.558461050000000014e+00
1.040000000000000000e+02,3.067336999999999841e-02,1.114415912278777211e-28,6.233149069761659575e+02,6.233551884499219113e+02,4.239136677554808585e+01,1.180262636174029472e-14,1.645649508588404134e-43,-1.533668499999999879e+00
