t_ps,delta_k_exp,delta_k_fit,m_fit,eta_fit,chi2q_fit,residual,is_resolved
-1.600000000000000000e+01,4.104960400000000342e-02,4.123892447703134123e-02,8.358075311227290971e-01,9.347798966444456070e-01,3.552274550614009652e-01,9.466023851566890412e-02,1.000000000000000000e+00
-1.100000000000000000e+01,4.152382899999999821e-02,4.123927240500911001e-02,8.358096483110007968e-01,9.347798683072248149e-01,3.552275296306964814e-01,-1.422782974954441004e-01,1.000000000000000000e+00
-6.000000000000000000e+00,4.123406699999999925e-02,4.124029152159097711e-02,8.358158127669133020e-01,9.347797793288338264e-01,3.552277637768994634e-01,3.112260795488930309e-03,1.000000000000000000e+00
-1.000000000000000000e+00,4.115286499999999681e-02,4.124187659636863873e-02,8.358253340769581374e-01,9.347796301949635733e-01,3.552281562215572897e-01,4.450579818432096046e-02,1.000000000000000000e+00
4.000000000000000000e+00,3.116874400000000170e-02,3.995492507863174919e-02,8.279628732969002147e-01,9.348803098647701093e-01,3.549631054449903789e-01,4.393090539315873677e+00,1.000000000000000000e+00
9.000000000000000000e+00,3.398992099999999933e-02,3.749709728942333259e-02,8.130262788913114047e-01,9.350908333782635973e-01,3.544081451264126659e-01,1.753588144711666574e+00,1.000000000000000000e+00
1.400000000000000000e+01,3.614769899999999841e-02,3.538972040503519240e-02,8.003697803959888279e-01,9.353024375197007689e-01,3.538493328659901294e-01,-3.789892974824030092e-01,1.000000000000000000e+00
1.900000000000000000e+01,3.446519399999999761e-02,3.362782682629971570e-02,7.899440573083715833e-01,9.355105861203711903e-01,3.532986601400006088e-01,-4.186835868501409541e-01,1.000000000000000000e+00
2.400000000000000000e+01,3.116980199999999993e-02,3.215290060897206537e-02,7.813713769999325320e-01,9.357151912967403007e-01,3.527564043026074070e-01,4.915493044860327343e-01,1.000000000000000000e+00
2.900000000000000000e+01,3.133069000000000132e-02,3.091548118056729882e-02,7.743321815483711346e-01,9.359162641327282151e-01,3.522225809510759476e-01,-2.076044097163512459e-01,1.000000000000000000e+00
3.400000000000000000e+01,2.897216400000000164e-02,2.987429493034796102e-02,7.685594674719951058e-01,9.361138567895066487e-01,3.516970957040660983e-01,4.510654651739796628e-01,1.000000000000000000e+00
3.900000000000000000e+01,2.634845699999999874e-02,2.899516769365318575e-02,7.638318301014802580e-01,9.363080341322894684e-01,3.511798189237636536e-01,1.323355346826593504e+00,1.000000000000000000e+00
4.400000000000000000e+01,2.710479500000000097e-02,2.824989847553547109e-02,7.599662829963886868e-01,9.364988636322272297e-01,3.506706124207547015e-01,5.725517377677350472e-01,1.000000000000000000e+00
4.900000000000000000e+01,2.665974200000000016e-02,2.761524428682824578e-02,7.568117834767242869e-01,9.366864122339462195e-01,3.501693378014382185e-01,4.777511434141227809e-01,1.000000000000000000e+00
5.400000000000000000e+01,2.632692500000000102e-02,2.707205619445308270e-02,7.542437143717374282e-01,9.368707454599016771e-01,3.496758589056559452e-01,3.725655972265408122e-01,1.000000000000000000e+00
5.900000000000000000e+01,2.625237399999999846e-02,2.660455954800389905e-02,7.521592781676722517e-01,9.370519271913544390e-01,3.491900424510536172e-01,1.760927740019502807e-01,1.000000000000000000e+00
6.400000000000000000e+01,2.551499000000000128e-02,2.619975891348533259e-02,7.504736817300864393e-01,9.372300196483277501e-01,3.487117581470334238e-01,3.423844567426656549e-01,1.000000000000000000e+00
6.900000000000000000e+01,2.493275699999999984e-02,2.584694745744006705e-02,7.491169845188450083e-01,9.374050834259466392e-01,3.482408786561306813e-01,4.570952287200336084e-01,1.000000000000000000e+00
7.400000000000000000e+01,2.512380499999999905e-02,2.553730283917903660e-02,7.480314974664720173e-01,9.375771775450997270e-01,3.477772795145832596e-01,2.067489195895187704e-01,1.000000000000000000e+00
7.900000000000000000e+01,2.303099600000000149e-02,2.526355446700650695e-02,7.471696370680757093e-01,9.377463595052086820e-01,3.473208390447193317e-01,1.116279233503252755e+00,1.000000000000000000e+00
8.400000000000000000e+01,2.155405300000000010e-02,2.501970954301077632e-02,7.464921552427008500e-01,9.379126853356894999e-01,3.468714382684108255e-01,1.732828271505387985e+00,1.000000000000000000e+00
8.900000000000000000e+01,2.391284700000000096e-02,2.480082751357510357e-02,7.459666792313796035e-01,9.380762096452597287e-01,3.464289608239801144e-01,4.439902567875512740e-01,1.000000000000000000e+00
9.400000000000000000e+01,2.277660399999999891e-02,2.460283437035013995e-02,7.455665072495336609e-01,9.382369856689926069e-01,3.459932928869612900e-01,9.131151851750705095e-01,1.000000000000000000e+00
9.900000000000000000e+01,2.212539300000000014e-02,2.442236975727585940e-02,7.452696151014041037e-01,9.383950653132108188e-01,3.455643230945793509e-01,1.148488378637929630e+00,1.000000000000000000e+00
1.040000000000000000e+02,2.089129400000000122e-02,2.425666108462264797e-02,7.450578368048584865e-01,9.385504991983611989e-01,3.451419424736829611e-01,1.682683542311323333e+00,1.000000000000000000e+00
