t_ps,delta_k_exp,delta_k_fit,m_fit,eta_fit,chi2q_fit,residual,is_resolved
-1.100000000000000000e+01,3.356599200000000283e-02,3.367358967266154135e-02,8.300720477910196182e-01,9.358823533241565906e-01,3.523126746746966242e-01,5.379883633076926186e-02,1.000000000000000000e+00
-6.000000000000000000e+00,3.380656199999999834e-02,3.367403782712811294e-02,8.300748000704452068e-01,9.358823173376995541e-01,3.523127702690002638e-01,-6.626208643594269643e-02,1.000000000000000000e+00
-1.000000000000000000e+00,3.365042800000000306e-02,3.367535450021043320e-02,8.300828385500511608e-01,9.358822039916926405e-01,3.523130713607598996e-01,1.246325010521506793e-02,1.000000000000000000e+00
4.000000000000000000e+00,3.069150400000000140e-02,3.215565277134890820e-02,8.207062263996235396e-01,9.359985267382360252e-01,3.520039175120805441e-01,7.320743856744533762e-01,1.000000000000000000e+00
9.000000000000000000e+00,2.772133099999999836e-02,2.918608379914775994e-02,8.024596707818696384e-01,9.362457718350971625e-01,3.513457765804268162e-01,7.323763995738807875e-01,1.000000000000000000e+00
1.400000000000000000e+01,2.340437500000000157e-02,2.662292918847576628e-02,7.868759943422163339e-01,9.364956042062875241e-01,3.506793169012116240e-01,1.609277094237882233e+00,1.000000000000000000e+00
1.900000000000000000e+01,2.630221799999999874e-02,2.448277566089856333e-02,7.740402114449471682e-01,9.367412434598064719e-01,3.500226318416789772e-01,-9.097211695507176898e-01,1.000000000000000000e+00
2.400000000000000000e+01,2.215985999999999997e-02,2.269367601760352571e-02,7.634862299531862684e-01,9.369826052952806572e-01,3.493760114462187705e-01,2.669080088017628527e-01,1.000000000000000000e+00
2.900000000000000000e+01,2.380476899999999993e-02,2.119516907184030782e-02,7.548217435735554703e-01,9.372196971997190929e-01,3.487395004596794412e-01,-1.304799964079845997e+00,1.000000000000000000e+00
3.400000000000000000e+01,1.860667800000000149e-02,1.993680437659210020e-02,7.477188282570143008e-01,9.374525757430616224e-01,3.481130107202248247e-01,6.650631882960493790e-01,1.000000000000000000e+00
3.900000000000000000e+01,1.784427499999999972e-02,1.887674760956075878e-02,7.419050576608842151e-01,9.376813179080275562e-01,3.474963971701931498e-01,5.162363047803795180e-01,1.000000000000000000e+00
4.400000000000000000e+01,1.966926499999999828e-02,1.798043857460938227e-02,7.371549484623565185e-01,9.379060072381212310e-01,3.468894947770044257e-01,-8.444132126953080020e-01,1.000000000000000000e+00
4.900000000000000000e+01,2.439329000000000150e-02,1.721937909627159827e-02,7.332822207583168383e-01,9.381267281837272209e-01,3.462921337069255756e-01,-3.586955451864201727e+00,1.000000000000000000e+00
5.400000000000000000e+01,1.819083100000000106e-02,1.657008898426632140e-02,7.301331173463740942e-01,9.383435639902519831e-01,3.457041450692655005e-01,-8.103710078668397987e-01,1.000000000000000000e+00
