t_ps,delta_k_exp,delta_k_fit,m_fit,eta_fit,chi2q_fit,residual,is_resolved
-1.600000000000000000e+01,4.092496100000000275e-02,4.111389125459719712e-02,8.390326813715880405e-01,9.341566337988926882e-01,3.568632560652911234e-01,9.446512729859718460e-02,1.000000000000000000e+00
-1.100000000000000000e+01,4.139774499999999968e-02,4.111418332447746432e-02,8.390344495529666879e-01,9.341566098221425474e-01,3.568633188289337954e-01,-1.417808377612676807e-01,1.000000000000000000e+00
-6.000000000000000000e+00,4.110886300000000243e-02,4.111503738128067381e-02,8.390395889299767651e-01,9.341565346652520585e-01,3.568635155661163960e-01,3.087190640335690794e-03,1.000000000000000000e+00
-1.000000000000000000e+00,4.102790800000000182e-02,4.111636503964462980e-02,8.390475224887864458e-01,9.341564087724427701e-01,3.568638451137530199e-01,4.422851982231398860e-02,1.000000000000000000e+00
4.000000000000000000e+00,3.618171299999999729e-02,3.996568555340519052e-02,8.320564505159533386e-01,9.342475473368665462e-01,3.566251818016352160e-01,1.891986276702596559e+00,1.000000000000000000e+00
9.000000000000000000e+00,3.513934199999999702e-02,3.780322505890117840e-02,8.189962800051409086e-01,9.344357784692916002e-01,3.561316833932203219e-01,1.331941529450590744e+00,1.000000000000000000e+00
1.400000000000000000e+01,3.343314000000000008e-02,3.595642497689992279e-02,8.079813807337447029e-01,9.346243646728709109e-01,3.556364674212030286e-01,1.261642488449961297e+00,1.000000000000000000e+00
1.900000000000000000e+01,3.449193600000000082e-02,3.441137437221093720e-02,7.989083699449888165e-01,9.348099099537229284e-01,3.551484650851140512e-01,-4.028081389453180838e-02,1.000000000000000000e+00
2.400000000000000000e+01,3.245921999999999696e-02,3.311698764337395878e-02,7.914481210491801644e-01,9.349923355347572462e-01,3.546679186101556192e-01,3.288838216869808817e-01,1.000000000000000000e+00
2.900000000000000000e+01,3.315278499999999712e-02,3.202998352191227527e-02,7.853216619402768606e-01,9.351716585241491853e-01,3.541948179931379559e-01,-5.614007390438608969e-01,1.000000000000000000e+00
3.400000000000000000e+01,3.293628800000000106e-02,3.111429633556118957e-02,7.802962839624801861e-01,9.353479281818676272e-01,3.537290675727510769e-01,-9.109958322194057212e-01,1.000000000000000000e+00
3.900000000000000000e+01,3.273942900000000045e-02,3.034010360729189754e-02,7.761793126970917278e-01,9.355212015631222400e-01,3.532705498989295312e-01,-1.199662696354051539e+00,1.000000000000000000e+00
4.400000000000000000e+01,3.044851900000000028e-02,2.968281024726890371e-02,7.728116344881454935e-01,9.356915365704957521e-01,3.528191440247319677e-01,-3.828543763655482546e-01,1.000000000000000000e+00
4.900000000000000000e+01,3.182051699999999955e-02,2.912214817994612098e-02,7.700619586454411358e-01,9.358589901874821981e-01,3.523747302024736738e-01,-1.349184410026939229e+00,1.000000000000000000e+00
5.400000000000000000e+01,2.868011300000000013e-02,2.864141819042155535e-02,7.678219796840671796e-01,9.360236180724251787e-01,3.519371910023246786e-01,-1.934740478922239437e-02,1.000000000000000000e+00
5.900000000000000000e+01,2.768390000000000087e-02,2.822686141849004710e-02,7.660023602136953880e-01,9.361854744954904994e-01,3.515064115256694710e-01,2.714807092450230996e-01,1.000000000000000000e+00
6.400000000000000000e+01,2.814846199999999909e-02,2.786714078926273708e-02,7.645294107279316798e-01,9.363446123596524950e-01,3.510822793948054077e-01,-1.406606053686310087e-01,1.000000000000000000e+00
6.900000000000000000e+01,2.812339999999999979e-02,2.755291375794185343e-02,7.633423492700698310e-01,9.365010832407275609e-01,3.506646846902949366e-01,-2.852431210290731767e-01,1.000000000000000000e+00
7.400000000000000000e+01,2.693491699999999919e-02,2.727648043494809715e-02,7.623910406721086108e-01,9.366549374303592135e-01,3.502535198785730608e-01,1.707817174740489663e-01,1.000000000000000000e+00
7.900000000000000000e+01,2.714988899999999997e-02,2.703149382323806471e-02,7.616341316833342701e-01,9.368062239780952094e-01,3.498486797401168524e-01,-5.919758838096762787e-02,1.000000000000000000e+00
8.400000000000000000e+01,2.622087999999999849e-02,2.681272120737154818e-02,7.610375127244670690e-01,9.369549907317282766e-01,3.494500613004767886e-01,2.959206036857748301e-01,1.000000000000000000e+00
8.900000000000000000e+01,2.627215299999999948e-02,2.661584766182793771e-02,7.605730490757874884e-01,9.371012843758185218e-01,3.490575637644761642e-01,1.718473309139691152e-01,1.000000000000000000e+00
9.400000000000000000e+01,2.612423800000000101e-02,2.643731424014020975e-02,7.602175343102502980e-01,9.372451504684838897e-01,3.486710884534434118e-01,1.565381200701043696e-01,1.000000000000000000e+00
9.900000000000000000e+01,2.723246799999999926e-02,2.627418472034467184e-02,7.599518270443583745e-01,9.373866334765754704e-01,3.482905387452440715e-01,-4.791416398276637234e-01,1.000000000000000000e+00
1.040000000000000000e+02,2.733297900000000030e-02,2.612403586428969568e-02,7.597601388970565139e-01,9.375257768093491206e-01,3.479158200168920856e-01,-6.044715678551523252e-01,1.000000000000000000e+00
