t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,chi2q_fit,residual
-1.600000000000000000e+01,3.498277600000000015e-02,3.360570911182166054e-02,4.457315742969512939e+00,4.457315742969512939e+00,4.457315742969512939e+00,8.383588832566670757e-01,9.342870441766886191e-01,3.565216951092687880e-01,-6.885334440891698049e-02
-1.100000000000000000e+01,3.538691399999999848e-02,3.360697816472607569e-02,4.452458264660154263e+00,4.452859672803080926e+00,4.451849237645174817e+00,8.383728788618292072e-01,9.342868269437930584e-01,3.565222643809204950e-01,-8.899679176369613975e-02
-6.000000000000000000e+00,3.513997700000000279e-02,3.361052764592328823e-02,4.448048230026934391e+00,4.448445625795043767e+00,4.447445214550741710e+00,8.384117905093365630e-01,9.342861815159058114e-01,3.565239557567316253e-01,-7.647246770383572811e-02
-1.000000000000000000e+00,3.507077599999999795e-02,3.335817532597537549e-02,1.801513717047609191e+02,6.510645104920365966e+00,2.234903301773493922e+01,8.356111600680206086e-01,9.343266475660579884e-01,3.564178946797862957e-01,-8.563003370123112301e-02
4.000000000000000000e+00,2.159466800000000089e-02,3.156730137426164151e-02,1.293002369895944881e+01,7.801705202594079402e+00,2.441136069841193645e+01,8.157345807375018243e-01,9.346211761968878928e-01,3.556448467282293802e-01,4.986316687130820102e-01
9.000000000000000000e+00,3.000561599999999884e-02,2.982769859427852888e-02,1.276951373805318823e+01,7.876580584538222851e+00,2.329388608987700948e+01,7.965611969776916768e-01,9.349432758271947197e-01,3.547972251660294618e-01,-8.895870286073498390e-03
1.400000000000000000e+01,2.822585600000000056e-02,2.829406679703395933e-02,1.257208423927420604e+01,7.941234904423739138e+00,2.217442714426108807e+01,7.798146460675515756e-01,9.352665201641799930e-01,3.539442558652217130e-01,3.410539851697938496e-03
1.900000000000000000e+01,2.722820800000000027e-02,2.694086036980120058e-02,1.233652095636191781e+01,7.996121674803838175e+00,2.104815556157473821e+01,7.651944418350679067e-01,9.355899119490720395e-01,3.530885394049594339e-01,-1.436738150993998459e-02
2.400000000000000000e+01,2.408132500000000065e-02,2.574629502052819957e-02,1.206489358125608824e+01,8.041609670527151366e+00,1.990975552104356083e+01,7.524440857017802298e-01,9.359125235130124620e-01,3.522325202639656760e-01,8.324850102640994620e-02
2.900000000000000000e+01,2.747238499999999847e-02,2.469180705550527710e-02,1.175864510225339110e+01,8.077989603066756175e+00,1.875345414454379522e+01,7.413447384720862621e-01,9.362334871225547195e-01,3.513785104276316296e-01,-1.390288972247360755e-01
3.400000000000000000e+01,2.845006900000000144e-02,2.376159467230094802e-02,1.141867341010755332e+01,8.105477175003390045e+00,1.757319947594940857e+01,7.317098595790800797e-01,9.365519858810965603e-01,3.505287117229833327e-01,-2.344237163849526573e-01
3.900000000000000000e+01,2.634558799999999965e-02,2.294222818167563488e-02,1.104555389136741539e+01,8.124217728190133769e+00,1.636319880719730691e+01,7.233806560689437504e-01,9.368672452424686714e-01,3.496852367369661652e-01,-1.701679909162182314e-01
4.400000000000000000e+01,2.052218700000000076e-02,2.222231640112239115e-02,1.064007081651873676e+01,8.134295930222778637e+00,1.511928429466964019e+01,7.162221891009624697e-01,9.371785254121487441e-01,3.488501275710108596e-01,8.500647005611951246e-02
4.900000000000000000e+01,2.331373399999999915e-02,2.159221490332503129e-02,1.020442410403306788e+01,8.135758279241203539e+00,1.384210398120435670e+01,7.101199685187785660e-01,9.374851153842964635e-01,3.480253703868330661e-01,-8.607595483374838596e-02
5.400000000000000000e+01,2.147578899999999860e-02,2.104375634635639175e-02,9.744862625093828612e+00,8.128665286435975190e+00,1.254414955656483066e+01,7.049768026361910023e-01,9.377863304077075357e-01,3.472129008266341410e-01,-2.160163268218034255e-02
5.900000000000000000e+01,1.530577200000000047e-02,2.056997055594794038e-02,9.276878311298601076e+00,8.113206205522303094e+00,1.126354688595751163e+01,7.007095230111021200e-01,9.380815168173154417e-01,3.464145894816278992e-01,2.632099277973969920e-01
6.400000000000000000e+01,2.054190100000000130e-02,2.016474157337864309e-02,8.832657479654464794e+00,8.089920372707105400e+00,1.008323524924987957e+01,6.972449626648662413e-01,9.383700716789243890e-01,3.456321868363685379e-01,-1.885797133106791035e-02
6.900000000000000000e+01,1.741751100000000010e-02,1.982234508138182999e-02,8.461444829885449437e+00,8.059999483183554858e+00,9.129295325395457184e+00,6.945145188164815186e-01,9.386514863527402053e-01,3.448672022210744759e-01,1.202417040690914873e-01
7.400000000000000000e+01,1.789720499999999936e-02,1.953691686630740221e-02,8.202555754479824657e+00,8.025370468054116913e+00,8.495711095988658812e+00,6.924478908287740042e-01,9.389254093669465728e-01,3.441207282991128324e-01,8.198559331537014216e-02
7.900000000000000000e+01,1.729575800000000135e-02,1.930215560487508197e-02,8.048815263260468811e+00,7.988155447214654536e+00,8.150627439912804917e+00,6.909695679477284580e-01,9.391916874390208170e-01,3.433933229482551419e-01,1.003198802437540310e-01
8.400000000000000000e+01,1.895899499999999932e-02,1.911153857559729635e-02,7.960313673973861803e+00,7.949919323194574616e+00,7.980524528621164571e+00,6.900013731798436689e-01,9.394503401769385142e-01,3.426850716641076100e-01,7.627178779864851599e-03
8.900000000000000000e+01,2.356499999999999914e-02,1.895881177787587385e-02,7.902590355812543876e+00,7.911492465021385811e+00,7.891669616222817041e+00,6.894682716002932255e-01,9.397014914355910076e-01,3.419957704325097825e-01,-2.303094111062062577e-01
