t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,residual
-1.000000000000000000e+00,4.115286499999999681e-02,3.067833288019062438e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,3.067833288019062438e-02,-5.237266059904686077e-01
4.000000000000000000e+00,3.116874400000000170e-02,3.067829100819820243e-02,4.136449189397656490e+00,4.136449377074812084e+00,4.136448085151491760e+00,8.562131033374072997e-01,3.067829100819820243e-02,-2.452264959008996353e-02
9.000000000000000000e+00,3.398992099999999933e-02,3.067824726771646929e-02,4.136310549183902729e+00,4.136310736716615644e+00,4.136309446235471476e+00,8.560749857529981188e-01,3.067824726771646929e-02,-1.655836866141764951e-01
1.400000000000000000e+01,3.614769899999999841e-02,3.067820357998031836e-02,4.136172049949397689e+00,4.136172237336340984e+00,4.136170948295635696e+00,8.559406872796100352e-01,3.067820357998031836e-02,-2.734747710009839960e-01
1.900000000000000000e+01,3.446519399999999761e-02,3.067815994493441542e-02,4.136033691550518476e+00,4.136033878790405183e+00,4.136032591188404162e+00,8.558101062009770832e-01,3.067815994493441542e-02,-1.893517027532791164e-01
2.400000000000000000e+01,3.116980199999999993e-02,3.067811636252346444e-02,4.135895473843786085e+00,4.135895660935368312e+00,4.135894374770339610e+00,8.556831435050009649e-01,3.067811636252346444e-02,-2.458428187382677432e-02
2.900000000000000000e+01,3.133069000000000132e-02,3.067807283269218324e-02,4.135757396685860954e+00,4.135757583627933442e+00,4.135756298898146888e+00,8.555597028118933078e-01,3.067807283269218324e-02,-3.263085836539090373e-02
3.400000000000000000e+01,2.897216400000000164e-02,3.067802935538541109e-02,4.135619459933574937e+00,4.135619646724967069e+00,4.135618363428695154e+00,8.554396903042268407e-01,3.067802935538541109e-02,8.529326776927047271e-02
3.900000000000000000e+01,2.634845699999999874e-02,3.067798593054797338e-02,4.135481663443884237e+00,4.135481850083465361e+00,4.135480568218983244e+00,8.553230146588450822e-01,3.067798593054797338e-02,2.164764465273987248e-01
4.400000000000000000e+01,2.710479500000000097e-02,3.067794255812479956e-02,4.135344007073894268e+00,4.135344193560568371e+00,4.135342913126152986e+00,8.552095869805831363e-01,3.067794255812479956e-02,1.786573779062399225e-01
4.900000000000000000e+01,2.665974200000000016e-02,3.067789923806090238e-02,4.135206490680870317e+00,4.135206677013576027e+00,4.135205398007506972e+00,8.550993207377404204e-01,3.067789923806090238e-02,2.009078619030451041e-01
5.400000000000000000e+01,2.632692500000000102e-02,3.067785597030131539e-02,4.135069114122202016e+00,4.135069300299915263e+00,4.135068022720473913e+00,8.549921316992827869e-01,3.067785597030131539e-02,2.175465485150657186e-01
5.900000000000000000e+01,2.625237399999999846e-02,3.067781275479107561e-02,4.134931877255461963e+00,4.134932063277188874e+00,4.134930787122658380e+00,8.548879378736938817e-01,3.067781275479107561e-02,2.212719377395538645e-01
6.400000000000000000e+01,2.551499000000000128e-02,3.067776959147537272e-02,4.134794779938339992e+00,4.134794965803121336e+00,4.134793691071788402e+00,8.547866594494666348e-01,3.067776959147537272e-02,2.581389795737685788e-01
6.900000000000000000e+01,2.493275699999999984e-02,3.067772648029938598e-02,4.134657822028676044e+00,4.134658007735583674e+00,4.134656734425736779e+00,8.546882187371613870e-01,3.067772648029938598e-02,2.872484740149692795e-01
7.400000000000000000e+01,2.512380499999999905e-02,3.067768342120840569e-02,4.134521003384462823e+00,4.134521188932598790e+00,4.134519917042529968e+00,8.545925401130209931e-01,3.067768342120840569e-02,2.776939210604203456e-01
7.900000000000000000e+01,2.303099600000000149e-02,3.067764041414771173e-02,4.134384323863828925e+00,4.134384509252325479e+00,4.134383238780325875e+00,8.544995499640666292e-01,3.067764041414771173e-02,3.823322207073854839e-01
8.400000000000000000e+01,2.155405300000000010e-02,3.067759745906269847e-02,4.134247783325057490e+00,4.134247968553076191e+00,4.134246699497442279e+00,8.544091766346607608e-01,3.067759745906269847e-02,4.561772229531348977e-01
8.900000000000000000e+01,2.391284700000000096e-02,3.067755455589879499e-02,4.134111381626583537e+00,4.134111566693315254e+00,4.134110299052343507e+00,8.543213503744871984e-01,3.067755455589879499e-02,3.382353777949396734e-01
9.400000000000000000e+01,2.277660399999999891e-02,3.067751170460149626e-02,4.133975118626975309e+00,4.133975303531637557e+00,4.133974037303628002e+00,8.542360032879166010e-01,3.067751170460149626e-02,3.950453852300748747e-01
9.900000000000000000e+01,2.212539300000000014e-02,3.067746890511634239e-02,4.133838994184949378e+00,4.133839178926787206e+00,4.133837914110041645e+00,8.541530692847090211e-01,3.067746890511634239e-02,4.276037952558170985e-01
1.040000000000000000e+02,2.089129400000000122e-02,3.067742615738891163e-02,4.133703008159373304e+00,4.133703192737655741e+00,4.133701929330479530e+00,8.540724840320365052e-01,3.067742615738891163e-02,4.893066078694455201e-01
