t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,residual
-1.000000000000000000e+00,4.102790780000000609e-02,3.067833288019062438e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,3.067833288019062438e-02,-5.174787459904690579e-01
4.000000000000000000e+00,3.618171260000000583e-02,3.067830036501717136e-02,4.109218714389659688e+00,4.109218863615076600e+00,4.109217849770458564e+00,8.562432465409595128e-01,3.067830036501717136e-02,-2.751706117491417025e-01
9.000000000000000000e+00,3.513934160000000556e-02,3.067826535339580191e-02,4.109107759381720015e+00,4.109107908485016836e+00,4.109106895752229427e+00,8.561324566427216398e-01,3.067826535339580191e-02,-2.230538123302101827e-01
1.400000000000000000e+01,3.343314040000000542e-02,3.067823038397834295e-02,4.108996917164462914e+00,4.108997066144818078e+00,4.108996054522561892e+00,8.560247362699237028e-01,3.067823038397834295e-02,-1.377455008010831095e-01
1.900000000000000000e+01,3.449193550000000108e-02,3.067819545672062498e-02,4.108886187623075337e+00,4.108886336479696588e+00,4.108885325966672220e+00,8.559200034918559297e-01,3.067819545672062498e-02,-1.906870021639688051e-01
2.400000000000000000e+01,3.245922019999999963e-02,3.067816057157839865e-02,4.108775570642834829e+00,4.108775719374954782e+00,4.108774709969866379e+00,8.558181785609296766e-01,3.067816057157839865e-02,-8.905298142108004911e-02
2.900000000000000000e+01,3.315278450000000432e-02,3.067812572850749792e-02,4.108665066109152164e+00,4.108665214716027414e+00,4.108664206417580012e+00,8.557191838545269436e-01,3.067812572850749792e-02,-1.237329385746253202e-01
3.400000000000000000e+01,3.293628800000000106e-02,3.067809092746374630e-02,4.108554673907559796e+00,4.108554822388473582e+00,4.108553815195372216e+00,8.556229438184018710e-01,3.067809092746374630e-02,-1.129098536268127312e-01
3.900000000000000000e+01,3.273942870000000338e-02,3.067805616840315469e-02,4.108444393923691429e+00,4.108444542277947420e+00,4.108443536188901568e+00,8.555293849115883642e-01,3.067805616840315469e-02,-1.030686265798424345e-01
4.400000000000000000e+01,3.044851920000000295e-02,3.067802145128167499e-02,4.108334226043311332e+00,4.108334374270240730e+00,4.108333369283959868e+00,8.554384355527729911e-01,3.067802145128167499e-02,1.147511256408360186e-02
4.900000000000000000e+01,3.182051730000000356e-02,3.067798677605529378e-02,4.108224170152307231e+00,4.108224318251260776e+00,4.108223314366457046e+00,8.553500260680938494e-01,3.067798677605529378e-02,-5.712652619723548875e-02
5.400000000000000000e+01,2.868011300000000360e-02,3.067795214268007747e-02,4.108114226136655667e+00,4.108114374107008082e+00,4.108113371322394514e+00,8.552640886403375386e-01,3.067795214268007747e-02,9.989195713400368659e-02
5.900000000000000000e+01,2.768390020000000354e-02,3.067791755111210980e-02,4.108004393882479732e+00,4.108004541723626168e+00,4.108003540037916679e+00,8.551805572594790572e-01,3.067791755111210980e-02,1.497008675556052992e-01
6.400000000000000000e+01,2.814846210000000043e-02,3.067788300130758206e-02,4.107894673276011765e+00,4.107894820987368689e+00,4.107893820399279861e+00,8.550993676745477501e-01,3.067788300130758206e-02,1.264710450653790674e-01
6.900000000000000000e+01,2.812339970000000272e-02,3.067784849322268553e-02,4.107785064203586245e+00,4.107785211784589663e+00,4.107784212292841630e+00,8.550204573467630187e-01,3.067784849322268553e-02,1.277224396611341406e-01
7.400000000000000000e+01,2.693491679999999999e-02,3.067781402681364275e-02,4.107675566551667323e+00,4.107675714001775447e+00,4.107674715605085680e+00,8.549437654039332424e-01,3.067781402681364275e-02,1.871448613406821448e-01
7.900000000000000000e+01,2.714988869999999943e-02,3.067777960203673521e-02,4.107566180206836393e+00,4.107566327525522532e+00,4.107565330222612943e+00,8.548692325960567384e-01,3.067777960203673521e-02,1.763945451018367749e-01
8.400000000000000000e+01,2.622088040000000383e-02,3.067774521884829991e-02,4.107456905055786756e+00,4.107457052242547313e+00,4.107456056032140701e+00,8.547968012521101056e-01,3.067774521884829991e-02,2.228432409424148108e-01
8.900000000000000000e+01,2.627215250000000321e-02,3.067771087720472245e-02,4.107347740985318296e+00,4.107347888039664774e+00,4.107346892920486603e+00,8.547264152379863145e-01,3.067771087720472245e-02,2.202779188602359550e-01
9.400000000000000000e+01,2.612423770000000395e-02,3.067767657706240575e-02,4.107238687882367678e+00,4.107238834803830230e+00,4.107237840774605964e+00,8.546580199155547897e-01,3.067767657706240575e-02,2.276719438531200901e-01
9.900000000000000000e+01,2.723246790000000486e-02,3.067764231837783254e-02,4.107129745633979923e+00,4.107129892422107353e+00,4.107128899481566009e+00,8.545915621028071785e-01,3.067764231837783254e-02,1.722587209188913837e-01
1.040000000000000000e+02,2.733297930000000084e-02,3.067760810110753411e-02,4.107020914127311073e+00,4.107021060781666399e+00,4.107020068928536993e+00,8.545269900350678238e-01,3.067760810110753411e-02,1.672314400553766567e-01
