t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,residual
-1.000000000000000000e+00,4.084549800000000092e-02,3.067833288019062438e-02,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,8.563488385776752976e-01,3.067833288019062438e-02,-5.083582559904687992e-01
4.000000000000000000e+00,4.011164600000000080e-02,3.067831696776173248e-02,4.054666167736808546e+00,4.054666241427629991e+00,4.054665753888320623e+00,8.562970041083752815e-01,3.067831696776173248e-02,-4.716664516119133954e-01
9.000000000000000000e+00,3.731283500000000253e-02,3.067829944365452546e-02,4.054610649865901806e+00,4.054610723489185276e+00,4.054610236464977646e+00,8.562413698815595220e-01,3.067829944365452546e-02,-3.317267778172738324e-01
1.400000000000000000e+01,3.648607400000000028e-02,3.067828194065577718e-02,4.054555188395578824e+00,4.054555261951154677e+00,4.054554775441484793e+00,8.561872831890291469e-01,3.067828194065577718e-02,-2.903896029672111689e-01
1.900000000000000000e+01,3.665752700000000225e-02,3.067826445874340113e-02,4.054499783268503244e+00,4.054499856756210718e+00,4.054499370760515475e+00,8.561347025444595582e-01,3.067826445874340113e-02,-2.989631270628300697e-01
2.400000000000000000e+01,3.462615599999999821e-02,3.067824699789525877e-02,4.054444434427383115e+00,4.054444507847068557e+00,4.054444022364784850e+00,8.560835875719935428e-01,3.067824699789525877e-02,-1.973954501052369581e-01
2.900000000000000000e+01,3.494170299999999757e-02,3.067822955808935381e-02,4.054389141814998432e+00,4.054389215166511740e+00,4.054388730197078239e+00,8.560338989765184925e-01,3.067822955808935381e-02,-2.131736720955321740e-01
3.400000000000000000e+01,3.313903499999999724e-02,3.067821213930367261e-02,4.054333905374185143e+00,4.054333978657387760e+00,4.054333494200241361e+00,8.559855985147474255e-01,3.067821213930367261e-02,-1.230411430348162249e-01
3.900000000000000000e+01,3.381598000000000243e-02,3.067819474151617376e-02,4.054278725047843146e+00,4.054278798262597405e+00,4.054278314317178555e+00,8.559386489670706144e-01,3.067819474151617376e-02,-1.568892629241914194e-01
4.400000000000000000e+01,3.320166499999999826e-02,3.067817736470489914e-02,4.054223600778929182e+00,4.054223673925105409e+00,4.054223190490853668e+00,8.558930141101583899e-01,3.067817736470489914e-02,-1.261743817647549559e-01
4.900000000000000000e+01,3.289055800000000029e-02,3.067816000884788716e-02,4.054168532510446177e+00,4.054168605587920915e+00,4.054168122664275842e+00,8.558486586903013560e-01,3.067816000884788716e-02,-1.106198995576056499e-01
5.400000000000000000e+01,3.244076700000000230e-02,3.067814267392321784e-02,4.054113520185466335e+00,4.054113593194119680e+00,4.054113110780522611e+00,8.558055483974602584e-01,3.067814267392321784e-02,-8.813121630383921601e-02
5.900000000000000000e+01,3.164210900000000160e-02,3.067812535990892611e-02,4.054058563747114263e+00,4.054058636686833417e+00,4.054058154782727463e+00,8.557636498400098546e-01,3.067812535990892611e-02,-4.819918200455377416e-02
6.400000000000000000e+01,3.111267100000000146e-02,3.067810806678316141e-02,4.054003663138582958e+00,4.054003736009261338e+00,4.054003254614086060e+00,8.557229305201654590e-01,3.067810806678316141e-02,-2.172814666084200291e-02
6.900000000000000000e+01,3.191779599999999828e-02,3.067809079452401416e-02,4.053948818303101831e+00,4.053948891104635521e+00,4.053948410217834919e+00,8.556833588100553056e-01,3.067809079452401416e-02,-6.198526027379920589e-02
7.400000000000000000e+01,3.183153300000000213e-02,3.067807354310971707e-02,4.053894029183982006e+00,4.053894101916272419e+00,4.053893621537292269e+00,8.556449039284457214e-01,3.067807354310971707e-02,-5.767297284451425310e-02
7.900000000000000000e+01,3.161939999999999890e-02,3.067805631251838486e-02,4.053839295724573688e+00,4.053839368387529341e+00,4.053838888515810979e+00,8.556075359180800310e-01,3.067805631251838486e-02,-4.706718437408070194e-02
8.400000000000000000e+01,3.131637000000000309e-02,3.067803910272826756e-02,4.053784617868294582e+00,4.053784690461823992e+00,4.053784211096814083e+00,8.555712256236278623e-01,3.067803910272826756e-02,-3.191654486358677656e-02
8.900000000000000000e+01,3.111153800000000108e-02,3.067802191371752155e-02,4.053729995558629007e+00,4.053730068082650462e+00,4.053729589223794783e+00,8.555359446702205384e-01,3.067802191371752155e-02,-2.167580431412397673e-02
9.400000000000000000e+01,3.182448400000000011e-02,3.067800474546440725e-02,4.053675428739104802e+00,4.053675501193538366e+00,4.053675022840281805e+00,8.555016654425682265e-01,3.067800474546440725e-02,-5.732396272677964255e-02
9.900000000000000000e+01,3.116922100000000043e-02,3.067798759794720595e-02,4.053620917353299546e+00,4.053620989738069724e+00,4.053620511889860722e+00,8.554683610646275360e-01,3.067798759794720595e-02,-2.456167010263972383e-02
1.040000000000000000e+02,3.067336999999999841e-02,3.067797047114419542e-02,4.053566461344881411e+00,4.053566533659916260e+00,4.053566056316201482e+00,8.554360053798201191e-01,3.067797047114419542e-02,2.300235572098505155e-04
