t_ps,S_exp,S_fit,Te_fit,Ts_fit,Tl_fit,m_fit,eta_fit,chi2q_fit,residual
-1.000000000000000000e+00,3.105504799999999829e-02,2.683604768673778299e-02,4.985946953296661377e+00,4.985946953296661377e+00,4.985946953296661377e+00,8.170700927380032397e-01,9.383534381022820003e-01,3.456773426211598998e-01,-2.109500156631107515e-01
4.000000000000000000e+00,2.057363099999999848e-02,2.674583497357221548e-02,3.846117643535942534e+02,7.470909559902279007e+00,2.644625023421604482e+01,8.093929304437341710e-01,9.384570350137423356e-01,3.453959951030345921e-01,3.086101986786108364e-01
9.000000000000000000e+00,2.711547900000000136e-02,2.646302001601054388e-02,2.816842135712264508e+02,9.555249074771310802e+00,3.093388385562306908e+01,7.852576756669239488e-01,9.387834039715050594e-01,3.445079395713165904e-01,-3.262294919947287403e-02
1.400000000000000000e+01,2.573122099999999857e-02,2.604894419384530535e-02,1.879153829121642900e+02,1.092620468963318991e+01,3.292435428219400961e+01,7.504349610059140030e-01,9.393830530097723175e-01,3.428694791287776877e-01,1.588615969226533919e-02
1.900000000000000000e+01,2.495527300000000004e-02,2.540478427615279478e-02,1.063015466275236633e+02,1.171683662168288897e+01,3.353413746906025494e+01,7.106657004913013997e-01,9.428900250082659085e-01,3.331041890158569219e-01,2.247556380763973682e-02
2.400000000000000000e+01,2.250769700000000012e-02,2.420066519754227735e-02,4.518319581771459070e+01,1.208291119972488126e+01,3.319817728164694870e+01,6.709745392515484852e-01,9.553467912115398697e-01,2.954869007618008969e-01,8.464840987711386155e-02
2.900000000000000000e+01,2.514518799999999887e-02,2.291960534191794102e-02,2.367152605050951664e+01,1.222724962760827339e+01,3.234063785717639661e+01,6.346971555908881291e-01,9.687841697466360591e-01,2.479056926500905200e-01,-1.112791329041028926e-01
3.400000000000000000e+01,2.590560899999999958e-02,2.194700086195362082e-02,2.232994210898307941e+01,1.232565942270928261e+01,3.139078535771276535e+01,6.026449525583253974e-01,9.777999922477976780e-01,2.095403902836078802e-01,-1.979304069023189450e-01
3.900000000000000000e+01,2.426879100000000136e-02,2.122774763734915429e-02,2.218220631752942040e+01,1.241429604513630736e+01,3.045038708640192127e+01,5.743863977259848763e-01,9.836937476775458045e-01,1.798516354668612538e-01,-1.520521681325423535e-01
4.400000000000000000e+01,1.973947900000000075e-02,2.068770055388030257e-02,2.200496361967522319e+01,1.249485930147510970e+01,2.952358041827755386e+01,5.494252435766820986e-01,9.876579661130969745e-01,1.566261216187793681e-01,4.741107769401509131e-02
4.900000000000000000e+01,2.191068200000000077e-02,2.027495357687181254e-02,2.177238940997682448e+01,1.256771163091562116e+01,2.860997659858259468e+01,5.273373692229457177e-01,9.904063244493759299e-01,1.381857897566801663e-01,-8.178642115640941124e-02
5.400000000000000000e+01,2.048116900000000046e-02,1.995363862084015977e-02,2.149121463187689329e+01,1.263320150088246407e+01,2.770908964906516303e+01,5.077631444776912195e-01,9.923694400007044836e-01,1.233000184618325834e-01,-2.637651895799203450e-02
5.900000000000000000e+01,1.530577200000000047e-02,1.969887843888738430e-02,2.116841915586659795e+01,1.269167169667235129e+01,2.682047501073225249e+01,4.903971867853620936e-01,9.938122818768513334e-01,1.110727166802263077e-01,2.196553219443691807e-01
6.400000000000000000e+01,1.975481200000000007e-02,1.949334417733949304e-02,2.081027083119134247e+01,1.274344311954531861e+01,2.594375176725742094e+01,4.749798458713774263e-01,9.949010169064924636e-01,1.008561676766831089e-01,-1.307339113302535133e-02
6.900000000000000000e+01,1.732473099999999946e-02,1.932490598381724628e-02,2.042233095113684627e+01,1.278880635798280174e+01,2.507863003480370168e+01,4.612901616363461188e-01,9.957418125209277493e-01,9.218591431199001096e-02,1.000087491908623338e-01
7.400000000000000000e+01,1.769782599999999984e-02,1.918502165839411008e-02,2.000952421377771984e+01,1.282801992009983749e+01,2.422494489644222426e+01,4.491399819371165170e-01,9.964038170631179803e-01,8.473153688001015815e-02,7.435978291970550547e-02
7.900000000000000000e+01,1.723003400000000171e-02,1.906762817359670611e-02,1.957623455808870006e+01,1.286131285989374895e+01,2.338270541543508685e+01,4.383689923023279533e-01,9.969330145082988537e-01,7.825959738840995716e-02,9.187970867983522028e-02
8.400000000000000000e+01,1.852366299999999924e-02,1.896837846624567850e-02,1.912641626595267397e+01,1.288888989690757292e+01,2.255215148535394931e+01,4.288404708133632948e-01,9.973607028800476337e-01,7.260598012985822192e-02,2.223577331228396292e-02
8.900000000000000000e+01,2.210611100000000120e-02,1.888411616504528240e-02,1.866371669281116041e+01,1.291093771769588017e+01,2.173383050860224586e+01,4.204376298138935986e-01,9.977087435363021228e-01,6.765547332783516943e-02,-1.610997417477359472e-01
