dataset_name,fluence_ratio,n_points,dt_i_ps,sigma_irf_ps,A_obs,B_obs,B_eff_obs,rms,wrms
deltak12k_3p0mW.csv,3.0,19,0.6868927326777414,0.2,0.02858280700566648,0.018861210007514694,0.018861210007514694,0.0028419084880899163,0.14209542440449582
deltak12k_3p5mW.csv,3.5,12,0.6868927326777414,0.2,0.034188631316206176,0.020237819176559136,0.020237819176559136,0.002717273673895642,0.1358636836947821
deltak12k_4p0mW.csv,4.0,8,0.6868927326777414,0.2,0.02283942457710891,0.017698706913234292,0.017698706913234292,0.0031193547214547162,0.1559677360727358
